symbol,industry
000887.SZ,1000012588000000 
600893.SH,1000012579000000 
600895.SH,6118000000000000 
600897.SH,6117000000000000 
600900.SH,6116000000000000 
600909.SH,1000012613000000 
600917.SH,6116000000000000 
600919.SH,1000012612000000 
600926.SH,1000012612000000 
002126.SZ,1000012588000000 
600958.SH,1000012613000000 
600967.SH,1000012579000000 
600970.SH,6106020000000000 
600971.SH,6102000000000000 
600973.SH,6107010000000000 
601811.SH,6122010000000000 
002489.SZ,6114000000000000 
600984.SH,6107000000000000 
600985.SH,6102000000000000 
603355.SH,6111000000000000 
600988.SH,6105000000000000 
600990.SH,1000012579000000 
603108.SH,6115000000000000 
002048.SZ,1000012588000000 
600999.SH,1000012613000000 
601000.SH,6117000000000000 
601001.SH,6102000000000000 
601003.SH,6104000000000000 
601005.SH,6104000000000000 
601006.SH,6117000000000000 
601009.SH,1000012612000000 
601012.SH,6107010000000000 
601016.SH,6116000000000000 
601018.SH,6117000000000000 
002567.SZ,6101000000000000 
601021.SH,6117000000000000 
601038.SH,6107000000000000 
300428.SZ,1000012588000000 
601069.SH,6105000000000000 
601088.SH,6102000000000000 
600073.SH,6112000000000000 
601099.SH,1000012613000000 
601100.SH,6107000000000000 
601107.SH,6117000000000000 
601111.SH,6117000000000000 
601117.SH,6106020000000000 
601128.SH,1000012612000000 
601139.SH,6116000000000000 
601155.SH,6118000000000000 
601158.SH,6116000000000000 
601166.SH,1000012612000000 
601169.SH,1000012612000000 
601186.SH,6106020000000000 
601198.SH,1000012613000000 
601211.SH,1000012613000000 
601216.SH,6103000000000000 
601225.SH,6102000000000000 
601229.SH,1000012612000000 
601231.SH,6108000000000000 
601233.SH,6103000000000000 
000917.SZ,6122010000000000 
601288.SH,1000012612000000 
601311.SH,1000012588000000 
601318.SH,1000012613000000 
601328.SH,1000012612000000 
601333.SH,6117000000000000 
601336.SH,1000012613000000 
601375.SH,1000012613000000 
601377.SH,1000012613000000 
601390.SH,6106020000000000 
601398.SH,1000012612000000 
601519.SH,1000012601000000 
601555.SH,1000012613000000 
601567.SH,6107010000000000 
601588.SH,6118000000000000 
601600.SH,6105000000000000 
601601.SH,1000012613000000 
601618.SH,6106020000000000 
601628.SH,1000012613000000 
000550.SZ,1000012588000000 
601636.SH,6106010000000000 
601666.SH,6102000000000000 
601668.SH,6106020000000000 
601669.SH,6106020000000000 
601678.SH,6103000000000000 
601688.SH,1000012613000000 
002035.SZ,6111000000000000 
601699.SH,6102000000000000 
601717.SH,1000012588000000 
601727.SH,6107010000000000 
601766.SH,6107000000000000 
601788.SH,1000012613000000 
601789.SH,6106020000000000 
000848.SZ,6112000000000000 
601800.SH,6106020000000000 
601808.SH,6102000000000000 
002503.SZ,6113000000000000 
601818.SH,1000012612000000 
600337.SH,6114000000000000 
601857.SH,6102000000000000 
600197.SH,6112000000000000 
601866.SH,6117000000000000 
601872.SH,6117000000000000 
601877.SH,6107010000000000 
601880.SH,6117000000000000 
601881.SH,1000012613000000 
002537.SZ,1000012601000000 
601898.SH,6102000000000000 
601899.SH,6105000000000000 
601901.SH,1000012613000000 
601919.SH,6117000000000000 
002677.SZ,6111000000000000 
601939.SH,1000012612000000 
000901.SZ,6107000000000000 
002042.SZ,6113000000000000 
601958.SH,6105000000000000 
601985.SH,6116000000000000 
601988.SH,1000012612000000 
601989.SH,1000012579000000 
601991.SH,6116000000000000 
601992.SH,6106010000000000 
601998.SH,1000012612000000 
603000.SH,6122010000000000 
603766.SH,1000012588000000 
603012.SH,6107000000000000 
603018.SH,6106020000000000 
603019.SH,1000012601000000 
603025.SH,6107010000000000 
000025.SZ,1000012588000000 
603039.SH,1000012601000000 
002832.SZ,6113000000000000 
603060.SH,6123000000000000 
603077.SH,6103000000000000 
603098.SH,6106020000000000 
600828.SH,6120000000000000 
603118.SH,1000012611000000 
600070.SH,6123000000000000 
603128.SH,6117000000000000 
603160.SH,6108000000000000 
600694.SH,6120000000000000 
600996.SH,6122010000000000 
603218.SH,6107010000000000 
603228.SH,6108000000000000 
600138.SH,6121000000000000 
600587.SH,6115000000000000 
000719.SZ,6122010000000000 
603298.SH,6107000000000000 
600975.SH,6101000000000000 
601858.SH,6122010000000000 
603328.SH,6108000000000000 
603337.SH,6107000000000000 
603338.SH,6107000000000000 
603997.SH,1000012588000000 
603360.SH,6103000000000000 
600335.SH,1000012588000000 
300401.SZ,6115000000000000 
000597.SZ,6115000000000000 
000793.SZ,6122010000000000 
300194.SZ,6115000000000000 
603393.SH,6116000000000000 
603421.SH,1000012611000000 
603429.SH,6114000000000000 
603444.SH,6122010000000000 
002234.SZ,6101000000000000 
000700.SZ,1000012588000000 
603508.SH,1000012601000000 
300577.SZ,6113000000000000 
000931.SZ,6115000000000000 
603556.SH,6107000000000000 
603568.SH,6116000000000000 
603569.SH,6117000000000000 
603669.SH,6115000000000000 
603585.SH,6103000000000000 
002746.SZ,6101000000000000 
603588.SH,6116000000000000 
002115.SZ,1000012611000000 
002614.SZ,6111000000000000 
600261.SH,6108000000000000 
603599.SH,6103000000000000 
600987.SH,6113000000000000 
603601.SH,6103000000000000 
600742.SH,1000012588000000 
603606.SH,6107010000000000 
002621.SZ,6122010000000000 
002488.SZ,1000012588000000 
603626.SH,6107000000000000 
603638.SH,6107000000000000 
603639.SH,6103000000000000 
600285.SH,6115000000000000 
603660.SH,1000012601000000 
000756.SZ,6115000000000000 
603678.SH,6108000000000000 
603686.SH,6107000000000000 
603690.SH,6107000000000000 
002118.SZ,6115000000000000 
000802.SZ,6122010000000000 
603737.SH,6103000000000000 
600136.SH,6122010000000000 
002083.SZ,6113000000000000 
603799.SH,6105000000000000 
603806.SH,6107010000000000 
300043.SZ,6122010000000000 
600738.SH,6120000000000000 
603600.SH,6114000000000000 
600626.SH,1000012588000000 
000766.SZ,6115000000000000 
603808.SH,6113000000000000 
603008.SH,6114000000000000 
603881.SH,1000012601000000 
603579.SH,6111000000000000 
603885.SH,6117000000000000 
603888.SH,6122010000000000 
603899.SH,6114000000000000 
603929.SH,6106020000000000 
600439.SH,6114000000000000 
002703.SZ,1000012588000000 
603986.SH,6108000000000000 
603989.SH,6108000000000000 
603993.SH,6105000000000000 
