DATE,PAYEMS,GDPC1,CPIAUCSL,DGORDER,RSAFS,HSN1F,HOUST,UNRATE,INDPRO,PPIFIS,NPPTTL,GACDISA066MSFRBNY,I42IMSM144SCEN,TTLCONS,GACDFSA066MSFRBPHI,NAPM,NMFCI,NAPMPRI,NAPMEI,IR,PERMIT,TCU,PCEPILFE,CPILFESL,BUSINV,ULCNFB,JTSJOL,PCEC96,PCEPI,IQ,AMDMVS,AMTMUO,AMDMTI,A261RX1Q020SBEA,DSPIC96,BOPTEXP,BOPTIMP
8/1/2015,142138,,238.028,225666,450107,521,1132,5.1,104.1621,110.3,120037.844,-13.6,588970,1143926,6.5,51.1,59,39,51.2,123.2,1166,76.8645,104.618,242.79,1807005,,5517,11980.8,103.392,123,232652,1138074,393593,,13434,187361,231718
9/1/2015,142271,,237.506,220050,448646,458,1215,5,103.7768,109.8,120241.665,-12.7,590664,1141478,-3.7,50.2,56.9,38,50.5,121.9,1143,76.5609,104.753,243.324,1812066,,5450,11996.6,103.235,122.3,232296,1129779,391485,,13467,187922,230204
10/1/2015,142610,17468.902,237.781,226171,447559,481,1062,5,103.3976,109.6,120428.039,-13.5,590318,1126660,-5.2,50.1,59.1,39,47.6,121.5,1165,76.2641,104.778,243.786,1813835,105.296,5846,11999.3,103.236,122,229581,1130136,390636,17701.903,13476.2,186222,227475
11/1/2015,142845,,238.016,224077,449149,505,1169,5.1,102.6866,109.7,120651.317,-9.5,586797,1120302,-3.8,48.6,55.9,35.5,51.3,120.8,1251,75.7226,104.91,244.33,1809479,,5564,12027,103.294,121.1,229819,1128314,390219,,13456.5,184157,224858
12/1/2015,143125,,237.817,221066,450987,545,1157,5,102.1014,109.6,120922.526,-5.7,585167,1122139,-9.2,48.2,55.3,33.5,48.1,119.3,1213,75.2731,104.979,244.61,1808388,,5678,12064.4,103.23,119.8,224001,1129060,391485,,13503.3,182988,224275
1/1/2016,143215,17556.839,237.833,226398,448546,514,1114,4.9,102.9525,109.9,121052.035,-16.9,584933,1147520,-3.5,48.2,53.5,33.5,45.9,117.8,1176,75.8803,105.169,245.108,1804626,105.248,5977,12083.6,103.287,118.7,227631,1131625,389347,17794.317,13556.7,179030,220986
2/1/2016,143447,,237.469,217882,452413,518,1208,4.9,102.2225,109.7,121292.771,-13.6,580291,1157676,-7.9,49.5,53.4,38.5,48.5,117.2,1192,75.3187,105.35,245.684,1799540,,5747,12159.3,103.218,118.2,226839,1126361,387063,,13568.3,180488,225712
3/1/2016,143681,,238.038,216926,450750,526,1115,5,101.4155,109.6,121498,-3.5,582101,1183711,9.5,51.8,54.5,51.5,48.1,117.7,1113,74.697,105.448,245.986,1809145,,6151,12129.7,103.385,118.1,224761,1122441,385975,,13581.1,179884,218338
4/1/2016,143892,17639.417,238.827,225797,453171,564,1160,5,101.5167,109.9,121667.858,9.4,586495,1171564,-1.6,50.8,55.7,59,49.2,118.5,1152,74.7409,105.701,246.477,1812993,105.186,5872,12172.2,103.722,118.7,225197,1126727,384714,17716.169,13560.8,182164,221086
5/1/2016,143907,,239.464,220851,454440,556,1131,4.8,101.4298,110.1,121752.116,-5.5,587612,1178572,-5.1,51.3,52.9,63.5,49.2,119.9,1188,74.6427,105.86,247.018,1816701,,5775,12202.2,103.904,120,223611,1127577,383239,,13548.6,183392,223764
6/1/2016,144189,,240.167,208990,459030,563,1191,4.9,101.8747,110.6,122006.734,1.7,587808,1195146,4.2,53.2,56.5,60.5,50.4,120.7,1196,74.9324,105.981,247.431,1818409,,5778,12259.4,104.104,120.9,224595,1115560,380405,,13553.7,184470,228325
7/1/2016,144525,17735.074,240.15,216738,458833,631,1232,4.8,102.1325,110.5,122158.58,1.6,587430,1192191,1.6,52.6,55.5,55,49.4,120.8,1187,75.0813,106.193,247.763,1816775,105.421,6088,12265.1,104.199,121.1,224902,1111248,381278,17804.723,13591.7,185977,227337
8/1/2016,144660,,240.602,220654,459341,586,1159,4.9,102.0407,110.3,122350.434,-5.3,585805,1194115,6.5,49.4,51.4,53,48.3,120.5,1207,74.9718,106.407,248.384,1818757,,5720,12277.9,104.363,120.1,224453,1111441,381521,,13606.6,188034,229714
9/1/2016,144930,,241.051,219736,461721,569,1063,5,102.0477,110.6,122531.227,-1.7,586870,1204401,12.4,51.5,57.1,53,49.7,120.6,1283,74.9346,106.489,248.742,1822060,,5828,12324.2,104.47,120.5,226404,1108582,380197,,13646.9,188707,227757
10/1/2016,145058,17824.231,241.691,231303,463213,580,1325,4.9,102.2485,110.9,122622.373,-9.2,587732,1209628,10.2,51.9,54.8,54.5,52.9,121.2,1281,75.0413,106.649,249.103,1820624,106.297,5616,12332.8,104.708,120.7,225416,1118578,379858,17865.207,13672,187115,229117
11/1/2016,145228,,242.029,219574,462889,571,1150,4.7,102.0507,111.1,122858.253,2.1,592152,1235465,9.6,53.2,57.2,54.5,52.3,121.1,1246,74.8585,106.725,249.599,1833397,,5862,12355.5,104.752,120.8,225391,1117038,380782,,13699.7,185489,232121
12/1/2016,145443,,242.772,224108,467773,560,1287,4.7,102.9281,111.4,122963.336,9.8,596302,1234637,21.8,54.7,57.2,65.5,53.1,121.6,1257,75.4682,106.863,250.029,1838515,,5831,12407.6,104.976,121.3,229240,1116291,379561,,13718.5,191089,234564
1/1/2017,145695,17925.256,243.78,223049,473676,591,1221,4.7,103.0366,111.9,123187.491,6.9,594672,1231124,26,56,56.5,69,56.1,122.3,1321,75.5192,107.118,250.629,1840905,107.406,5624,12417.4,105.336,121.6,229898,1114093,379894,18034.149,13802.7,192190,238607
2/1/2017,145836,,243.961,222023,472456,603,1292,4.7,102.6479,111.9,123424.636,19.3,595588,1241830,37.8,57.7,57.6,68,54.2,122.7,1247,75.2098,107.282,251.065,1844190,,5875,12418,105.42,122,229762,1109962,380592,,13855.3,192602,235704
3/1/2017,145963,,243.749,228253,471493,627,1179,4.4,103.343,112.1,123634,14.2,597272,1256852,32.2,57.2,55.2,70.5,58.9,122.5,1286,75.699,107.166,250.873,1851701,,5848,12481.3,105.309,122.1,231941,1110276,381644,,13924.9,192314,236844
4/1/2017,146176,18021.048,244.051,228086,474643,586,1152,4.4,104.2721,112.6,123806.719,6.7,595409,1242250,22.5,54.8,57.5,68.5,52,122.8,1245,76.3643,107.406,251.106,1846961,107.322,6157,12493.3,105.546,122.4,229121,1113012,383149,18151.65,13917,191562,238946
5/1/2017,146304,,243.962,227201,472453,604,1124,4.4,104.4129,112.6,123977.198,3.4,598344,1253596,34,54.9,56.9,60.5,53.5,122.7,1201,76.4548,107.525,251.33,1853153,,5821,12506.2,105.56,121.7,234549,1109539,384381,,13977.7,192223,238908
6/1/2017,146533,,244.182,243829,474446,624,1232,4.3,104.5849,112.6,124112.136,17.4,602064,1241302,27.6,57.8,57.4,55,57.2,122.4,1317,76.5694,107.689,251.689,1861409,,6371,12539.1,105.68,121.6,233884,1123529,384866,,13965.5,194260,239868
7/1/2017,146737,18163.558,244.39,224989,475122,559,1196,4.3,104.5427,112.7,124295.581,12,604987,1242806,22.3,56.3,53.9,62,55.2,122.2,1255,76.5277,107.785,251.992,1866102,108.064,6349,12552,105.758,122.2,232457,1119909,387081,18188.275,14005.4,194747,238908
8/1/2017,146924,,245.297,229906,475980,565,1167,4.4,104.0475,113.1,124469.756,22.9,609993,1237494,22.8,58.8,55.3,62,59.9,122.9,1315,76.1529,107.926,252.58,1878756,,6352,12564.6,105.995,122.9,235638,1118010,388809,,14031.2,195565,239254
9/1/2017,146942,,246.418,242818,485679,642,1163,4.2,104.0502,113.4,124580.827,23.4,613171,1240443,24.2,60.8,59.8,71.5,60.3,123.9,1261,76.1375,108.091,252.979,1882225,,6256,12642.2,106.345,123.9,236805,1128009,392292,,14067.1,198166,241737
10/1/2017,147202,18322.464,246.587,235856,487071,631,1261,4.1,105.6287,113.9,124738.696,27.1,610076,1247531,26.6,58.7,60.1,68.5,59.8,124.1,1349,77.2684,108.392,253.534,1883035,108.677,6405,12673.3,106.538,124,238439,1129263,393693,18310.213,14113.4,199315,244792
11/1/2017,147422,,247.332,238976,490781,715,1299,4.2,106.193,114.3,124945.223,19.3,614141,1257299,23.9,58.2,57.4,65.5,59.7,125.3,1314,77.6484,108.486,253.887,1892270,,6163,12730.3,106.739,124.6,242079,1129987,394380,,14155.7,202904,252024
12/1/2017,147596,,247.901,245755,492980,656,1219,4.1,106.536,114.3,125186.371,20.3,615722,1272639,27.8,59.7,55.9,69,57,125.5,1315,77.8571,108.67,254.445,1900128,,6204,12785.5,106.922,124.7,241455,1138054,396648,,14218.2,206700,257076
1/1/2018,147767,18438.254,248.884,236368,494208,628,1335,4.1,106.2655,114.8,125438.125,18.6,621149,1276260,24.8,59.1,59.9,72.7,54.2,126.5,1384,77.6079,108.923,255.218,1910650,109.608,6591,12775.5,107.223,125.6,243553,1134870,397839,18519.7,14358.3,202575,254689
2/1/2018,148097,,249.369,248330,495028,644,1295,4.1,106.6419,115.1,125656.819,16.4,625490,1305527,28.1,60.7,59.5,74.2,59.7,126.8,1339,77.8178,109.131,255.662,1920723,,6530,12765.2,107.423,125.8,245343,1141748,400137,,14394.8,205607,259425
3/1/2018,148279,,249.498,251696,494681,654,1332,4,107.2519,115.4,125870,21.9,627707,1293125,23.8,59.3,58.8,78.1,57.3,126.5,1406,78.1856,109.341,256.144,1921801,,6894,12808,107.555,126.3,247628,1149702,400548,,14447.8,209937,257114
4/1/2018,148475,18598.135,249.956,248509,496768,629,1267,3.9,108.2223,115.5,126048.16,17.9,627672,1314692,23.4,57.9,56.8,79.3,54.2,127.1,1376,78.8045,109.509,256.42,1926701,108.824,7106,12863.2,107.765,126.9,247496,1154634,402465,18552.684,14463.2,208883,257102
5/1/2018,148745,,250.646,250389,502987,650,1332,3.8,107.3639,116,126323.795,20.6,629910,1324347,32.3,58.7,58.6,79.5,56.3,128.2,1321,78.0794,109.735,256.906,1934054,,7126,12918.2,108.017,127.8,248116,1160971,404458,,14490.8,213341,257692
6/1/2018,149007,,251.134,250063,502688,618,1180,4,108.1707,116.4,126544.81,24.4,630059,1314788,20.8,60,59.1,76.8,56,128.2,1306,78.5531,109.878,257.327,1933869,,7393,12946.2,108.182,128,251425,1163755,403011,,14533.8,210967,258398
7/1/2018,149185,18732.72,251.597,247899,506494,609,1184,3.9,108.652,116.5,126829.139,22,633725,1317701,24.3,58.4,55.7,73.2,56.5,128.1,1316,78.7794,110.064,257.876,1947597,109.261,7442,12992.6,108.353,127.4,251393,1164255,409044,18703.063,14577.8,208734,261175
8/1/2018,149467,,251.879,258372,506017,604,1279,3.8,109.5246,116.5,126988.113,24.3,640809,1311824,13,60.8,58.5,72.1,58.5,127.6,1267,79.281,110.086,258.087,1958743,,7342,13035.3,108.39,127.3,253443,1173195,407513,,14634.2,207758,262647
9/1/2018,149575,,252.01,262205,504647,607,1236,3.7,109.6749,116.6,127187.34,18.8,644299,1287893,21.4,59.5,61.6,66.9,58.8,127.7,1288,79.2538,110.257,258.496,1966373,,7392,13031.5,108.496,127.3,255102,1184472,410925,,14627.8,209747,265840
10/1/2018,149852,18783.548,252.794,250552,510549,557,1211,3.8,109.9165,117.5,127425.327,20,649922,1290551,19.7,57.5,60.3,71.6,56.8,128.3,1281,79.2889,110.409,259.002,1980310,109.156,7593,13082.2,108.71,127.9,255382,1183745,412135,18739.34,14655.6,210124,266816
11/1/2018,150048,,252.76,251931,510233,615,1202,3.7,110.5067,117.4,127561.742,21.4,652442,1273143,11.9,58.8,60.7,60.7,58.4,126.2,1334,79.5725,110.616,259.61,1979978,,7626,13115.6,108.776,126.9,257791,1181915,414329,,14675.4,207976,261623
12/1/2018,150275,,252.723,254801,499879,564,1142,3.9,110.5516,117.3,127810.745,11.5,659673,1275953,9.1,54.3,57.6,54.9,56.2,124.4,1339,79.4625,110.812,260.078,1993868,,7479,13001.2,108.83,126.1,258658,1182129,415881,,14814.5,205661,266468
1/1/2019,150587,18927.281,252.673,256134,507222,644,1291,4,110.1185,117,128074.432,3.9,667494,1284654,17,56.6,56.7,49.6,55.5,124.6,1316,79.0046,110.852,260.701,2010849,108.712,7625,13084.8,108.739,125.3,258493,1183760,417825,18886.66,14822.1,207382,260082
2/1/2019,150643,,253.113,249569,504441,669,1149,3.8,109.5775,117.2,128294.34,8.8,670217,1297819,-4.1,54.2,59.7,49.4,52.3,125.9,1287,78.4687,110.894,260.989,2018638,,7142,13063,108.835,126.1,258592,1179211,419350,,14886.5,209652,259655
3/1/2019,150796,,254.148,253834,513608,693,1199,3.8,109.6868,117.9,128452.14,3.7,670076,1298528,13.7,55.3,56.1,54.3,57.5,126.6,1288,78.4027,110.96,261.374,2018737,,7474,13162.2,109.064,127,257319,1179904,420796,,14918.8,211411,263317
4/1/2019,151012,19023.82,254.958,246609,515545,658,1270,3.6,109.1754,118.1,128706.755,10.1,675713,1310102,8.5,52.8,55.5,50,52.4,126.8,1290,77.8974,111.193,261.735,2029828,,7372,13204.4,109.369,127.1,253324,1177382,422595,,14930.7,206411,257635
5/1/2019,151074,,255.155,240923,517682,604,1265,3.6,109.6352,118.2,128752.489,17.8,678142,1303427,16.6,52.1,56.9,53.2,53.7,126.8,1299,78.0865,111.365,262.032,2036395,,7384,13248.7,109.514,126.8,254487,1168212,424560,,14962,210689,266033
6/1/2019,151267,,255.305,245388,519885,646,1253,3.7,109.5965,118.3,128864.399,-8.6,,1286997,0.3,51.7,55.1,47.9,54.5,125.6,1232,77.9216,111.641,262.803,,,7348,13270.2,109.646,125.9,257724,1160241,425981,,15007.5,206300,261454
7/1/2019,151431,,,,,,,3.7,,,129020.031,4.3,,,21.8,51.2,53.7,45.1,51.7,,,,,,,,,,,,,,,,,,
