DATE,PAYEMS,GDPC1,CPIAUCSL,DGORDER,RSAFS,HSN1F,HOUST,UNRATE,INDPRO,PPIFIS,NPPTTL,GACDISA066MSFRBNY,I42IMSM144SCEN,TTLCONS,GACDFSA066MSFRBPHI,NAPM,NMFCI,NAPMPRI,NAPMEI,IR,PERMIT,TCU,PCEPILFE,CPILFESL,BUSINV,ULCNFB,JTSJOL,PCEC96,PCEPI,IQ,AMDMVS,AMTMUO,AMDMTI,A261RX1Q020SBEA,DSPIC96,BOPTEXP,BOPTIMP
1/1/1985,96372,7824.247,105.7,,,645,1711,7.3,56.1398,,,,,,5.5,50.3,,47.6,44.4,,1660,79.9174,53.053,107.1,,64.897,,,52.283,,,,,7751.973,5802.3,,
2/1/1985,96503,,106.3,,,682,1632,7.2,56.3323,,,,,,10.9,49.9,,44.8,45.2,,1662,79.9866,53.328,107.7,,,,,52.527,,,,,,5748.5,,
3/1/1985,96842,,106.8,,,671,1800,7.2,56.4232,,,,,,31,47.8,,46.2,44.2,75.5,1727,79.9116,53.515,108.1,,,,,52.732,84,,,,,5721.9,,
4/1/1985,97038,7893.136,107,,,620,1821,7.3,56.2693,,,,,,10,48.2,,44.1,43.2,,1664,79.494,53.579,108.4,,65.311,,,52.808,,,,,7807.175,5816.7,,
5/1/1985,97312,,107.2,,,678,1680,7.2,56.3488,,,,,,8,47.1,,48.7,40.4,,1709,79.4114,53.764,108.8,,,,,52.934,,,,,,5958.5,,
6/1/1985,97459,,107.5,,,722,1676,7.4,56.3901,,,,,,-2.4,47.8,,42.4,44.5,75.8,1716,79.2816,53.941,109.1,,,,,53.078,84.4,,,,,5833.4,,
7/1/1985,97648,8013.674,107.7,,,766,1684,7.4,56.0234,,,,,,11.5,47.9,,45.6,45.2,,1697,78.5898,54.099,109.4,,65.446,,,53.208,,,,,7901.826,5845.8,,
8/1/1985,97840,,107.9,,,726,1743,7.1,56.2555,,,,,,6.9,47.7,,44,41.1,,1808,78.7499,54.364,109.8,,,,,53.384,,,,,,5841.5,,
9/1/1985,98045,,108.1,,,678,1676,7.1,56.4983,,,,,,2.3,49.9,,44.3,41.8,76,1916,78.9362,54.477,110,,,,,53.474,83.7,,,,,5866.4,,
10/1/1985,98233,8073.239,108.5,,,655,1834,7.1,56.2648,,,,,,6.2,50.9,,46.4,45.2,,1743,78.4701,54.564,110.5,,66.418,,,53.563,,,,,7946.057,5895.5,,
11/1/1985,98443,,109,,,733,1698,7,56.4549,,,,,,19.7,52,,45.7,44.5,,1692,78.6082,54.698,111.1,,,,,53.719,,,,,,5904.3,,
12/1/1985,98609,,109.5,,,721,1942,7,57.0458,,,,,,13.5,50.7,,48.7,42.6,77.8,1794,79.3159,54.847,111.4,,,,,53.9,83.8,,,,,5939.5,,
1/1/1986,98732,8148.603,109.9,,,733,1972,6.7,57.3104,,,,,,22.4,51.2,,48.4,45.1,,1847,79.5809,55.143,111.9,,66.571,,,54.148,,,,,8024.575,5950,,
2/1/1986,98847,,109.7,,,728,1848,7.2,56.9344,,,,,,19.9,51,,49.7,43,,1767,78.9674,55.286,112.2,,,,,54.148,,,,,,5980.7,,
3/1/1986,98934,,109.1,,,880,1876,7.2,56.542,,,,,,14,51,,49,43.4,75,1780,78.3414,55.454,112.5,,,,,54.029,83.6,,,,,6041.8,,
4/1/1986,99121,8185.303,108.7,,,857,1933,7.1,56.5599,,,,,,3.2,49.7,,42.8,42.2,,1858,78.2914,55.554,112.9,,66.812,,,53.918,,,,,8047.001,6064.9,,
5/1/1986,99248,,109,,,789,1854,7.2,56.6823,,,,,,1.9,53.4,,49.5,45.4,,1797,78.3886,55.649,113.1,,,,,54.017,,,,,,6070.9,,
6/1/1986,99155,,109.4,,,728,1847,7.2,56.4976,,,,,,2.8,50.5,,51.3,43.3,75.1,1790,78.0608,55.816,113.4,,,,,54.218,83.3,,,,,6066.5,,
7/1/1986,99473,8263.639,109.5,,,698,1782,7,56.814,,,,,,11.8,48,,49.3,41.9,,1780,78.4222,55.917,113.8,,67.364,,,54.231,,,,,8097.49,6098.3,,
8/1/1986,99588,,109.6,,,621,1807,6.9,56.7381,,,,,,6.8,52.6,,51.5,44.5,,1726,78.2354,56.032,114.2,,,,,54.3,,,,,,6107.4,,
9/1/1986,99934,,110,,,763,1687,7,56.8532,,,,,,10.6,52.4,,57.1,43.9,76.9,1686,78.3034,56.216,114.6,,,,,54.477,82.4,,,,,6113,,
10/1/1986,100121,8308.021,110.2,,,669,1681,7,57.1191,,,,,,9.1,51.2,,56.9,43.7,,1675,78.5679,56.407,115,,68.412,,,54.575,,,,,8161.448,6109.3,,
11/1/1986,100308,,110.4,,,707,1623,6.9,57.3792,,,,,,16.4,51.2,,57.1,42.2,,1644,78.8122,56.526,115.3,,,,,54.673,,,,,,6113.2,,
12/1/1986,100509,,110.8,,,784,1833,6.6,57.8623,,,,,,22.8,50.5,,57,44.5,77.7,1903,79.3506,56.599,115.6,,,,,54.746,83.3,,,,,6123.9,,
1/1/1987,100678,8369.93,111.4,,,709,1774,6.6,57.685,,,,,,5.8,54.9,,61.1,47.3,,1690,78.9731,56.733,115.9,,69.03,,,55.002,,,,,8245.912,6147.5,,
2/1/1987,100919,,111.8,,,732,1784,6.6,58.4399,,,,,,9.3,52.6,,62.5,46.6,,1689,79.8595,56.847,116.2,,,,,55.195,,,,,,6180.1,,
3/1/1987,101164,,112.2,,,713,1726,6.6,58.516,,,,,,5.5,55,,62.7,48.3,80.8,1704,79.8075,57.015,116.6,,,,,55.341,84.3,,,,,6187.9,,
4/1/1987,101499,8460.233,112.7,,,735,1614,6.3,58.8851,,,,,,14.4,55.5,,65.6,51.3,,1601,80.1486,57.257,117.3,,69.068,,,55.547,,,,,8377.468,5955.6,,
5/1/1987,101728,,113,,,651,1628,6.3,59.2653,,,,,,19.7,57.2,,67.6,50.9,,1500,80.5,57.417,117.7,,,,,55.688,,,,,,6197,,
6/1/1987,101900,,113.5,,,637,1594,6.2,59.5409,,,,,,13,57.4,,72.6,51.4,83.6,1522,80.7079,57.575,117.9,,,,,55.899,86,,,,,6188.8,,
7/1/1987,102247,8533.635,113.8,,,658,1575,6.1,59.9536,,,,,,15.5,57.5,,74.3,46.6,,1516,81.1056,57.724,118.3,,69.764,,,56.028,,,,,8499.389,6206,,
8/1/1987,102420,,114.3,,,657,1605,6,60.4517,,,,,,30.1,59.3,,77.4,52.4,,1511,81.6263,57.918,118.7,,,,,56.25,,,,,,6232.1,,
9/1/1987,102647,,114.7,,,666,1695,5.9,60.6069,,,,,,26.3,60,,77.3,54.5,84.3,1514,81.6946,58.148,119.2,,,,,56.439,86.6,,,,,6232.2,,
10/1/1987,103138,8680.162,115,,,650,1515,6,61.491,,,,,,27.2,60.7,,78.1,54.6,,1447,82.7575,58.396,119.8,,69.905,,,56.618,,,,,8613.056,6272.3,,
11/1/1987,103372,,115.4,,,625,1656,5.8,61.8137,,,,,,11.8,58.8,,79.2,53.7,,1457,83.0782,58.519,120.1,,,,,56.726,,,,,,6296.7,,
12/1/1987,103661,,115.6,,,595,1400,5.7,62.119,,,,,,29.6,61,,80.2,59.1,85.5,1345,83.3907,58.642,120.4,,,,,56.831,88.3,,,,,6353,,
1/1/1988,103753,8725.006,116,,,585,1271,5.7,62.1469,,,,,,3.5,57.5,,78.7,51.2,,1244,83.3464,58.919,120.9,,70.87,,,57.051,,,,,8715.862,6366.4,,
2/1/1988,104214,,116.2,,,663,1473,5.7,62.4169,,,,,,18.3,56.2,,81.2,52.5,,1438,83.6422,59.04,121.2,,,,,57.135,,,,,,6403.6,,
3/1/1988,104489,,116.5,,,669,1532,5.7,62.5418,,,,,,12.8,54.6,,74.5,50.2,86.5,1525,83.7564,59.292,121.7,,,,,57.332,89.8,,,,,6429.7,,
4/1/1988,104732,8839.641,117.2,,,699,1573,5.4,62.8959,,,,,,26.8,55.8,,81,49.2,,1429,84.1885,59.581,122.3,,71.549,,,57.611,,,,,8816.202,6451.8,,
5/1/1988,104962,,117.5,,,684,1421,5.6,62.8223,,,,,,17.8,55.5,,81.5,50.4,,1444,84.054,59.784,122.7,,,,,57.778,,,,,,6460.8,,
6/1/1988,105326,,118,,,717,1478,5.4,62.9823,,,,,,17.4,59.3,,80.7,50.5,88.8,1485,84.2341,60.036,123.2,,,,,58.024,92.2,,,,,6484.8,,
7/1/1988,105550,8891.435,118.5,,,679,1467,5.4,63.0093,,,,,,23.7,58.2,,81,52.5,,1439,84.2352,60.281,123.6,,72.242,,,58.306,,,,,8895.97,6511.8,,
8/1/1988,105674,,119,,,688,1493,5.6,63.2723,,,,,,15.2,56,,78.2,51.2,,1460,84.5456,60.43,124,,,,,58.479,,,,,,6530.1,,
9/1/1988,106013,,119.5,,,703,1492,5.4,63.099,,,,,,25.6,54.5,,72.8,50.2,87.6,1436,84.2638,60.755,124.7,,,,,58.764,94.1,,,,,6542.7,,
10/1/1988,106276,9009.913,119.9,,,718,1522,5.4,63.4122,,,,,,27.2,55.4,,71.5,52.4,,1516,84.6196,60.986,125.2,,72.612,,,58.956,,,,,9017.174,6577.6,,
11/1/1988,106617,,120.3,,,628,1569,5.3,63.5128,,,,,,27.2,55.6,,70.9,53.8,,1508,84.6771,61.153,125.6,,,,,59.092,,,,,,6579.8,,
12/1/1988,106898,,120.7,,,658,1563,5.3,63.8233,,,,,,22.7,56,,69.8,54.8,89.3,1501,84.9998,61.356,126,,,,,59.277,93.8,,,,,6612.2,,
1/1/1989,107161,9101.508,121.2,,,719,1621,5.4,64.0153,,,,,,28.2,54.7,,70.5,51.4,91.1,1466,85.1489,61.666,126.5,,72.779,,,59.581,94.9,,,,9072.429,6640.5,,
2/1/1989,107427,,121.6,,,622,1425,5.2,63.7242,,,,,,20.1,54.1,,67.9,50,90.6,1383,84.6405,61.823,126.9,,,,,59.779,94.6,,,,,6660.2,,
3/1/1989,107621,,122.2,,,567,1422,5,63.8691,,,,,,18.2,51.5,,67.9,50.2,91.3,1214,84.6961,62.008,127.4,,,,,60.002,95.2,,,,,6693.7,,
4/1/1989,107791,9170.977,123.1,,,608,1339,5.2,63.9124,,,,,,4.1,52.2,,65.4,50,92,1376,84.6028,62.215,127.8,,72.852,,,60.402,95,,,,9056.524,6659.3,,
5/1/1989,107913,,123.7,,,656,1331,5.2,63.4884,,,,,,-10.2,49.3,,59.3,47.6,92.6,1381,83.8789,62.401,128.3,,,,,60.622,95.4,,,,,6628.8,,
6/1/1989,108027,,124.1,,,642,1397,5.3,63.5187,,,,,,-7.6,47.3,,50,47.4,91.5,1322,83.7449,62.567,128.8,,,,,60.755,95.2,,,,,6647.6,,
7/1/1989,108069,9238.923,124.5,,,731,1427,5.2,62.9354,,,,,,-16.9,45.9,,48.1,44.5,90.5,1283,82.7955,62.728,129.2,,73.158,,,60.9,94.7,,,,9094.017,6670.9,,
8/1/1989,108120,,124.5,,,697,1332,5.2,63.5168,,,,,,-9.4,45.1,,43.3,44.6,90,1334,83.373,62.816,129.5,,,,,60.907,94,,,,,6688.6,,
9/1/1989,108369,,124.8,,,639,1279,5.3,63.2954,,,,,,-5.4,46,,42.4,45.4,90.4,1314,82.892,63.034,129.9,,,,,61.043,94.4,,,,,6708.6,,
10/1/1989,108476,9257.128,125.4,,,645,1410,5.3,63.2542,,,,,,-6.9,46.8,,41,45,90.9,1365,82.6459,63.262,130.6,,74.197,,,61.281,94.6,,,,9104.115,6741.7,,
11/1/1989,108752,,125.9,,,684,1351,5.4,63.4616,,,,,,-4.2,46.8,,40.9,45.9,91.1,1344,82.724,63.43,131.1,,,,,61.415,94.2,,,,,6748.1,,
12/1/1989,108836,,126.3,,,630,1251,5.4,63.8467,,,,,,-2.1,47.4,,41,44.6,91.6,1422,83.0346,63.611,131.6,,,,,61.593,94.4,,,,,6748.2,,
1/1/1990,109197,9358.289,127.5,,,620,1551,5.4,63.4228,,,,,,-7.5,47.2,,50.8,45.4,92.5,1748,82.2969,63.856,132.1,,74.93,,,62.06,95.2,,,,9191.146,6787.8,,
2/1/1990,109435,,128,,,591,1437,5.3,64.0446,,,,,,-22,49.1,,44.6,46.5,92.7,1329,82.9205,64.166,132.7,,,,,62.333,94.6,,,,,6801.9,,
3/1/1990,109644,,128.6,,,574,1289,5.2,64.358,,,,,,-21.8,49.9,,50.1,46.5,92.4,1246,83.1482,64.474,133.5,,,,,62.568,94.8,,,,,6803.6,,
4/1/1990,109688,9392.251,128.9,,,542,1248,5.4,64.2602,,,,,,-9,50,,50.9,46.6,91.6,1136,82.8523,64.666,134,,75.865,,,62.699,95.1,,,,9242.182,6847.3,,
5/1/1990,109839,,129.1,,,534,1212,5.4,64.3973,,,,,,-16.5,49.5,,50.1,46.2,91.2,1067,82.867,64.864,134.4,,,,,62.84,95.3,,,,,6839.1,,
6/1/1990,109857,,129.9,,,545,1177,5.2,64.6041,,,,,,-8.6,49.2,,53.2,45.4,90.8,1108,82.979,65.116,135.1,,,,,63.118,95.1,,,,,6848.9,,
7/1/1990,109824,9398.499,130.5,,,542,1171,5.5,64.5205,,,,,,-18.1,46.6,,51.4,46.3,90.5,1078,82.728,65.28,135.8,,76.622,,,63.274,95.3,,,,9235.418,6872.7,,
8/1/1990,109617,,131.6,,,528,1115,5.7,64.7326,,,,,,-18.1,46.1,,53.1,43.1,93.3,1069,82.8652,65.552,136.6,,,,,63.695,95.4,,,,,6829.5,,
9/1/1990,109520,,132.5,,,496,1110,5.9,64.8145,,,,,,-43.4,44.5,,70.2,41.3,96.5,976,82.8443,65.781,137.1,,,,,64.086,95.8,,,,,6826.2,,
10/1/1990,109367,9312.937,133.4,,,465,1014,5.9,64.3274,,,,,,-48.2,43.2,,73.4,40.2,99.3,925,82.1051,66.004,137.6,,78.022,,,64.453,96.6,,,,9192.414,6770.2,,
11/1/1990,109213,,133.7,,,493,1145,6.2,63.5753,,,,,,-27.1,41.3,,64.2,36.2,98.7,941,81.0378,66.083,138,,,,,64.534,96.7,,,,,6771.9,,
12/1/1990,109167,,134.2,,,464,969,6.3,63.1594,,,,,,-37.1,40.8,,58.9,38.8,98.4,861,80.4083,66.176,138.6,,,,,64.595,96.3,,,,,6810.8,,
1/1/1991,109056,9269.367,134.7,,,401,798,6.4,62.8852,,,,,,-32,39.2,,51.6,37.3,97,786,79.9663,66.506,139.5,,78.235,,,64.84,96.8,,,,9173.33,6791.5,,
2/1/1991,108735,,134.8,,,482,965,6.6,62.4462,,,,,,-22,39.4,,44.5,35.6,95,853,79.3208,66.689,140.2,,,,,64.873,96.7,,,,,6800.8,,
3/1/1991,108576,,134.8,,,507,921,6.8,62.119,,,,,,-11.6,40.7,,41.2,33.6,95,911,78.8218,66.828,140.5,,,,,64.887,96.4,,,,,6811.6,,
4/1/1991,108367,9341.642,135.1,,,508,1001,6.7,62.2415,,,,,,-6.5,42.8,,38.8,35.8,94.2,916,78.8959,66.961,140.9,,78.463,,,65.004,96.6,,,,9200.177,6838.3,,
5/1/1991,108251,,135.6,,,517,996,6.9,62.8646,,,,,,3.9,44.5,,38.2,37.4,94,991,79.6029,67.229,141.3,,,,,65.274,96.4,,,,,6839.6,,
6/1/1991,108337,,136,,,516,1036,6.9,63.4372,,,,,,13,50.3,,39.6,43,93.4,964,80.2422,67.374,141.8,,,,,65.384,96.1,,,,,6875.1,,
7/1/1991,108292,9388.845,136.2,,,511,1063,6.8,63.5128,,,,,,19.9,50.6,,38.4,41.3,92.8,973,80.2489,67.579,142.3,,78.726,,,65.487,95.7,,,,9225.784,6861.8,,
8/1/1991,108313,,136.6,,,526,1049,6.9,63.5671,,,,,,27,52.9,,41.8,44,93.1,944,80.2231,67.765,142.9,,,,,65.639,96,,,,,6878,,
9/1/1991,108338,,137,,,487,1015,6.9,64.133,,,,,,20,54.9,,45.5,47.3,93.3,974,80.8353,68.036,143.4,,,,,65.865,95.6,,,,,6897.1,,
10/1/1991,108357,9421.565,137.2,,,524,1079,7,64.0213,,,,,,9.5,53.1,,50,44.7,94.1,991,80.5851,68.186,143.7,,79.401,,,65.989,96.6,,,,9257.931,6907.6,,
11/1/1991,108297,,137.8,,,575,1103,7,63.948,,,,,,1.3,49.5,,47.6,43,94.5,984,80.3755,68.313,144.2,,,,,66.133,96.7,,,,,6918.8,,
12/1/1991,108330,,138.2,,,558,1079,7.3,63.6937,,,,,,-18.7,46.8,,48.9,39.8,94.3,1061,79.9314,68.482,144.7,,,,,66.299,95.7,,,,,6982.1,,
1/1/1992,108372,9534.346,138.3,,164095,676,1176,7.3,63.3374,,,,188403,,-2.2,47.3,,45.4,40.6,94,1077,79.3332,68.667,145.1,808292,79.875,,,66.389,95.7,117958,471297,242159,9416.602,7051.6,50251,52277
2/1/1992,108313,,138.6,114535,164213,639,1250,7.4,63.7911,,,,189335,,0.6,52.7,,45.9,43.9,94,1146,79.7475,68.854,145.4,809600,,,,66.557,96.3,119895,468468,241142,,7084,51682,52513
3/1/1992,108368,,139.1,120025,163721,553,1297,7.4,64.3212,,,,190547,,15,54.6,,48.1,43.7,93.9,1082,80.2471,69.026,145.9,812725,,,,66.718,96.2,124897,466222,242116,,7091.7,50294,52935
4/1/1992,108523,9637.732,139.4,124470,164709,546,1099,7.4,64.8088,,,,189951,,20.1,52.6,,51.1,45,93.6,1054,80.6855,69.252,146.3,815453,79.935,,,66.899,96.4,126174,467127,241520,9495.081,7112.9,50302,53411
5/1/1992,108652,,139.7,125822,165612,554,1214,7.6,65.0202,,,,189115,,17,55.7,,55,49.5,94,1056,80.7739,69.35,146.8,815016,,,,66.987,96.7,127638,468021,240786,,7147.1,50044,53963
6/1/1992,108719,,140.1,122834,166077,596,1145,7.8,65.0295,,,,192831,,15,53.6,,53.9,46.6,94.8,1057,80.6082,69.404,147.1,820447,,,,67.107,96.5,127867,465647,240148,,7177.8,51727,54551
7/1/1992,108794,9732.979,140.5,122590,167257,627,1139,7.7,65.6172,,,,191989,,27.8,53.9,,56.2,45.5,95.3,1089,81.1592,69.666,147.6,825098,80.135,,,67.328,96.6,129589,461351,239228,9525.179,7173,52533,55313
8/1/1992,108929,,140.8,120411,167800,636,1226,7.6,65.2943,,,,192602,,16.7,53.4,,53.7,47.3,95.7,1075,80.5877,69.73,147.9,826136,,,,67.418,96.3,127652,456633,240139,,7198.8,50940,55395
9/1/1992,108963,,141.1,120711,169400,650,1186,7.6,65.446,,,,193344,,21,49.7,,51.6,45.1,95.9,1114,80.6088,69.843,148.1,827513,,,,67.528,96.6,126553,453470,239765,,7165.6,51984,55515
10/1/1992,109144,9834.51,141.7,127392,170625,621,1244,7.3,65.9369,,,,193625,,-4.9,50.3,,46.4,44.7,96.6,1132,81.0537,70.112,148.8,827914,80.085,,,67.767,96.3,127779,455872,238799,9614.885,7119.7,53035,56556
11/1/1992,109277,,142.1,122374,171003,614,1214,7.4,66.2174,,,,195300,,18.2,53.6,,42.1,47.1,96,1118,81.2465,70.265,149.2,829839,,,,67.9,96.2,128989,451965,237825,,7130.6,52246,56214
12/1/1992,109499,,142.3,126080,173105,650,1227,7.4,66.2772,,,,196914,,25.4,54.2,,48,45.9,94.4,1176,81.1784,70.395,149.6,835800,,,,68.018,96.3,130106,450897,237854,,7384.7,51843,57446
1/1/1993,109799,9850.973,142.8,121637,175108,596,1210,7.3,66.5643,,,,197552,458080,31.1,55.8,,49.8,46.9,94.3,1177,81.3929,70.6,150.1,835983,80.186,,,68.184,96.4,129525,445479,235379,9581.56,7223.5,52568,56439
2/1/1993,110047,,143.1,128854,173744,604,1210,7.1,66.8594,,,,197207,462967,34.3,55.2,,53.9,47,94.2,1148,81.6255,70.735,150.6,838089,,,,68.287,96.7,131195,445929,235598,,7257.7,52480,56076
3/1/1993,109999,,143.3,126762,172306,602,1083,7,66.7658,,,,198831,458399,16.2,53.5,,53.6,47.1,94.7,1056,81.3902,70.889,150.8,844806,,,,68.427,96.6,131602,443831,237272,,7235.1,53035,59813
4/1/1993,110302,9908.347,143.8,127395,176749,701,1258,7.1,67,,,,199622,469425,23.3,50.2,,54.6,44.8,95.2,1104,81.5609,71.095,151.4,846782,81.26,,,68.609,96.8,131373,442604,237841,9697.043,7272.7,53139,59584
5/1/1993,110573,,144.2,126529,178426,626,1260,7.1,66.7674,,,,199395,468998,14.8,51.2,,50.4,43.6,95.5,1112,81.1656,71.336,151.8,847279,,,,68.821,97.1,133133,438750,237906,,7262.2,54229,58598
6/1/1993,110752,,144.3,130212,178157,653,1280,7,66.8781,,,,199698,480247,3.5,49.6,,50.6,43.2,95,1130,81.1872,71.404,152.1,849135,,,,68.845,96.9,134079,438096,238082,,7248.8,52346,59275
7/1/1993,111057,9955.641,144.5,128111,180743,655,1254,6.9,67.0845,,,,199737,483571,-3.2,50.2,,51.4,43.6,94.5,1174,81.322,71.552,152.3,849450,80.936,,,68.954,97,131105,437944,237392,9716.479,7267.1,52818,59200
8/1/1993,111211,,144.8,129378,180707,645,1300,6.8,67.014,,,,201788,491494,-0.3,50.7,,52.3,41.9,94.4,1230,81.1146,71.686,152.8,850877,,,,69.072,97,132099,438224,237260,,7277.7,53224,58805
9/1/1993,111452,,145,127233,181773,726,1343,6.7,67.3345,,,,202858,497297,7.3,50.8,,49,44.5,94.5,1251,81.3715,71.793,152.9,855018,,,,69.144,96.9,134181,434328,238954,,7257.8,53648,60679
10/1/1993,111737,10091.049,145.6,133168,182884,704,1392,6.8,67.8515,,,,202074,492823,8.9,53.4,,50.9,46,94.9,1287,81.8527,71.912,153.4,855322,81.21,,,69.362,96.9,137961,432381,238728,9905.151,7222.3,55476,62069
11/1/1993,111990,,146,130391,184747,769,1376,6.6,68.1326,,,,203158,515934,18.9,53.8,,52.7,45.5,94.4,1357,82.0357,72.097,153.9,859037,,,,69.493,97,137581,428393,238903,,7242.4,54345,61361
12/1/1993,112319,,146.3,133565,186399,812,1533,6.5,68.5054,,,,204842,533150,41.4,55.6,,53.1,47.1,93.5,1461,82.3156,72.129,154.3,863125,,,,69.509,97.3,139595,425607,238719,,7489.1,55552,61271
1/1/1994,112601,10188.954,146.3,138498,185142,619,1272,6.6,68.7648,,,,204844,513314,27.2,56,,58.9,47.5,93.5,1390,82.4456,72.186,154.5,863021,80.505,,,69.532,98,141207,426329,240358,9959.979,7348.8,55159,61365
2/1/1994,112785,,146.7,137141,188074,686,1337,6.6,68.7836,,,,206498,513196,21.3,56.5,,63,48.7,93.9,1269,82.2735,72.342,154.8,867670,,,,69.693,98,141669,425325,240919,,7362.9,53729,62974
3/1/1994,113248,,147.1,136548,191579,747,1564,6.5,69.4766,,,,205748,521040,19.8,56.9,,62.9,48.2,94,1342,82.891,72.589,155.3,868751,,,,69.885,98.2,141220,424271,241453,,7387.3,58307,64772
4/1/1994,113592,10327.019,147.2,140336,191639,692,1465,6.4,69.8703,,,,206510,528063,16.7,57.4,,63.5,50.1,94.7,1392,83.1359,72.698,155.5,871989,81.108,,,69.968,98.2,143829,424611,242171,10114.631,7387.6,56436,64323
5/1/1994,113928,,147.5,142630,190929,691,1526,6.1,70.2281,,,,210080,532328,22.1,58.2,,67.8,51.4,95.5,1396,83.3224,72.86,155.9,882927,,,,70.069,98.5,145843,425269,243814,,7472.8,57342,65070
6/1/1994,114242,,147.9,145063,193130,621,1409,6.1,70.6763,,,,209820,536198,25,58.8,,69.7,49.5,96.3,1357,83.6015,73.021,156.4,888689,,,,70.241,98.5,146152,427978,245144,,7461,58451,66831
7/1/1994,114613,10387.382,148.4,145013,193743,628,1439,6.1,70.7846,,,,211902,537232,17.8,58.5,,71.6,52.3,97.2,1335,83.4688,73.175,156.7,894473,81.548,,,70.462,98.7,148565,428538,247017,10208.58,7467.2,58492,67230
8/1/1994,114902,,149,145884,196163,656,1450,6,71.2053,,,,213360,537960,18.5,58,,75.2,51.4,97.6,1377,83.6974,73.257,157.1,902148,,,,70.623,98.9,149668,428792,248044,,7476,60407,68710
9/1/1994,115251,,149.3,145487,197765,677,1474,5.9,71.4767,,,,215081,538215,18.5,59,,80.3,52.5,97.2,1412,83.7438,73.368,157.5,907994,,,,70.702,99.1,148008,430311,248871,,7508.6,60715,69026
10/1/1994,115464,10506.372,149.4,149547,199571,715,1450,5.8,72.082,,,,218049,533273,26.1,59.4,,84.1,51.1,97.9,1397,84.1743,73.54,157.8,913439,81.321,,,70.822,99.7,150644,433310,250163,10330.667,7579.9,59861,69019
11/1/1994,115876,,149.8,150038,199731,646,1511,5.6,72.5263,,,,219673,539150,24.7,59.2,,84.5,51.6,98.5,1340,84.4093,73.675,158.2,919492,,,,70.957,100.4,153109,434540,251515,,7579.7,61532,71147
12/1/1994,116171,,150.1,152489,200702,629,1455,5.5,73.2879,,,,221978,541794,23.3,56.1,,87.1,46.7,98.4,1396,85.0074,73.7,158.3,926395,,,,71.003,101.1,156482,434899,253095,,7614.2,62825,71281
1/1/1995,116508,10543.644,150.5,150459,201573,626,1407,5.6,73.4219,,,,224148,543930,8.8,57.4,,86,51.9,98.7,1282,84.8753,73.883,159,935639,81.74,,,71.146,101.9,157247,432805,254813,10373.911,7638.9,63118,72442
2/1/1995,116702,,150.9,153856,198399,559,1316,5.4,73.3025,,,,226012,537826,9.2,55.1,,81.7,50,99.4,1254,84.4491,74.004,159.4,942713,,,,71.272,102.5,157396,434001,256365,,7654.3,63077,71894
3/1/1995,116913,,151.2,152888,200247,616,1249,5.4,73.4081,,,,228569,542715,2,52.1,,78.9,48.1,99.9,1226,84.2801,74.186,159.9,951538,,,,71.404,103,155596,436109,258641,,7675.4,64349,74057
4/1/1995,117076,10575.1,151.8,151401,201032,621,1267,5.8,73.3612,,,,231002,543096,-11.1,51.5,,74.5,47.4,100.9,1259,83.9355,74.358,160.4,959239,82.024,,,71.592,104,157671,434900,260137,10434.325,7618.8,65074,74682
5/1/1995,117056,,152.1,152838,202986,674,1314,5.6,73.6104,,,,231862,542566,-8.5,46.7,,70.5,43.7,101.8,1271,83.9245,74.485,160.7,965634,,,,71.702,104.3,155524,437528,262161,,7695.9,65755,74845
6/1/1995,117293,,152.4,150051,205500,725,1281,5.6,73.8602,,,,233297,546131,-20.8,45.9,,64.7,46.5,101.4,1305,83.9063,74.549,161.1,969558,,,,71.772,104.5,156708,436469,262697,,7719,64855,75478
7/1/1995,117386,10665.06,152.6,148915,204920,765,1461,5.7,73.5664,,,,235664,547342,-20.2,50.7,,58.6,48.1,101.1,1354,83.2659,74.667,161.4,972934,82.483,,,71.862,104.8,155508,435490,263958,10562.936,7736.3,66560,74247
8/1/1995,117642,,152.9,154372,206521,701,1416,5.7,74.495,,,,236003,550996,1.2,47.1,,48.5,45,100.8,1386,83.9983,74.846,161.8,976097,,,,72.017,104.3,158130,437616,264114,,7741.6,67469,74173
9/1/1995,117881,,153.1,160175,207006,678,1369,5.6,74.7937,,,,237075,554011,26.2,48.1,,48.8,45.5,100.8,1421,84.0071,74.945,162.2,980029,,,,72.066,104.4,162135,441696,265774,,7766.9,68943,74867
10/1/1995,118038,10737.478,153.5,155473,206176,696,1369,5.5,74.7017,,,,238005,555132,21.7,46.7,,46.5,45.9,100.4,1400,83.5663,75.127,162.7,984223,82.694,,,72.253,104.5,160560,442507,267062,10631.831,7775.7,68105,74219
11/1/1995,118182,,153.7,156146,208664,664,1452,5.6,74.8897,,,,238149,557445,5.5,45.9,,44.5,44.5,100.6,1430,83.4295,75.175,163,986767,,,,72.251,104.5,160003,444404,266643,,7797.1,68009,74523
12/1/1995,118328,,153.9,163279,210399,709,1431,5.6,75.1755,,,,238392,557953,19.6,46.2,,40.3,46.2,101,1442,83.3918,75.281,163.1,985385,,,,72.39,104.4,166204,447510,267437,,7807.8,69071,75342
