,AQM_HUABAO_Enhanced_50,AQM_HUABAO_50,Benchmark_50
2017/3/29,1.098360019,1.089252844,1.058648354
2017/3/30,1.09684323,1.08946261,1.058637698
2017/3/31,1.096648213,1.089084452,1.056914556
2017/4/3,1.09673444,1.088577964,1.057430677
2017/4/4,1.096880029,1.088366771,1.05768975
2017/4/5,1.095297116,1.085730874,1.05679974
2017/4/6,1.095904944,1.087198747,1.056960032
2017/4/7,1.095398933,1.086386537,1.05576215
2017/4/10,1.095294663,1.087135297,1.056294121
2017/4/11,1.096134183,1.088783915,1.05817347
2017/4/12,1.095213762,1.087270849,1.05716496
2017/4/13,1.092462405,1.083815314,1.05644992
2017/4/17,1.097509478,1.08861889,1.059495961
2017/4/18,1.098027068,1.087363486,1.058683403
2017/4/19,1.096089366,1.085905992,1.057229545
2017/4/20,1.101910695,1.090798868,1.059541646
2017/4/21,1.10067101,1.090357229,1.058769879
2017/4/24,1.109445055,1.099294117,1.066380722
2017/4/25,1.112977054,1.102189238,1.068385876
2017/4/26,1.111442914,1.101619893,1.068977239
2017/4/27,1.111776341,1.102534039,1.068968817
2017/4/28,1.110024596,1.101300566,1.068548488
2017/5/1,1.111629579,1.102822302,1.068663219
2017/5/2,1.113607425,1.104455607,1.07111698
2017/5/3,1.111251273,1.102372392,1.07000821
2017/5/4,1.110949708,1.102872586,1.069431803
2017/5/5,1.115421272,1.107555179,1.072274826
2017/5/8,1.112298514,1.105739888,1.072423368
2017/5/9,1.112331264,1.104937067,1.071063037
