,SmartXray Offshore-Growth,Benchmark Offshore-Growth
2016/11/16,1.106863873,1.009152666
2016/11/17,1.106162857,1.011983358
2016/11/18,1.101571396,1.005219531
2016/11/21,1.111789969,1.010701728
2016/11/22,1.115341476,1.011370927
2016/11/23,1.111442722,1.007619439
2016/11/24,1.109264864,1.009169505
2016/11/25,1.108201339,1.012378367
2016/11/28,1.107904937,1.010998138
2016/11/29,1.106002842,1.012253322
2016/11/30,1.116351958,1.009540308
2016/12/1,1.106450012,1.007061969
2016/12/2,1.108288893,1.009057735
2016/12/5,1.112893794,1.012507602
2016/12/6,1.115612803,1.016103578
2016/12/7,1.123823797,1.024992227
2016/12/8,1.125499261,1.023616565
2016/12/9,1.125064009,1.024021533
2016/12/12,1.120528279,1.024177767
2016/12/13,1.125913386,1.029984233
2016/12/14,1.117970938,1.026858297
2016/12/15,1.10741807,1.017016726
2016/12/16,1.105193089,1.017351878
2016/12/19,1.104726728,1.020936045
2016/12/20,1.105094727,1.020400301
2016/12/21,1.107043191,1.021306558
2016/12/22,1.10642411,1.020475601
2016/12/23,1.107503124,1.021334975
2016/12/28,1.111768259,1.017859906
2016/12/29,1.119812941,1.02120681
2016/12/30,1.121615808,1.021555354
2017/1/3,1.128620534,1.020689819
2017/1/4,1.136105137,1.027742465
2017/1/5,1.145141014,1.03428676
2017/1/6,1.145600363,1.032767925
2017/1/9,1.141873128,1.030547525
2017/1/10,1.143000166,1.03270708
2017/1/11,1.146019581,1.030187775
2017/1/12,1.150286935,1.03629178
2017/1/13,1.14924324,1.036516888
2017/1/16,1.149453873,1.035138603
2017/1/17,1.152328274,1.037855953
2017/1/18,1.152121043,1.037761009
2017/1/19,1.147167917,1.030834104
2017/1/20,1.15140935,1.033725449
2017/1/23,1.156061693,1.036687955
2017/1/24,1.162206536,1.039391992
2017/1/25,1.164584483,1.043477173
2017/1/26,1.162224543,1.041019975
2017/1/27,1.1612725,1.041479227
2017/2/1,1.156383377,1.039437966
2017/2/2,1.160737607,1.04164346
2017/2/3,1.165944392,1.044963853
2017/2/6,1.166653978,1.042331139
2017/2/7,1.165163509,1.041863959
2017/2/8,1.168595527,1.045251932
2017/2/9,1.173033703,1.045678216
2017/2/10,1.176249128,1.047041917
2017/2/13,1.179455531,1.049545865
2017/2/14,1.17938245,1.048416351
2017/2/15,1.181997364,1.051455065
2017/2/16,1.182241907,1.055310594
2017/2/17,1.17945164,1.055359432
2017/2/20,1.180160212,1.055249599
2017/2/21,1.184358018,1.056093682
2017/2/22,1.181069775,1.056508484
2017/2/23,1.181130206,1.059653642
2017/2/24,1.176354482,1.059146649
2017/2/27,1.173100806,1.059681771
2017/2/28,1.166753412,1.058991636
2017/3/1,1.172369998,1.061437304
2017/3/2,1.165289164,1.057534138
2017/3/3,1.162306289,1.057686985
2017/3/6,1.162575531,1.057395827
2017/3/7,1.158780139,1.055066602
2017/3/8,1.149414175,1.051173383
2017/3/9,1.144793053,1.050675354
2017/3/10,1.149284799,1.054685345
2017/3/13,1.156397925,1.056521875
2017/3/14,1.150617848,1.053946376
2017/3/15,1.160032494,1.059218076
2017/3/16,1.168159053,1.065164204
2017/3/17,1.165424104,1.065311842
2017/3/20,1.167088611,1.065050588
2017/3/21,1.163476297,1.061653269
2017/3/22,1.165549872,1.061617766
2017/3/23,1.163276095,1.062073273
2017/3/24,1.164223646,1.062827858
2017/3/27,1.164644858,1.064313574
2017/3/28,1.167434091,1.06885128
2017/3/29,1.17173524,1.066814812
2017/3/30,1.171210535,1.067641105
2017/3/31,1.170020096,1.064929575
2017/4/3,1.172290809,1.063833628
2017/4/5,1.177520487,1.062736472
2017/4/6,1.178303587,1.063272081
2017/4/7,1.178047954,1.062357607
2017/4/10,1.17932029,1.06249414
2017/4/11,1.180898595,1.065013804
2017/4/12,1.182174634,1.063615258
2017/4/13,1.179868547,1.061284298
2017/4/18,1.179508537,1.064878193
2017/4/19,1.171953129,1.063716508
2017/4/20,1.172142165,1.067713279
2017/4/21,1.171742645,1.06533206
2017/4/24,1.176528519,1.07665217
2017/4/25,1.176472524,1.079504273
2017/4/26,1.173105073,1.078844724
2017/4/27,1.171739187,1.078985987
2017/4/28,1.171466657,1.078242712
2017/5/2,1.172841922,1.080643046
2017/5/4,1.1628993,1.080056511
2017/5/5,1.16748454,1.084267261
2017/5/8,1.169022659,1.083458723
2017/5/9,1.170058422,1.080307234
2017/5/10,1.175362553,1.081252268
2017/5/11,1.177501953,1.079587448
2017/5/12,1.182614378,1.08206983
2017/5/15,1.189018369,1.085466627
2017/5/16,1.193268712,1.088830291
2017/5/17,1.186757863,1.083668718
2017/5/18,1.172507306,1.082937807
2017/5/19,1.178915413,1.088296355
2017/5/22,1.180444961,1.092704198
2017/5/23,1.181547545,1.092856618
2017/5/24,1.180530108,1.092340081
2017/5/25,1.183026285,1.095609724
2017/5/26,1.180812263,1.094913755
2017/5/29,1.180861886,1.094689589
2017/5/31,1.175431461,1.096485278
2017/6/1,1.178841712,1.099515587
2017/6/2,1.177741289,1.105424493
2017/6/5,1.17848206,1.104001481
2017/6/6,1.184436888,1.103463131
2017/6/7,1.184422791,1.103629213
2017/6/8,1.1829514,1.101399566
2017/6/9,1.181105827,1.099947956
2017/6/12,1.177068148,1.099191815
2017/6/13,1.182183825,1.102864403
2017/6/14,1.177316357,1.106314985
2017/6/15,1.169867299,1.098158476
2017/6/16,1.171552199,1.101205091
2017/6/19,1.175492982,1.105025749
2017/6/20,1.169694108,1.099632369
2017/6/21,1.167830133,1.099078006
2017/6/22,1.169872449,1.100116266
2017/6/23,1.173389088,1.102011221
2017/6/26,1.179507465,1.103067451
2017/6/27,1.174736723,1.098795572
2017/6/28,1.175956842,1.104539803
2017/6/29,1.173703479,1.09958182
2017/6/30,1.172433718,1.097779468
2017/7/3,1.172019067,1.097719686
2017/7/4,1.169786982,1.097098439
2017/7/5,1.167833178,1.097326716
2017/7/6,1.162650773,1.093070842
2017/7/7,1.161056847,1.093518876
2017/7/10,1.16519443,1.095373656
2017/7/11,1.170174866,1.094799685
2017/7/12,1.17787294,1.102906378
2017/7/13,1.180388477,1.103967533
2017/7/14,1.184589159,1.109511661
2017/7/17,1.185412897,1.11026695
2017/7/18,1.188899293,1.113152319
2017/7/19,1.196797569,1.116080135
2017/7/20,1.197188705,1.118830162
2017/7/21,1.195702389,1.118565351
2017/7/24,1.194636045,1.117076166
2017/7/25,1.195521342,1.117665443
2017/7/26,1.197467495,1.118055994
2017/7/27,1.200361707,1.11938414
2017/7/28,1.200797316,1.119602979
2017/7/31,1.202090854,1.120647792
2017/8/1,1.204246626,1.125327759
2017/8/2,1.201860127,1.125414218
2017/8/3,1.197216768,1.125798394
2017/8/4,1.196540676,1.122960245
2017/8/7,1.196175273,1.125002426
2017/8/8,1.195091409,1.122219465
2017/8/9,1.19491585,1.121730187
2017/8/10,1.187815918,1.114859669
2017/8/11,1.187652314,1.114741632
2017/8/14,1.192157424,1.119569067
2017/8/15,1.191092037,1.116129503
2017/8/16,1.191483437,1.117995374
2017/8/17,1.188226077,1.113100162
2017/8/18,1.189379394,1.11201424
2017/8/21,1.190206477,1.113745646
2017/8/22,1.194984438,1.116884214
2017/8/24,1.198536603,1.115747963
2017/8/25,1.199877565,1.118666187
2017/8/28,1.203107839,1.119503828
2017/8/29,1.207404421,1.12152071
2017/8/30,1.209507187,1.119868499
2017/8/31,1.213780555,1.124383418
2017/9/1,1.217435904,1.126199599
2017/9/4,1.219144281,1.126106268
2017/9/5,1.216434021,1.125016869
2017/9/6,1.217690887,1.126509367
2017/9/7,1.218724545,1.130357273
2017/9/8,1.219916,1.13079444
2017/9/11,1.224767671,1.135145578
2017/9/12,1.226743663,1.135500174
2017/9/13,1.227712539,1.133780119
2017/9/14,1.226196647,1.132040212
2017/9/15,1.227545297,1.134416309
2017/9/18,1.230131772,1.134656012
2017/9/19,1.228775387,1.136747987
2017/9/20,1.230452346,1.137914873
2017/9/21,1.228855799,1.13316421
2017/9/22,1.229306953,1.13571556
2017/9/25,1.226680573,1.133540594
2017/9/26,1.225519249,1.12974304
2017/9/27,1.226663599,1.129556216
2017/9/28,1.227415883,1.131407979
2017/9/29,1.231681366,1.134971762
2017/10/3,1.236841215,1.137050216
2017/10/4,1.238825168,1.137829985
2017/10/6,1.24070277,1.13761903
2017/10/9,1.241806229,1.137737671
2017/10/10,1.243210281,1.142451293
2017/10/11,1.244989315,1.143517573
2017/10/12,1.246798461,1.143598456
2017/10/13,1.249242129,1.146342388
2017/10/16,1.250316988,1.146722936
2017/10/17,1.249262025,1.144977422
2017/10/18,1.251087495,1.145396099
2017/10/19,1.250916475,1.147787898
2017/10/20,1.252406428,1.146172041
2017/10/23,1.251403709,1.14401753
2017/10/24,1.25268347,1.143747776
2017/10/25,1.251612557,1.141193505
2017/10/26,1.252370235,1.140750747
2017/10/27,1.254750973,1.143257961
2017/10/30,1.254857869,1.14527457
2017/10/31,1.256459914,1.146204995
2017/11/1,1.256821653,1.147192645
2017/11/2,1.257460857,1.148888611
2017/11/3,1.257815265,1.14889743
2017/11/6,1.261132247,1.149864119
2017/11/7,1.259906856,1.150127742
2017/11/8,1.259600341,1.151730214
2017/11/9,1.25838682,1.148395981
2017/11/10,1.257029044,1.147347289
2017/11/13,1.256122677,1.145313668
2017/11/14,1.252583782,1.145050971
2017/11/15,1.24728731,1.14249777
2017/11/16,1.254382364,1.147581504
2017/11/17,1.255027094,1.147257874
2017/11/20,1.258272801,1.147930124
2017/11/21,1.264887697,1.152192913
2017/11/22,1.264782869,1.155044245
2017/11/23,1.25993241,1.157109071
2017/11/24,1.259905061,1.159924895
2017/11/27,1.256744098,1.158854005
2017/11/28,1.263449566,1.161735737
2017/11/29,1.264378453,1.160654924
2017/11/30,1.264520723,1.165291326
2017/12/1,1.263424538,1.162536358
2017/12/4,1.264710464,1.162203798
2017/12/5,1.262634766,1.160065153
2017/12/6,1.260018216,1.158298168
2017/12/7,1.259293705,1.15946107
2017/12/8,1.264950129,1.161949788
2017/12/11,1.270256347,1.165407999
2017/12/12,1.268995919,1.165000534
2017/12/13,1.269934438,1.166669417
2017/12/14,1.267968426,1.165070797
2017/12/15,1.270520513,1.167719151
2017/12/18,1.276451508,1.174839322
2017/12/19,1.278763348,1.170266806
2017/12/20,1.278934236,1.169765213
2017/12/21,1.282508402,1.171478095
2017/12/22,1.282585797,1.170976808
2017/12/27,1.281458635,1.174208665
2017/12/28,1.284034537,1.175974836
2017/12/29,1.285776373,1.176023407
2018/1/2,1.293152002,1.180329153
2018/1/3,1.29790486,1.183796683
2018/1/4,1.303651818,1.190210621
2018/1/5,1.308831497,1.194434848
2018/1/8,1.310361468,1.194634866
2018/1/9,1.312666024,1.194695184
2018/1/10,1.31220909,1.195818467
2018/1/11,1.315740748,1.199777422
2018/1/12,1.321328612,1.205985347
2018/1/15,1.322804232,1.211115801
2018/1/16,1.323814967,1.208996158
2018/1/17,1.325889313,1.212919259
2018/1/18,1.326599182,1.211226761
2018/1/19,1.329278813,1.214803904
2018/1/22,1.336293041,1.219894703
2018/1/23,1.339978445,1.224382932
2018/1/24,1.341128951,1.226794981
2018/1/25,1.341869337,1.229646185
2018/1/26,1.347055134,1.233490062
2018/1/29,1.339485863,1.226388591
2018/1/30,1.3295653,1.219626269
2018/1/31,1.33091395,1.220060012
2018/2/1,1.330961927,1.219141376
2018/2/2,1.319802965,1.202100513
2018/2/5,1.297213806,1.178306789
2018/2/6,1.290703164,1.176591577
2018/2/7,1.290228646,1.17608102
2018/2/8,1.271642712,1.155233508
2018/2/9,1.266732283,1.157417403
2018/2/12,1.276802063,1.166507053
2018/2/13,1.279592434,1.169742152
2018/2/14,1.288747115,1.179101539
2018/2/15,1.296302739,1.189537204
2018/2/20,1.295542919,1.186123564
2018/2/21,1.294451921,1.182328623
2018/2/22,1.295694474,1.182507001
2018/2/23,1.303826127,1.191760715
2018/2/26,1.313444274,1.198374364
2018/2/27,1.306326543,1.189988346
2018/2/28,1.298451171,1.182440948
2018/3/1,1.291325357,1.172659341
2018/3/2,1.290268711,1.174398797
2018/3/5,1.296489849,1.180187193
2018/3/6,1.301667846,1.18474465
2018/3/7,1.301130426,1.184236783
2018/3/8,1.304456835,1.187036252
2018/3/9,1.315139316,1.194630307
2018/3/12,1.3166261,1.197162559
2018/3/13,1.312052233,1.194806973
2018/3/14,1.307244048,1.191715303
2018/3/15,1.307673379,1.190890236
2018/3/16,1.306713647,1.190485897
2018/3/19,1.30262643,1.183015913
2018/3/20,1.29894753,1.181777517
2018/3/21,1.298986044,1.180940064
2018/3/22,1.28410198,1.170558663
2018/3/23,1.269086847,1.158577501
2018/3/26,1.281116746,1.170770732
2018/3/27,1.276737459,1.165720151
2018/3/28,1.272286577,1.162359155
2018/3/29,1.27955125,1.168472634
2018/4/3,1.276529372,1.161950192
2018/4/4,1.278929321,1.166710817
2018/4/6,1.276237885,1.162886445
2018/4/9,1.277842009,1.166508285
2018/4/10,1.289047267,1.1769887
2018/4/11,1.287877287,1.17548909
2018/4/12,1.29168375,1.17677174
2018/4/13,1.290321924,1.176136771
2018/4/16,1.293205995,1.180583708
2018/4/17,1.295049059,1.186704606
2018/4/18,1.297480472,1.188915355
2018/4/19,1.297500124,1.184791848
2018/4/20,1.291692312,1.176842005
2018/4/23,1.289480056,1.174102131
2018/4/24,1.28519105,1.167827576
2018/4/25,1.282516259,1.164958083
2018/4/26,1.283946147,1.170545335
2018/4/27,1.285419484,1.172420433
2018/4/30,1.282988644,1.168891439
2018/5/2,1.278113787,1.162850648
2018/5/3,1.274427048,1.161955395
2018/5/4,1.27871035,1.167968271
2018/5/7,1.281794952,1.170516816
2018/5/8,1.283198102,1.168486061
2018/5/9,1.288155569,1.173271199
2018/5/10,1.291154741,1.178827728
2018/5/11,1.296033977,1.182914916
2018/5/14,1.298109403,1.184106887
2018/5/15,1.293847783,1.175237776
2018/5/16,1.294317339,1.175423594
2018/5/17,1.293421957,1.175630613
2018/5/18,1.292918465,1.174308952
2018/5/21,1.295246319,1.177180105
2018/5/23,1.291386079,1.175569826
2018/5/24,1.289988211,1.17526878
2018/5/25,1.288390818,1.172504107
2018/5/28,1.28915249,1.171183895
2018/5/29,1.278261433,1.163412954
2018/5/30,1.282017973,1.169291018
2018/5/31,1.282540055,1.167904733
2018/6/1,1.285689448,1.172207505
2018/6/4,1.289294882,1.176815064
2018/6/5,1.291708627,1.175562428
2018/6/6,1.297067438,1.181423377
2018/6/7,1.298047413,1.182233411
2018/6/8,1.29706755,1.182051639
2018/6/11,1.298490286,1.184277683
2018/6/12,1.300574988,1.184288932
2018/6/13,1.29807635,1.182345592
2018/6/14,1.298448145,1.182603774
2018/6/15,1.295103888,1.179520046
2018/6/19,1.28350207,1.171474717
2018/6/20,1.285948681,1.173367294
2018/6/21,1.279698314,1.169634262
2018/6/22,1.283692207,1.1731546
2018/6/25,1.273814094,1.163443981
2018/6/26,1.272071704,1.163882025
2018/6/27,1.263718629,1.159180428
2018/6/28,1.260340116,1.159938602
2018/6/29,1.266335789,1.164726648
2018/7/3,1.260459539,1.162356597
2018/7/4,1.258884561,1.162445318
2018/7/5,1.26101539,1.168169958
2018/7/6,1.265893808,1.175418753
2018/7/9,1.277550465,1.181328545
2018/7/10,1.279883882,1.182118767
2018/7/11,1.272774187,1.175689989
2018/7/12,1.278845798,1.179408454
2018/7/13,1.281131454,1.180971662
2018/7/16,1.280850089,1.180418061
2018/7/17,1.282709055,1.18190418
2018/7/18,1.283842588,1.182653302
2018/7/19,1.281158286,1.179871431
2018/7/20,1.282913345,1.182526735
2018/7/23,1.284577861,1.181627261
2018/7/24,1.289598146,1.186317701
2018/7/25,1.294346144,1.190274379
2018/7/26,1.295443362,1.189718304
2018/7/27,1.293189247,1.18768333
2018/7/30,1.29110837,1.185004723
2018/7/31,1.292911754,1.186625965
2018/8/1,1.289735548,1.18389969
2018/8/2,1.28584326,1.182835734
2018/8/3,1.286751029,1.186276057
2018/8/6,1.286511636,1.186788291
2018/8/7,1.293068715,1.190235667
2018/8/8,1.290709687,1.190146918
2018/8/9,1.292253115,1.189367961
2018/8/10,1.285701234,1.180316303
2018/8/13,1.278531117,1.175253375
2018/8/14,1.27882485,1.178128024
2018/8/15,1.27435767,1.170330028
2018/8/16,1.275872923,1.17639127
2018/8/17,1.276392618,1.179407507
2018/8/20,1.279711734,1.182970245
2018/8/21,1.285345219,1.186144348
2018/8/22,1.2855926,1.188503312
2018/8/23,1.284346071,1.185151567
2018/8/24,1.287026529,1.190053577
2018/8/27,1.296101429,1.196668277
2018/8/28,1.297295354,1.197768126
2018/8/29,1.297597433,1.200067242
2018/8/30,1.293084457,1.197003614
2018/8/31,1.290941372,1.195007888
2018/9/3,1.292176876,1.193924961
2018/9/4,1.288509395,1.188467602
2018/9/5,1.282414194,1.185470434
2018/9/6,1.282693604,1.183451246
2018/9/7,1.281580794,1.179762076
2018/9/10,1.282524454,1.181934315
2018/9/11,1.278920176,1.182752926
2018/9/12,1.280738748,1.185570456
2018/9/13,1.285402379,1.189416529
2018/9/14,1.286891777,1.190119192
2018/9/17,1.286761019,1.188437177
2018/9/18,1.289802971,1.191939216
2018/9/19,1.292494923,1.193085747
2018/9/20,1.29712442,1.200577487
2018/9/21,1.302369924,1.202221562
2018/9/24,1.299823964,1.19956313
2018/9/26,1.298641748,1.197790029
2018/9/27,1.296901182,1.196776926
2018/9/28,1.293680296,1.194367478
2018/10/2,1.294810559,1.193417417
2018/10/3,1.300659348,1.191862714
2018/10/4,1.29292291,1.184190085
2018/10/5,1.288422715,1.178423677
2018/10/8,1.285266565,1.175594203
2018/10/9,1.284562372,1.173959545
2018/10/10,1.281125346,1.157204026
2018/10/11,1.261901824,1.143042563
2018/10/12,1.267309139,1.149723042
2018/10/15,1.266342424,1.147148323
2018/10/16,1.273709981,1.160101388
2018/10/18,1.275244077,1.149064792
2018/10/19,1.272044638,1.147945844
2018/10/22,1.271930505,1.144407932
2018/10/23,1.258234944,1.138191253
2018/10/24,1.254295637,1.12179988
2018/10/25,1.244119196,1.127815497
2018/10/26,1.239120367,1.12059174
2018/10/29,1.24310128,1.117773534
2018/10/30,1.239929331,1.124365815
2018/10/31,1.247683203,1.132254776
2018/11/1,1.250526823,1.140184729
2018/11/2,1.267937863,1.137622254
2018/11/5,1.26439552,1.139518828
2018/11/6,1.263632344,1.143012731
2018/11/7,1.27338123,1.155864829
2018/11/8,1.272939897,1.154088631
2018/11/9,1.268954867,1.146844573
2018/11/12,1.26113142,1.133385981
2018/11/13,1.255847205,1.133123199
2018/11/14,1.253698293,1.129509646
2018/11/15,1.246987412,1.133864301
2018/11/16,1.252209084,1.137377931
2018/11/19,1.253491494,1.130351255
2018/11/20,1.240620103,1.118005778
2018/11/21,1.237776943,1.120355522
2018/11/22,1.239568711,1.120480267
2018/11/23,1.238484472,1.117034705
2018/11/26,1.240672405,1.125044037
2018/11/27,1.238693461,1.124685813
2018/11/28,1.239649,1.134907501
2018/11/29,1.248005741,1.138896376
2018/11/30,1.246290146,1.140422304
2018/12/3,1.256069708,1.15035288
2018/12/4,1.255857392,1.134194766
2018/12/5,1.243480068,1.130912426
2018/12/6,1.230913932,1.126001726
2018/12/7,1.236666877,1.117089936
2018/12/10,1.223155023,1.112353642
2018/12/11,1.224875027,1.111984848
2018/12/12,1.23185529,1.120000065
2018/12/13,1.233455315,1.119017706
2018/12/14,1.226878895,1.107710495
2018/12/17,1.221915835,1.098802359
2018/12/18,1.216597617,1.097723623
2018/12/19,1.218363868,1.093721905
2018/12/20,1.210658586,1.08326665
2018/12/21,1.203629085,1.07322181
2018/12/24,1.202630802,1.062803743
2018/12/27,1.19992622,1.083584721
2018/12/28,1.212051981,1.087404408
2018/12/31,1.212673347,1.093057849
2019/1/2,1.212280001,1.092066229
2019/1/3,1.212060327,1.084738206
2019/1/4,1.218188187,1.102007709
2019/1/7,1.228385839,1.107829201
2019/1/8,1.230739106,1.112531654
2019/1/9,1.242188625,1.119152605
2019/1/10,1.243896157,1.121728886
2019/1/11,1.247407449,1.121511039
2019/1/14,1.245854613,1.118485251
2019/1/15,1.247371839,1.123537647
2019/1/16,1.249107471,1.123978642
2019/1/17,1.248722904,1.126782837
2019/1/18,1.256979544,1.134993936
2019/1/21,1.259023656,1.134984597
2019/1/22,1.256202655,1.128014122
2019/1/23,1.253385613,1.128737396
2019/1/24,1.252650877,1.130562742
2019/1/25,1.256926913,1.137653529
2019/1/28,1.261202725,1.133954419
2019/1/29,1.265039394,1.134240513
2019/1/30,1.268500217,1.142008974
2019/1/31,1.275599942,1.150771959
2019/2/1,1.278069531,1.150066512
2019/2/4,1.278418742,1.15167187
2019/2/8,1.268771921,1.14586372
2019/2/11,1.269289755,1.144808125
2019/2/12,1.270874931,1.15304284
2019/2/13,1.276750852,1.155320182
2019/2/14,1.276942464,1.153792587
2019/2/15,1.279432034,1.160706519
2019/2/18,1.282419879,1.163467494
2019/2/19,1.284250068,1.165437985
2019/2/20,1.287676465,1.168367356
2019/2/21,1.28939987,1.165624145
2019/2/22,1.291446999,1.169473345
2019/2/25,1.296069239,1.171211052
2019/2/26,1.294979371,1.17183674
2019/2/27,1.295463428,1.171390133
2019/2/28,1.293137143,1.168607735
2019/3/1,1.292571613,1.171271897
2019/3/4,1.292226594,1.16882988
2019/3/5,1.291162232,1.167559531
2019/3/6,1.290130707,1.165411146
2019/3/7,1.281803185,1.159685673
2019/3/8,1.276501535,1.156300488
2019/3/11,1.282875282,1.16463691
2019/3/12,1.288636535,1.168677512
2019/3/13,1.292009249,1.173675043
2019/3/14,1.29539529,1.173422769
2019/3/15,1.295121162,1.178574361
2019/3/18,1.298910567,1.182345262
2019/3/19,1.300705559,1.183396636
2019/3/20,1.298313646,1.181145107
2019/3/21,1.298291589,1.187768459
2019/3/22,1.295281149,1.177738972
