,SECUCODE
3006,603601.SH
3007,603606.SH
3008,603608.SH
3009,603609.SH
3010,603611.SH
3011,603615.SH
3012,603616.SH
3013,603618.SH
3014,603626.SH
3015,603628.SH
3016,603633.SH
3017,603636.SH
3018,603637.SH
3019,603638.SH
3020,603639.SH
3021,603658.SH
3022,603660.SH
3023,603663.SH
3024,603667.SH
3025,603668.SH
3026,603669.SH
3027,603677.SH
3028,603678.SH
3029,603686.SH
3030,603688.SH
3031,603689.SH
3032,603690.SH
3033,603696.SH
3034,603698.SH
3035,603699.SH
3036,603701.SH
3037,603703.SH
3038,603708.SH
3039,603716.SH
3040,603718.SH
3041,603726.SH
3042,603727.SH
3043,603729.SH
3044,603737.SH
3045,603738.SH
3046,603766.SH
3047,603777.SH
3048,603778.SH
3049,603779.SH
3050,603788.SH
3051,603789.SH
3052,603798.SH
3053,603799.SH
3054,603800.SH
3055,603806.SH
3056,603808.SH
3057,603816.SH
3058,603818.SH
3059,603819.SH
3060,603822.SH
3061,603823.SH
3062,603828.SH
3063,603838.SH
3064,603839.SH
3065,603843.SH
3066,603858.SH
3067,603859.SH
3068,603861.SH
3069,603866.SH
3070,603868.SH
3071,603869.SH
3072,603877.SH
3073,603878.SH
3074,603881.SH
3075,603883.SH
3076,603885.SH
3077,603886.SH
3078,603887.SH
3079,603888.SH
3080,603889.SH
3081,603898.SH
3082,603899.SH
3083,603900.SH
3084,603901.SH
3085,603909.SH
3086,603918.SH
3087,603919.SH
3088,603928.SH
3089,603929.SH
3090,603936.SH
3091,603939.SH
3092,603958.SH
3093,603959.SH
3094,603966.SH
3095,603968.SH
3096,603969.SH
3097,603977.SH
3098,603979.SH
3099,603986.SH
3100,603987.SH
3101,603988.SH
3102,603989.SH
3103,603990.SH
3104,603993.SH
3105,603996.SH
3106,603997.SH
3107,603998.SH
3108,603999.SH
