datetime,US_Lowvol,US_Lowvol,US_Lowvol,US_Lowvol,US_Lowvol,US_Lowvol,US_Lowvol,US_Lowvol,US_Lowvol,US_Lowvol,US_Lowvol,US_Lowvol,US_Lowvol,US_Lowvol,US_Lowvol,US_Lowvol
2019-01-05,-0.0581903788652558,-0.05819037886525569,-0.05819037886525569,0.07287016112062328,0.07287016112062328,0.07287016112062306,-0.05819037886525569,-0.0581903788652558,-0.0581903788652558,0.07287016112062306,0.07287016112062328,0.07287016112062306,-0.05819037886525569,-0.05819037886525569,-0.05819037886525569,0.07287016112062328
2019-01-06,-0.0581903788652558,-0.05819037886525569,-0.05819037886525569,0.07287016112062328,0.07287016112062328,0.07287016112062306,-0.05819037886525569,-0.0581903788652558,-0.0581903788652558,0.07287016112062306,0.07287016112062328,0.07287016112062306,-0.05819037886525569,-0.05819037886525569,-0.05819037886525569,0.07287016112062328
2019-01-07,-0.05492843292628402,-0.05492843292628391,-0.05492843292628391,0.0720249348377231,0.07202493483772288,0.07202493483772265,-0.05492843292628391,-0.05492843292628402,-0.05492843292628402,0.07202493483772265,0.07202493483772288,0.07202493483772265,-0.05492843292628391,-0.05492843292628391,-0.05492843292628391,0.0720249348377231
2019-01-08,-0.049119597513630264,-0.04911959751363015,-0.04911959751363015,0.07177087784280589,0.07177087784280567,0.07177087784280567,-0.04911959751363015,-0.049119597513630264,-0.04911959751363015,0.07177087784280567,0.07177087784280567,0.07177087784280567,-0.04911959751363015,-0.04911959751363015,-0.04911959751363015,0.07177087784280589
2019-01-09,-0.047551703993219285,-0.04755170399321906,-0.04755170399321906,0.07151725773522433,0.0715172577352241,0.0715172577352241,-0.04755170399321906,-0.047551703993219285,-0.04755170399321906,0.07151725773522388,0.07151725773522433,0.0715172577352241,-0.04755170399321906,-0.04755170399321906,-0.04755170399321906,0.07151725773522455
2019-01-10,-0.04549230634540724,-0.04549230634540691,-0.04549230634540691,0.07071797309842287,0.07071797309842287,0.07071797309842265,-0.04549230634540713,-0.04549230634540713,-0.04549230634540713,0.07071797309842265,0.07071797309842287,0.07071797309842265,-0.04549230634540691,-0.04549230634540691,-0.04549230634540691,0.07071797309842287
2019-01-11,-0.04584577648138388,-0.04584577648138366,-0.04584577648138366,0.06887353573632504,0.06887353573632482,0.06887353573632482,-0.04584577648138366,-0.04584577648138388,-0.04584577648138388,0.0688735357363246,0.06887353573632504,0.06887353573632482,-0.04584577648138366,-0.04584577648138366,-0.04584577648138366,0.06887353573632504
2019-01-12,-0.04584577648138388,-0.04584577648138366,-0.04584577648138366,0.06887353573632504,0.06887353573632482,0.06887353573632482,-0.04584577648138366,-0.04584577648138388,-0.04584577648138388,0.0688735357363246,0.06887353573632504,0.06887353573632482,-0.04584577648138366,-0.04584577648138366,-0.04584577648138366,0.06887353573632504
2019-01-13,-0.04584577648138388,-0.04584577648138366,-0.04584577648138366,0.06887353573632504,0.06887353573632482,0.06887353573632482,-0.04584577648138366,-0.04584577648138388,-0.04584577648138388,0.0688735357363246,0.06887353573632504,0.06887353573632482,-0.04584577648138366,-0.04584577648138366,-0.04584577648138366,0.06887353573632504
2019-01-14,-0.047507423440048324,-0.0475074234400481,-0.0475074234400481,0.0677915359339154,0.06779153593391496,0.06779153593391496,-0.0475074234400481,-0.047507423440048324,-0.047507423440048324,0.06779153593391496,0.06779153593391518,0.06779153593391496,-0.0475074234400481,-0.0475074234400481,-0.0475074234400481,0.0677915359339154
