,SmartGlobal Max-Growth,Benchmark-Growth
2019/2/25,1.17931881,1.235701569
2019/2/26,1.179755374,1.23480396
2019/2/27,1.178490736,1.232950821
2019/2/28,1.175329977,1.23015271
2019/3/1,1.177929193,1.234809311
2019/3/4,1.176972957,1.233544863
2019/3/5,1.176232958,1.235374746
2019/3/6,1.174010415,1.232069091
2019/3/7,1.168603267,1.223999262
2019/3/8,1.164429127,1.220315603
2019/3/11,1.172710338,1.23286908
2019/3/12,1.177432821,1.235796214
2019/3/13,1.181151534,1.239129139
2019/3/14,1.18066346,1.23673956
2019/3/15,1.186196436,1.243593202
2019/3/18,1.190302784,1.248919393
2019/3/19,1.191082653,1.248685917
2019/3/20,1.189672097,1.250061177
2019/3/21,1.195147964,1.254778624
2019/3/22,1.185557359,1.23904261
2019/3/25,1.183027992,1.239451823
2019/3/26,1.1884665,1.243542675
2019/3/27,1.186044266,1.240524495
2019/3/28,1.186233039,1.243054601
2019/3/29,1.190971147,1.249434456
