,Total Return,Return p.a.,Volatility,Sharpe Ratio,Max Drawdown,Max Daily Drop,Calmar Ratio,99% VaR,Total Return_1095,Return p.a._1095,Volatility_1095,Sharpe Ratio_1095,Max Drawdown_1095,Max Daily Drop_1095,Calmar Ratio_1095,99% VaR_1095,Total Return_365,Return p.a._365,Volatility_365,Sharpe Ratio_365,Max Drawdown_365,Max Daily Drop_365,Calmar Ratio_365,99% VaR_365,Total Return_YTD,Return p.a._YTD,Volatility_YTD,Sharpe Ratio_YTD,Max Drawdown_YTD,Max Daily Drop_YTD,Calmar Ratio_YTD,99% VaR_YTD,Total Return_180,Return p.a._180,Volatility_180,Sharpe Ratio_180,Max Drawdown_180,Max Daily Drop_180,Calmar Ratio_180,99% VaR_180,Total Return_90,Return p.a._90,Volatility_90,Sharpe Ratio_90,Max Drawdown_90,Max Daily Drop_90,Calmar Ratio_90,99% VaR_90,Total Return_30,Return p.a._30,Volatility_30,Sharpe Ratio_30,Max Drawdown_30,Max Daily Drop_30,Calmar Ratio_30,99% VaR_30,Total Return2017,Return p.a.2017,Volatility2017,Sharpe Ratio2017,Max Drawdown2017,Max Daily Drop2017,Calmar Ratio2017,99% VaR2017,Total Return2018,Return p.a.2018,Volatility2018,Sharpe Ratio2018,Max Drawdown2018,Max Daily Drop2018,Calmar Ratio2018,99% VaR2018,Total Return2019,Return p.a.2019,Volatility2019,Sharpe Ratio2019,Max Drawdown2019,Max Daily Drop2019,Calmar Ratio2019,99% VaR2019
CURRENT_RATIO',1.388081954,0.275668719,0.269865255,1.021505043,-0.307083771,-0.122671353,0.897698757,-0.038326987,1.009981351,0.262013525,0.287354827,0.91181181,-0.307083771,-0.122671353,0.85323143,-0.040906216,0.435747717,0.435747717,0.381087736,1.143431488,-0.307083771,-0.122671353,1.418986473,-0.053969336,0.244729958,0.455198344,0.468887515,0.970805002,-0.307083771,-0.122671353,1.482326282,-0.066599385,0.261321129,0.601223866,0.4995005,1.203650178,-0.307083771,-0.122671353,1.957849691,-0.070661017,0.303128842,1.926426457,0.260421461,7.397341423,-0.059709615,-0.122671353,32.26325371,-0.033715031,0.097115024,2.088407813,0.227101444,9.195924865,-0.027358714,-0.122671353,76.3342826,-0.028669515,0.271936192,0.274474234,0.152462542,1.800273238,-0.074828595,-0.122671353,3.66803938,-0.021273097,-0.022833051,-0.022895055,0.246454549,-0.092897678,-0.218060467,-0.122671353,-0.104994067,-0.035989796,0.543618555,0.54546067,0.221084232,2.467207474,-0.154049567,-0.122671353,3.540812735,-0.030489488
QUICK_RATIO',1.504413546,0.29275279,0.263365837,1.11158225,-0.305889835,-0.123578703,0.957053017,-0.037331122,1.113077732,0.283231931,0.280627957,1.009279099,-0.305889835,-0.123578703,0.925927895,-0.0398644,0.42642936,0.42642936,0.374423509,1.138895794,-0.305889835,-0.123578703,1.394061882,-0.053031222,0.263294194,0.492586937,0.461603119,1.067122204,-0.305889835,-0.123578703,1.610340981,-0.065447281,0.271499004,0.627532674,0.492139111,1.275112383,-0.305889835,-0.123578703,2.051498944,-0.06953564,0.315673285,2.042366725,0.250022246,8.16874002,-0.055536704,-0.123578703,36.77507975,-0.032052949,0.088292007,1.79942935,0.226312717,7.951074839,-0.029296711,-0.123578703,61.42086531,-0.028940988,0.291858075,0.294602597,0.147062939,2.0032416,-0.068968826,-0.123578703,4.271532703,-0.020424954,0.003846533,0.00385712,0.241901786,0.015944985,-0.209023403,-0.123578703,0.018453056,-0.035221567,0.528689971,0.530473409,0.210425449,2.520956521,-0.139880358,-0.123578703,3.792336647,-0.028979509
CASH_RATIO',1.354778663,0.270667781,0.26996904,1.002588224,-0.311442106,-0.125427763,0.869078958,-0.038357673,0.97722268,0.25511984,0.287516423,0.887322668,-0.311442106,-0.125427763,0.819156546,-0.040951447,0.406806164,0.406806164,0.387326058,1.050293818,-0.311442106,-0.125427763,1.30620156,-0.054952447,0.221100525,0.408181172,0.477462251,0.854897263,-0.311442106,-0.125427763,1.310616529,-0.067967073,0.240007766,0.546834796,0.508326629,1.07575477,-0.311442106,-0.125427763,1.75581524,-0.072068856,0.296350139,1.865178114,0.259745025,7.180804001,-0.061025048,-0.125427763,30.56414013,-0.033700022,0.093559206,1.968802648,0.221108992,8.904217925,-0.025216093,-0.125427763,78.07722794,-0.027954058,0.276346497,0.278930026,0.149303967,1.868202367,-0.073044322,-0.125427763,3.818640787,-0.020799519,-0.031545295,-0.031630573,0.240750502,-0.131383206,-0.225121299,-0.125427763,-0.140504577,-0.035197381,0.560094012,0.562001346,0.219227767,2.563550017,-0.146269109,-0.125427763,3.842242216,-0.030177611
BTM',0.792162992,0.177248207,0.237061226,0.747689576,-0.31867298,-0.123223805,0.556207204,-0.033884881,0.513450881,0.148125713,0.253887119,0.583431386,-0.31867298,-0.123223805,0.464820435,-0.036426877,0.235835684,0.235835684,0.361891385,0.651675319,-0.31867298,-0.123223805,0.740055476,-0.051786784,0.074186268,0.130468494,0.451655496,0.28886728,-0.31867298,-0.123223805,0.40941185,-0.065114127,0.108870966,0.233129591,0.483413032,0.482257564,-0.31867298,-0.123223805,0.731563719,-0.069362917,0.205312359,1.132573326,0.264246534,4.286047983,-0.078679345,-0.123223805,14.39479864,-0.035513123,0.074715466,1.40291035,0.19818856,7.078664644,-0.022623639,-0.123223805,62.01081722,-0.025453202,0.227394725,0.22948063,0.116556712,1.968832395,-0.049185738,-0.123223805,4.665592946,-0.016187498,-0.052191841,-0.052331406,0.192407007,-0.271982851,-0.169063767,-0.123223805,-0.309536499,-0.028259669,0.434145495,0.435566827,0.178690491,2.437548994,-0.108417877,-0.123223805,4.01748161,-0.024619899
ETP_SEMI',0.666147761,0.153484667,0.238989305,0.642223997,-0.316735719,-0.121396333,0.484582753,-0.034245929,0.434965268,0.127925625,0.255892505,0.499919389,-0.316735719,-0.121396333,0.403887585,-0.036788532,0.135467346,0.135467346,0.356126849,0.380390711,-0.316735719,-0.121396333,0.427698354,-0.051289146,0.011988499,0.02063145,0.442893981,0.04658327,-0.316735719,-0.121396333,0.065137743,-0.064255614,0.043039027,0.089204597,0.473819985,0.188266853,-0.316735719,-0.121396333,0.281637315,-0.068465814,0.176235968,0.931497637,0.259174079,3.594100301,-0.077483194,-0.121396333,12.02193125,-0.035165465,0.062675837,1.095124341,0.19701905,5.55846929,-0.025613366,-0.121396333,42.75597127,-0.025821166,0.263527612,0.265979285,0.11768173,2.260157843,-0.04336907,-0.121396333,6.13292565,-0.016235226,-0.068169167,-0.068349894,0.200179297,-0.341443368,-0.20784586,-0.121396333,-0.328848954,-0.029457172,0.398350762,0.399639427,0.190962142,2.092767823,-0.128250335,-0.121396333,3.116088764,-0.026504708
ETP_TTM',0.658218636,0.151946683,0.237841782,0.63885614,-0.316342815,-0.120007127,0.480322851,-0.034084643,0.416084871,0.122956916,0.255062607,0.48206563,-0.316342815,-0.120007127,0.3886825,-0.036685671,0.135708903,0.135708903,0.355691999,0.381534876,-0.316342815,-0.120007127,0.428993156,-0.05122545,0.006944879,0.011930319,0.442137434,0.026983282,-0.316342815,-0.120007127,0.037713261,-0.064180506,0.037686381,0.077900107,0.473058395,0.164673341,-0.316010902,-0.120007127,0.24651082,-0.06839695,0.176080164,0.930460246,0.264191934,3.521910117,-0.080433381,-0.120007127,11.56808579,-0.035895813,0.057388329,0.971756299,0.192221346,5.055402627,-0.025789007,-0.120007127,37.68102743,-0.025361731,0.263958952,0.266415044,0.114179552,2.333299083,-0.04282746,-0.120007127,6.220659511,-0.01572365,-0.063952602,-0.064122539,0.201108072,-0.318846173,-0.195662059,-0.120007127,-0.327720865,-0.029574176,0.391891183,0.393156174,0.187999787,2.091258613,-0.128591728,-0.120007127,3.057398647,-0.026092424
STP',0.70156394,0.160290559,0.248639076,0.644671631,-0.341736577,-0.127995254,0.469047124,-0.035623229,0.450766767,0.13205067,0.265852249,0.496706989,-0.341736577,-0.127995254,0.3864107,-0.038218987,0.156833929,0.156833929,0.378544354,0.414307932,-0.341736577,-0.127995254,0.458932227,-0.054457815,0.017725359,0.030566223,0.471965948,0.064763619,-0.341736577,-0.127995254,0.089443814,-0.068411775,0.054949824,0.114574073,0.504841632,0.226950524,-0.341736577,-0.127995254,0.335270148,-0.072847551,0.18822983,1.012625356,0.286887335,3.529696968,-0.086770051,-0.127995254,11.6702174,-0.039024703,0.073453855,1.368814878,0.211153368,6.482562379,-0.022914993,-0.127995254,59.73446684,-0.027393844,0.217212942,0.219197375,0.123538664,1.774322046,-0.054218534,-0.127995254,4.042849504,-0.017237891,-0.039419004,-0.039525129,0.202339535,-0.195340613,-0.183163891,-0.127995254,-0.215791053,-0.029650136,0.42993773,0.431343338,0.188732049,2.285480075,-0.107856254,-0.127995254,3.999242734,-0.026091751
STP_SEMI',0.67085548,0.154395313,0.248259139,0.621911899,-0.341171688,-0.127673271,0.45254433,-0.035588321,0.423696501,0.124965332,0.26549889,0.470681187,-0.341171688,-0.127673271,0.366282833,-0.038192673,0.150804721,0.150804721,0.377306039,0.399688065,-0.341171688,-0.127673271,0.442020033,-0.05429944,0.011213528,0.019292471,0.470535073,0.041001133,-0.341171688,-0.127673271,0.056547691,-0.068248994,0.048214222,0.100191163,0.50333152,0.199056009,-0.341171688,-0.127673271,0.293667872,-0.072680718,0.186075023,0.997864289,0.28601995,3.488792613,-0.087147605,-0.127673271,11.45027786,-0.038927828,0.073564988,1.37180035,0.211185033,6.495727125,-0.022811002,-0.127673271,60.13766198,-0.02739352,0.212476723,0.214414198,0.122955548,1.743835079,-0.056283716,-0.127673271,3.809524571,-0.017168564,-0.045389952,-0.045511768,0.203384556,-0.223771997,-0.186378299,-0.127673271,-0.244190276,-0.029826845,0.427567346,0.42896411,0.188255377,2.278628734,-0.109073827,-0.127673271,3.932786845,-0.02602904
STP_TTM',0.670813933,0.154387284,0.24849803,0.621281722,-0.341293041,-0.127557459,0.452359895,-0.035623032,0.428360937,0.126192562,0.265733311,0.474884243,-0.341293041,-0.127557459,0.369748419,-0.038222358,0.157760539,0.157760539,0.377768849,0.417611297,-0.341293041,-0.127557459,0.462243644,-0.054342465,0.014600751,0.025150231,0.471209525,0.053373774,-0.341293041,-0.127557459,0.073691015,-0.068323568,0.051635277,0.107484502,0.504087927,0.213225701,-0.341293041,-0.127557459,0.314933177,-0.072763901,0.1864825,1.00064935,0.288202983,3.47202982,-0.086433758,-0.127557459,11.57706638,-0.039238959,0.07336548,1.366443249,0.211327798,6.465989154,-0.022891756,-0.127557459,59.6914987,-0.027423151,0.210680047,0.212599748,0.122657943,1.73327338,-0.053517046,-0.127557459,3.972561359,-0.017131153,-0.051624085,-0.051762174,0.202745263,-0.255306451,-0.189382471,-0.127557459,-0.273320827,-0.02976003,0.434243888,0.435665588,0.189234249,2.302255489,-0.107945049,-0.127557459,4.035994161,-0.02615283
ROAGROWTH',0.937754463,0.203249218,0.252350692,0.805423659,-0.310555761,-0.122602318,0.654469319,-0.036017807,0.637034363,0.178562446,0.268473613,0.665102407,-0.310555761,-0.122602318,0.574977084,-0.038439657,0.187914864,0.187914864,0.364282755,0.515848915,-0.310555761,-0.122602318,0.605092185,-0.05229075,0.079056468,0.139265616,0.457689605,0.304279612,-0.310555761,-0.122602318,0.448439968,-0.065955835,0.108468942,0.232223193,0.489652438,0.474261283,-0.310555761,-0.122602318,0.747766495,-0.070267433,0.189696451,1.022719036,0.260392106,3.927611528,-0.071315213,-0.122602318,14.34082564,-0.035161171,0.065358137,1.160379914,0.203948027,5.689586363,-0.023240459,-0.122602318,49.92930308,-0.026708283,0.289022677,0.291737653,0.141326003,2.064288579,-0.073119043,-0.122602318,3.989899797,-0.019598573,-0.019490635,-0.019543654,0.223402485,-0.087481813,-0.208339532,-0.122602318,-0.09380675,-0.032628725,0.420830496,0.422202187,0.190867555,2.212016535,-0.14019879,-0.122602318,3.011453855,-0.026427581
ROAGROWTH_SEMI',0.999284167,0.213815406,0.251705938,0.849465087,-0.311844854,-0.123759789,0.685646735,-0.03588948,0.663357579,0.18484591,0.268291618,0.688973855,-0.311844854,-0.123759789,0.592749592,-0.038392124,0.207373182,0.207373182,0.361087268,0.574302116,-0.311844854,-0.123759789,0.664988309,-0.051763841,0.098757986,0.175142026,0.45165521,0.387778158,-0.311844854,-0.123759789,0.561631925,-0.064961668,0.12629848,0.272746218,0.483257694,0.564390844,-0.310202813,-0.123759789,0.879251274,-0.06921844,0.207038862,1.144989056,0.260409689,4.396875789,-0.068758463,-0.123759789,16.65233637,-0.034933338,0.082007126,1.608954304,0.209574782,7.677232403,-0.021220236,-0.123759789,75.82169645,-0.02678533,0.307399375,0.310306763,0.140239932,2.212684782,-0.074168966,-0.123759789,4.183781694,-0.019383785,-0.019034485,-0.019086276,0.225956319,-0.084468873,-0.204560641,-0.123759789,-0.093303754,-0.032997799,0.418765009,0.42012903,0.193938147,2.166304244,-0.128624659,-0.123759789,3.266317923,-0.026879804
ROAGROWTH_TTM',0.90953565,0.198322373,0.247111997,0.802560681,-0.297208413,-0.115843169,0.667283846,-0.035273874,0.577146803,0.164011774,0.263230914,0.623071857,-0.297208413,-0.115843169,0.551840954,-0.037728589,0.205218325,0.205218325,0.352386873,0.582366542,-0.297208413,-0.115843169,0.690486258,-0.050512206,0.078105174,0.137545046,0.437929086,0.314080637,-0.297208413,-0.115843169,0.462789882,-0.063109801,0.10997948,0.235630584,0.468152476,0.50332017,-0.296233675,-0.115843169,0.795421329,-0.067156189,0.200901636,1.101100497,0.246395672,4.468830505,-0.067335706,-0.115843169,16.35240148,-0.032980453,0.077668104,1.484474369,0.198890712,7.463769185,-0.02145035,-0.115843169,69.20513428,-0.025424188,0.296745345,0.299540916,0.138472608,2.163178112,-0.071494642,-0.115843169,4.189697374,-0.019159245,-0.042206138,-0.042319601,0.225728425,-0.187480157,-0.21199384,-0.115843169,-0.199626558,-0.033059954,0.42606688,0.427458052,0.192504045,2.220514648,-0.12609772,-0.115843169,3.389895179,-0.026650949
ROEGROWTH',0.977030559,0.210021299,0.252732611,0.831001975,-0.314818075,-0.126187152,0.667119572,-0.036050877,0.665768249,0.185418025,0.269648147,0.687629517,-0.314818075,-0.126187152,0.588968804,-0.038586924,0.182385236,0.182385236,0.369872128,0.493103487,-0.314818075,-0.126187152,0.57933534,-0.053117755,0.07153418,0.125689932,0.46494007,0.27033577,-0.314818075,-0.126187152,0.399246238,-0.067049421,0.104306164,0.222857702,0.497424585,0.448023094,-0.314818075,-0.126187152,0.707893605,-0.071417523,0.189005429,1.017958498,0.26564714,3.831994949,-0.077122782,-0.126187152,13.19919311,-0.035932932,0.070087563,1.280000904,0.207647999,6.16428239,-0.023253289,-0.126187152,55.04601526,-0.027034583,0.274440211,0.277004063,0.134422099,2.060703302,-0.068843754,-0.126187152,4.023662962,-0.018638942,0.009507563,0.009533807,0.221109608,0.043118012,-0.203574509,-0.126187152,0.046832026,-0.032179565,0.434096284,0.435517432,0.190191427,2.289889919,-0.136280533,-0.126187152,3.195742065,-0.026292377
ROEGROWTH_SEMI',0.973734535,0.209456735,0.252936918,0.82809871,-0.316341992,-0.127176028,0.662121186,-0.036082369,0.659169353,0.183850619,0.269870544,0.681254858,-0.316341992,-0.127176028,0.581176777,-0.038624436,0.186820224,0.186820224,0.367090093,0.508921999,-0.316341992,-0.127176028,0.5905641,-0.052700323,0.079447711,0.139973557,0.458983322,0.304964363,-0.316341992,-0.127176028,0.442475422,-0.066139606,0.112608022,0.241571276,0.491073961,0.491924426,-0.31402302,-0.127176028,0.769278878,-0.070442232,0.20161603,1.106174168,0.264956691,4.174924457,-0.074302473,-0.127176028,14.88744748,-0.035664811,0.081241719,1.586588417,0.211587338,7.498503624,-0.019866975,-0.127176028,79.86059227,-0.02711166,0.268960986,0.271468414,0.136110177,1.994475512,-0.067908882,-0.127176028,3.997539142,-0.018901975,0.009724855,0.009751702,0.224121058,0.043510867,-0.202735312,-0.127176028,0.048100657,-0.032616133,0.427038906,0.428433701,0.194839506,2.198905701,-0.126400013,-0.127176028,3.38950678,-0.026987744
ROEGROWTH_TTM',0.923142392,0.200704533,0.248179157,0.808708254,-0.308120683,-0.12039404,0.651382865,-0.035420752,0.58828229,0.166744864,0.265064412,0.629072996,-0.308120683,-0.12039404,0.541167385,-0.037985131,0.189758571,0.189758571,0.358122315,0.529870837,-0.308120683,-0.12039404,0.615857946,-0.051393087,0.056940936,0.099546684,0.444953164,0.22372396,-0.308120683,-0.12039404,0.323076929,-0.064258159,0.094810121,0.201628864,0.475669496,0.423884369,-0.306198433,-0.12039404,0.658490843,-0.068349046,0.202384424,1.111641645,0.253403452,4.386844907,-0.072079394,-0.12039404,15.42246113,-0.033978075,0.076091287,1.440605376,0.200471716,7.186077942,-0.019835587,-0.12039404,72.6273116,-0.025724017,0.279687961,0.282306038,0.132668647,2.127903197,-0.066611236,-0.12039404,4.238114374,-0.018367164,-0.015342993,-0.015384818,0.224766261,-0.068448075,-0.210098432,-0.12039404,-0.073226715,-0.032810032,0.444014859,0.445473206,0.193319446,2.30433728,-0.127450612,-0.12039404,3.495261414,-0.026719789
REVOAGROWTH',1.292302835,0.261147053,0.258912262,1.008631462,-0.309732817,-0.126334727,0.843136532,-0.036783035,0.948514669,0.249015688,0.275050826,0.905344266,-0.309732817,-0.126334727,0.803969338,-0.03916267,0.350639525,0.350639525,0.362583609,0.967058401,-0.309732817,-0.126334727,1.132070954,-0.051534281,0.261774923,0.489512276,0.452344485,1.082167004,-0.309732817,-0.126334727,1.580434006,-0.064117667,0.256253849,0.58820647,0.483928014,1.215483404,-0.309732817,-0.126334727,1.899077005,-0.068445692,0.306894143,1.960870734,0.235602987,8.322775369,-0.054605515,-0.126334727,35.90975609,-0.030065899,0.066453655,1.18756437,0.235094628,5.051431339,-0.034888885,-0.126334727,34.03847342,-0.031185324,0.261938512,0.264373915,0.152553251,1.732994308,-0.080272686,-0.126334727,3.293447957,-0.021317852,0.007727778,0.00774909,0.243096052,0.03187666,-0.231127712,-0.126334727,0.033527309,-0.035379522,0.428593518,0.42999411,0.196840385,2.184481147,-0.119874614,-0.126334727,3.587032275,-0.027274215
REVOAGROWTH_SEMI',1.254408951,0.255280975,0.258383,0.98799447,-0.304193809,-0.124375033,0.839205031,-0.036724803,0.91496172,0.24180489,0.274567189,0.880676569,-0.304193809,-0.124375033,0.794904045,-0.039115586,0.360012679,0.360012679,0.360025167,0.999965314,-0.304193809,-0.124375033,1.183497717,-0.0511367,0.256760083,0.479382123,0.448239503,1.069477634,-0.304193809,-0.124375033,1.575910185,-0.06355245,0.253620452,0.581462771,0.480151903,1.210997535,-0.304193809,-0.124375033,1.911487849,-0.067918009,0.310666217,1.995682348,0.240547829,8.296405554,-0.055321899,-0.124375033,36.07400302,-0.030738024,0.069107536,1.254725049,0.238340709,5.264417712,-0.035728996,-0.124375033,35.11783696,-0.031538103,0.269127359,0.271636498,0.150820601,1.801056991,-0.07840245,-0.124375033,3.464642975,-0.021042934,-0.014657015,-0.014696984,0.245619174,-0.05983647,-0.238819803,-0.124375033,-0.061540057,-0.035835283,0.434457503,0.435880003,0.197924393,2.202255096,-0.12394361,-0.124375033,3.51676058,-0.027415522
REVOAGROWTH_TTM',1.196318535,0.246148954,0.259150599,0.949829772,-0.310859635,-0.126332947,0.791833119,-0.036865168,0.858607672,0.229502006,0.275877753,0.831897476,-0.310859635,-0.126332947,0.738281787,-0.039345207,0.365500216,0.365500216,0.36171557,1.010463044,-0.310859635,-0.126332947,1.175772519,-0.051365101,0.257517245,0.480909772,0.448026996,1.07339463,-0.310859635,-0.126332947,1.547031903,-0.063517306,0.255051445,0.585125506,0.479803111,1.219511698,-0.310859635,-0.126332947,1.882282037,-0.067858202,0.322575892,2.107620637,0.239629023,8.795347949,-0.057092421,-0.126332947,36.91594406,-0.0304604,0.081911292,1.606144267,0.241859766,6.64080799,-0.036330473,-0.126332947,44.20928617,-0.031480363,0.256945221,0.25932961,0.147693814,1.755859665,-0.076752661,-0.126332947,3.37877028,-0.020626449,-0.022880837,-0.02294297,0.246612927,-0.093032308,-0.242283156,-0.126332947,-0.094694862,-0.036012923,0.422058608,0.423434863,0.202819524,2.087742119,-0.131009946,-0.126332947,3.232081811,-0.028161525
REVOEGROWTH',1.185272128,0.244392785,0.257133821,0.950449786,-0.312894041,-0.129277865,0.781072034,-0.036578059,0.867674186,0.231497985,0.274019805,0.844822092,-0.312894041,-0.129277865,0.739860637,-0.039069201,0.338980762,0.338980762,0.364580747,0.929782399,-0.312894041,-0.129277865,1.083372378,-0.051857446,0.252133483,0.470061775,0.454348163,1.034584957,-0.312894041,-0.129277865,1.502303378,-0.064458718,0.250333392,0.573065556,0.486146793,1.178791188,-0.312894041,-0.129277865,1.831500383,-0.068802735,0.306344506,1.955823817,0.237484318,8.235591442,-0.054915778,-0.129277865,35.61497049,-0.030345804,0.064387256,1.136547753,0.233077374,4.876268058,-0.033148756,-0.129277865,34.28628631,-0.03098491,0.260364042,0.262783342,0.143987442,1.825043482,-0.076013999,-0.129277865,3.457038777,-0.020076048,-0.027973243,-0.028049004,0.239095734,-0.11731286,-0.234594059,-0.129277865,-0.119564001,-0.034942402,0.424559761,0.425945321,0.19694699,2.162740957,-0.117389504,-0.129277865,3.628478769,-0.027300963
REVOEGROWTH_SEMI',1.133561702,0.236085702,0.257176145,0.917992226,-0.312280093,-0.128620754,0.756006248,-0.036610852,0.819375866,0.220789569,0.274406643,0.804607229,-0.312280093,-0.128620754,0.707024155,-0.039160068,0.334413363,0.334413363,0.364503577,0.917448782,-0.312280093,-0.128620754,1.070876339,-0.051859929,0.235984043,0.437721032,0.453491096,0.965225197,-0.312280093,-0.128620754,1.401693678,-0.064423607,0.238145738,0.542128373,0.485583963,1.116446204,-0.312280093,-0.128620754,1.736032442,-0.068799628,0.304921867,1.942790851,0.241897685,8.031456991,-0.055469391,-0.128620754,35.02455684,-0.03100404,0.067454596,1.212676072,0.236831984,5.120406685,-0.032800256,-0.128620754,36.97154325,-0.031392858,0.258507861,0.260908197,0.141442191,1.84462779,-0.075351635,-0.128620754,3.462541966,-0.01971142,-0.045040373,-0.045161273,0.239637837,-0.188456354,-0.245714058,-0.128620754,-0.183796049,-0.035091659,0.436320633,0.437750107,0.199398996,2.195347599,-0.128809162,-0.128620754,3.398439211,-0.027624712
REVOEGROWTH_TTM',1.127370645,0.235081445,0.25756233,0.91271672,-0.316169414,-0.129641279,0.74353,-0.036670089,0.784044242,0.212835425,0.274938313,0.774120645,-0.316169414,-0.129641279,0.673168924,-0.039263134,0.35712884,0.35712884,0.365467208,0.97718436,-0.316169414,-0.129641279,1.129548981,-0.051932144,0.241447896,0.448629361,0.452430644,0.991598088,-0.316169414,-0.129641279,1.418952438,-0.064240212,0.244858366,0.559129199,0.484436432,1.154184868,-0.316169414,-0.129641279,1.768448097,-0.068590819,0.313537584,2.022387566,0.240300954,8.416061332,-0.057648281,-0.129641279,35.08148962,-0.030667275,0.075154395,1.414877773,0.237816252,5.949457873,-0.033893006,-0.129641279,41.74541948,-0.031192464,0.261217232,0.263645256,0.138810979,1.899311267,-0.070028933,-0.129641279,3.764804721,-0.019319741,-0.042768624,-0.042883564,0.241433236,-0.177620797,-0.245344259,-0.129641279,-0.174789351,-0.035342874,0.419409945,0.42077636,0.202267626,2.080295139,-0.131463736,-0.129641279,3.200702899,-0.028088729
OPCFOAGROWTH',1.158752852,0.240150467,0.246212529,0.975378741,-0.299348109,-0.122850893,0.80224481,-0.03500669,0.858883141,0.229562746,0.263466322,0.871317229,-0.299348109,-0.122850893,0.766875551,-0.037544638,0.349051235,0.349051235,0.3612743,0.966166802,-0.299348109,-0.122850893,1.166037882,-0.051349799,0.211661341,0.389579395,0.450237614,0.865275096,-0.299348109,-0.122850893,1.301425942,-0.064090207,0.248473849,0.56832515,0.48077612,1.182099374,-0.299348109,-0.122850893,1.898542642,-0.06804108,0.307002565,1.961867055,0.249438897,7.865120799,-0.064181605,-0.122850893,30.56743536,-0.032073369,0.090549108,1.870892488,0.216115096,8.656926438,-0.025784733,-0.122850893,72.55814848,-0.027359972,0.233325081,0.235470415,0.126522573,1.861094097,-0.065679804,-0.122850893,3.585126635,-0.017619883,-0.018679564,-0.018730398,0.219063765,-0.085502035,-0.193841879,-0.122850893,-0.096627198,-0.03199522,0.472086283,0.473650925,0.187400709,2.52747669,-0.132778034,-0.122850893,3.567238563,-0.025782698
OPCFOAGROWTH_SEMI',0.972596376,0.209261626,0.248144743,0.843304693,-0.31724956,-0.122376462,0.659612029,-0.035387362,0.675979868,0.187835405,0.265860698,0.706518137,-0.31724956,-0.122376462,0.592074596,-0.038029231,0.24190038,0.24190038,0.366314046,0.660363374,-0.31724956,-0.122376462,0.762492404,-0.052407557,0.151402949,0.273268765,0.456426386,0.598713775,-0.31724956,-0.122376462,0.861368459,-0.065330602,0.175530321,0.38809315,0.488032561,0.79521979,-0.31724956,-0.122376462,1.223305559,-0.069565814,0.25103142,1.480142639,0.260920711,5.672767929,-0.072540355,-0.122376462,20.40440299,-0.034437417,0.081704079,1.600077859,0.218576523,7.320447036,-0.028487766,-0.122376462,56.16719345,-0.028106948,0.250362149,0.252679535,0.123206503,2.050861998,-0.061678677,-0.122376462,4.096708091,-0.017081964,-0.027475409,-0.027549841,0.218684616,-0.125979786,-0.208296931,-0.122376462,-0.132262347,-0.031975968,0.408881555,0.410208991,0.190682116,2.151271445,-0.128335893,-0.122376462,3.196369949,-0.026434178
OPCFOAGROWTH_TTM',1.058110391,0.223700518,0.249148968,0.897858497,-0.318953032,-0.125372316,0.701358809,-0.035486,0.758373202,0.206990038,0.267250678,0.774516418,-0.318953032,-0.125372316,0.648967143,-0.038167352,0.267066959,0.267066959,0.367589365,0.726536141,-0.318953032,-0.125372316,0.837323782,-0.052512531,0.147761739,0.266376511,0.4568544,0.583066533,-0.318953032,-0.125372316,0.835159051,-0.065414175,0.168432397,0.371150283,0.488857745,0.759219397,-0.318953032,-0.125372316,1.163651843,-0.069733217,0.273884164,1.669072107,0.251737734,6.630202308,-0.071500074,-0.125372316,23.34364152,-0.032816168,0.08373941,1.660230137,0.207116105,8.015939351,-0.025292339,-0.125372316,65.64162163,-0.026351449,0.245147278,0.247411792,0.118239956,2.092455044,-0.060554337,-0.125372316,4.085781518,-0.016375231,0.026714105,0.026788469,0.222505345,0.120394723,-0.190745265,-0.125372316,0.140441071,-0.032315036,0.402641455,0.403945891,0.193721535,2.085188366,-0.141826504,-0.125372316,2.848169275,-0.026893727
OPCFOEGROWTH',1.140221761,0.237163695,0.246968195,0.960300557,-0.299346348,-0.124751898,0.792271883,-0.035125954,0.839438712,0.225260522,0.264160212,0.852742055,-0.299346348,-0.124751898,0.752508,-0.03765924,0.349846414,0.349846414,0.364176914,0.960649619,-0.299346348,-0.124751898,1.168701123,-0.051767406,0.220060193,0.406125942,0.453318582,0.895895201,-0.299346348,-0.124751898,1.356709191,-0.064487775,0.257586261,0.591624101,0.484312634,1.221574783,-0.299346348,-0.124751898,1.976386563,-0.068493187,0.304411954,1.938130033,0.253077924,7.658234287,-0.064976071,-0.124751898,29.82836592,-0.032633273,0.087686506,1.780538074,0.212407448,8.382653653,-0.025324157,-0.124751898,70.30986608,-0.026946791,0.219638204,0.221646743,0.126015534,1.758884284,-0.067886822,-0.124751898,3.264945057,-0.017590691,-0.010638406,-0.010667476,0.217268825,-0.049098053,-0.188082457,-0.124751898,-0.056717019,-0.031701961,0.453755768,0.455250831,0.189093981,2.407537404,-0.137739951,-0.124751898,3.305147323,-0.026078689
