symbol,symbol1,SEHKENG,GICSCODE,GICSENG,LOTSIZE
945 HK Equity,00945.HK,Financials,40,Financials,100
946 HK Equity,00946.HK,#N/A,#N/A,#N/A,#N/A
947 HK Equity,00947.HK,Information Technology,45,Information Technology,1000
948 HK Equity,00948.HK,Information Technology,45,Information Technology,2000
950 HK Equity,00950.HK,Healthcare,35,Health Care,500
951 HK Equity,00951.HK,Industrials,25,Consumer Discretionary,1000
952 HK Equity,00952.HK,Financials,40,Financials,10000
953 HK Equity,00953.HK,Consumer Discretionary,50,Communication Services,2000
954 HK Equity,00954.HK,Consumer Staples,15,Materials,4000
955 HK Equity,00955.HK,#N/A,#N/A,#N/A,#N/A
956 HK Equity,00956.HK,Utilities,55,Utilities,1000
958 HK Equity,00958.HK,#N/A,#N/A,#N/A,#N/A
959 HK Equity,00959.HK,Consumer Discretionary,25,Consumer Discretionary,2000
960 HK Equity,00960.HK,Properties & Construction,60,Real Estate,500
963 HK Equity,00963.HK,#N/A,#N/A,#N/A,#N/A
966 HK Equity,00966.HK,Financials,40,Financials,200
967 HK Equity,00967.HK,Utilities,55,Utilities,1000
968 HK Equity,00968.HK,Industrials,55,Utilities,2000
969 HK Equity,00969.HK,Consumer Staples,30,Consumer Staples,2000
970 HK Equity,00970.HK,Consumer Discretionary,25,Consumer Discretionary,8000
973 HK Equity,00973.HK,Consumer Discretionary,30,Consumer Staples,250
974 HK Equity,00974.HK,Consumer Discretionary,30,Consumer Staples,1000
975 HK Equity,00975.HK,Energy,10,Energy,3000
976 HK Equity,00976.HK,Materials,15,Materials,2000
978 HK Equity,00978.HK,Properties & Construction,60,Real Estate,2000
979 HK Equity,00979.HK,Industrials,55,Utilities,2000
980 HK Equity,00980.HK,Consumer Staples,30,Consumer Staples,1000
981 HK Equity,00981.HK,Information Technology,45,Information Technology,500
982 HK Equity,00982.HK,Financials,40,Financials,20000
983 HK Equity,00983.HK,Properties & Construction,20,Industrials,2000
984 HK Equity,00984.HK,Consumer Staples,25,Consumer Discretionary,500
985 HK Equity,00985.HK,Materials,15,Materials,8000
986 HK Equity,00986.HK,Consumer Discretionary,25,Consumer Discretionary,2000
987 HK Equity,00987.HK,Utilities,55,Utilities,2000
988 HK Equity,00988.HK,Industrials,20,Industrials,3000
989 HK Equity,00989.HK,Properties & Construction,60,Real Estate,5000
990 HK Equity,00990.HK,Materials,25,Consumer Discretionary,10000
991 HK Equity,00991.HK,Utilities,55,Utilities,2000
992 HK Equity,00992.HK,Information Technology,45,Information Technology,2000
993 HK Equity,00993.HK,Financials,40,Financials,1000
994 HK Equity,00994.HK,Properties & Construction,20,Industrials,4000
995 HK Equity,00995.HK,Industrials,20,Industrials,2000
996 HK Equity,00996.HK,Properties & Construction,60,Real Estate,10000
997 HK Equity,00997.HK,Industrials,25,Consumer Discretionary,5000
998 HK Equity,00998.HK,Financials,40,Financials,1000
999 HK Equity,00999.HK,Consumer Discretionary,25,Consumer Discretionary,2000
1000 HK Equity,01000.HK,Consumer Discretionary,50,Communication Services,500
1001 HK Equity,01001.HK,Materials,20,Industrials,2000
1002 HK Equity,01002.HK,Industrials,20,Industrials,4000
1003 HK Equity,01003.HK,Consumer Discretionary,50,Communication Services,10000
1004 HK Equity,01004.HK,Utilities,40,Financials,2000
1005 HK Equity,01005.HK,Consumer Discretionary,25,Consumer Discretionary,2000
1006 HK Equity,01006.HK,Consumer Staples,30,Consumer Staples,1000
1007 HK Equity,01007.HK,Consumer Discretionary,30,Consumer Staples,20000
1008 HK Equity,01008.HK,Industrials,20,Industrials,2000
1009 HK Equity,01009.HK,Properties & Construction,60,Real Estate,2000
1010 HK Equity,01010.HK,Information Technology,45,Information Technology,2000
1011 HK Equity,01011.HK,Healthcare,35,Health Care,500
1013 HK Equity,01013.HK,Information Technology,45,Information Technology,2000
1019 HK Equity,01019.HK,Financials,40,Financials,6000
1020 HK Equity,01020.HK,Information Technology,45,Information Technology,4000
1021 HK Equity,01021.HK,#N/A,#N/A,#N/A,#N/A
1022 HK Equity,01022.HK,Information Technology,45,Information Technology,1500
1023 HK Equity,01023.HK,Consumer Discretionary,25,Consumer Discretionary,1000
1025 HK Equity,01025.HK,Consumer Discretionary,25,Consumer Discretionary,4000
1026 HK Equity,01026.HK,Utilities,55,Utilities,10000
1027 HK Equity,01027.HK,Consumer Discretionary,25,Consumer Discretionary,10000
1028 HK Equity,01028.HK,Consumer Discretionary,25,Consumer Discretionary,1000
1029 HK Equity,01029.HK,Materials,15,Materials,2000
1030 HK Equity,01030.HK,Properties & Construction,60,Real Estate,2000
1031 HK Equity,01031.HK,Financials,40,Financials,2000
1033 HK Equity,01033.HK,Energy,10,Energy,2000
1034 HK Equity,01034.HK,Properties & Construction,20,Industrials,8000
1035 HK Equity,01035.HK,#N/A,#N/A,#N/A,#N/A
1036 HK Equity,01036.HK,Properties & Construction,60,Real Estate,1000
1037 HK Equity,01037.HK,Information Technology,45,Information Technology,2000
1038 HK Equity,01038.HK,Utilities,55,Utilities,500
1039 HK Equity,01039.HK,Information Technology,25,Consumer Discretionary,1000
1041 HK Equity,01041.HK,Financials,40,Financials,10000
1043 HK Equity,01043.HK,Industrials,55,Utilities,2000
1044 HK Equity,01044.HK,Consumer Staples,30,Consumer Staples,500
1045 HK Equity,01045.HK,Telecommunications,50,Communication Services,2000
1046 HK Equity,01046.HK,Consumer Discretionary,50,Communication Services,5000
1047 HK Equity,01047.HK,Materials,15,Materials,2000
1048 HK Equity,01048.HK,#N/A,#N/A,#N/A,#N/A
1049 HK Equity,01049.HK,Consumer Discretionary,25,Consumer Discretionary,6000
1050 HK Equity,01050.HK,Information Technology,45,Information Technology,2000
1051 HK Equity,01051.HK,Financials,40,Financials,3000
1052 HK Equity,01052.HK,Industrials,20,Industrials,2000
1053 HK Equity,01053.HK,Materials,15,Materials,2000
1055 HK Equity,01055.HK,Consumer Discretionary,20,Industrials,2000
1057 HK Equity,01057.HK,Consumer Discretionary,25,Consumer Discretionary,2000
1058 HK Equity,01058.HK,Consumer Discretionary,25,Consumer Discretionary,2000
1059 HK Equity,01059.HK,Information Technology,45,Information Technology,3000
1060 HK Equity,01060.HK,Consumer Discretionary,50,Communication Services,10000
1061 HK Equity,01061.HK,Healthcare,35,Health Care,1000
1063 HK Equity,01063.HK,Information Technology,45,Information Technology,10000
1064 HK Equity,01064.HK,Properties & Construction,60,Real Estate,5000
1065 HK Equity,01065.HK,Utilities,55,Utilities,2000
1066 HK Equity,01066.HK,Healthcare,35,Health Care,4000
1068 HK Equity,01068.HK,Consumer Staples,30,Consumer Staples,1000
1069 HK Equity,01069.HK,Materials,55,Utilities,40000
1070 HK Equity,01070.HK,Consumer Discretionary,25,Consumer Discretionary,1000
1071 HK Equity,01071.HK,Utilities,55,Utilities,2000
1072 HK Equity,01072.HK,Industrials,20,Industrials,200
1073 HK Equity,01073.HK,Materials,15,Materials,5000
1075 HK Equity,01075.HK,Information Technology,45,Information Technology,6000
1076 HK Equity,01076.HK,Consumer Discretionary,25,Consumer Discretionary,20000
1079 HK Equity,01079.HK,Information Technology,45,Information Technology,2000
1080 HK Equity,01080.HK,Energy,10,Energy,1500
1082 HK Equity,01082.HK,Consumer Discretionary,25,Consumer Discretionary,4000
1083 HK Equity,01083.HK,Utilities,55,Utilities,1000
1084 HK Equity,01084.HK,Consumer Staples,15,Materials,2000
1085 HK Equity,01085.HK,Information Technology,20,Industrials,2000
1086 HK Equity,01086.HK,Consumer Discretionary,25,Consumer Discretionary,1000
1087 HK Equity,01087.HK,Information Technology,45,Information Technology,1000
1088 HK Equity,01088.HK,Energy,10,Energy,500
1089 HK Equity,01089.HK,Information Technology,45,Information Technology,5000
1090 HK Equity,01090.HK,Materials,15,Materials,2000
1091 HK Equity,01091.HK,Materials,15,Materials,1000
1093 HK Equity,01093.HK,Healthcare,35,Health Care,2000
1094 HK Equity,01094.HK,Information Technology,45,Information Technology,8000
1096 HK Equity,01096.HK,Utilities,55,Utilities,2000
1097 HK Equity,01097.HK,Consumer Discretionary,50,Communication Services,20000
1098 HK Equity,01098.HK,Properties & Construction,60,Real Estate,1000
1099 HK Equity,01099.HK,Healthcare,35,Health Care,400
1100 HK Equity,01100.HK,Consumer Discretionary,25,Consumer Discretionary,2000
1101 HK Equity,01101.HK,Energy,20,Industrials,2000
1102 HK Equity,01102.HK,Properties & Construction,15,Materials,2000
1103 HK Equity,01103.HK,Materials,15,Materials,8000
1104 HK Equity,01104.HK,Materials,20,Industrials,20000
1105 HK Equity,01105.HK,Consumer Discretionary,50,Communication Services,2000
1106 HK Equity,01106.HK,Industrials,15,Materials,20000
1107 HK Equity,01107.HK,Properties & Construction,60,Real Estate,2000
1108 HK Equity,01108.HK,Industrials,15,Materials,2000
1109 HK Equity,01109.HK,Properties & Construction,60,Real Estate,2000
1110 HK Equity,01110.HK,Healthcare,35,Health Care,4000
1111 HK Equity,01111.HK,Financials,40,Financials,1000
1112 HK Equity,01112.HK,Consumer Staples,30,Consumer Staples,500
1113 HK Equity,01113.HK,Properties & Construction,60,Real Estate,500
1114 HK Equity,01114.HK,Consumer Discretionary,25,Consumer Discretionary,2000
1115 HK Equity,01115.HK,Consumer Staples,30,Consumer Staples,1000
1116 HK Equity,01116.HK,Materials,15,Materials,10000
1117 HK Equity,01117.HK,Consumer Staples,30,Consumer Staples,1000
1118 HK Equity,01118.HK,Properties & Construction,15,Materials,10000
1119 HK Equity,01119.HK,Information Technology,50,Communication Services,400
1120 HK Equity,01120.HK,Consumer Discretionary,25,Consumer Discretionary,2000
1121 HK Equity,01121.HK,Consumer Discretionary,25,Consumer Discretionary,2000
1122 HK Equity,01122.HK,Industrials,25,Consumer Discretionary,2000
1123 HK Equity,01123.HK,Consumer Discretionary,25,Consumer Discretionary,2000
1124 HK Equity,01124.HK,Properties & Construction,60,Real Estate,2000
1125 HK Equity,01125.HK,Properties & Construction,60,Real Estate,400
1126 HK Equity,01126.HK,Consumer Discretionary,25,Consumer Discretionary,2000
1127 HK Equity,01127.HK,Industrials,20,Industrials,4000
1128 HK Equity,01128.HK,Consumer Discretionary,25,Consumer Discretionary,400
1129 HK Equity,01129.HK,Utilities,55,Utilities,4000
1130 HK Equity,01130.HK,Industrials,25,Consumer Discretionary,4000
1131 HK Equity,01131.HK,Energy,10,Energy,5000
1132 HK Equity,01132.HK,Consumer Discretionary,50,Communication Services,5000
1133 HK Equity,01133.HK,Industrials,20,Industrials,2000
1134 HK Equity,01134.HK,Consumer Discretionary,25,Consumer Discretionary,4000
1135 HK Equity,01135.HK,#N/A,#N/A,#N/A,#N/A
1136 HK Equity,01136.HK,#N/A,#N/A,#N/A,#N/A
1137 HK Equity,01137.HK,Information Technology,50,Communication Services,1000
1138 HK Equity,01138.HK,Industrials,20,Industrials,2000
1139 HK Equity,01139.HK,Consumer Discretionary,25,Consumer Discretionary,16000
1140 HK Equity,01140.HK,Financials,40,Financials,4000
1141 HK Equity,01141.HK,Financials,40,Financials,10000
1142 HK Equity,01142.HK,Materials,15,Materials,4000
1143 HK Equity,01143.HK,Consumer Discretionary,45,Information Technology,4000
1145 HK Equity,01145.HK,Industrials,20,Industrials,1000
1146 HK Equity,01146.HK,Consumer Discretionary,25,Consumer Discretionary,2000
1147 HK Equity,01147.HK,Information Technology,45,Information Technology,10000
1148 HK Equity,01148.HK,Consumer Discretionary,25,Consumer Discretionary,1000
1149 HK Equity,01149.HK,#N/A,#N/A,#N/A,#N/A
1150 HK Equity,01150.HK,Consumer Discretionary,25,Consumer Discretionary,10000
1151 HK Equity,01151.HK,Industrials,45,Information Technology,500
1152 HK Equity,01152.HK,Consumer Staples,30,Consumer Staples,2000
1155 HK Equity,01155.HK,Information Technology,45,Information Technology,1000
1156 HK Equity,01156.HK,Energy,10,Energy,4000
1157 HK Equity,01157.HK,Industrials,20,Industrials,200
1158 HK Equity,01158.HK,Consumer Discretionary,25,Consumer Discretionary,200
1159 HK Equity,01159.HK,Consumer Discretionary,50,Communication Services,500
1160 HK Equity,01160.HK,Financials,40,Financials,100000
1161 HK Equity,01161.HK,Healthcare,35,Health Care,2000
1162 HK Equity,01162.HK,Properties & Construction,20,Industrials,8000
1163 HK Equity,01163.HK,Consumer Discretionary,50,Communication Services,2500
1164 HK Equity,01164.HK,Materials,20,Industrials,5000
1165 HK Equity,01165.HK,Utilities,20,Industrials,2000
1166 HK Equity,01166.HK,Industrials,45,Information Technology,20000
1167 HK Equity,01167.HK,#N/A,#N/A,#N/A,#N/A
1168 HK Equity,01168.HK,Properties & Construction,60,Real Estate,2000
1169 HK Equity,01169.HK,Consumer Discretionary,25,Consumer Discretionary,1000
1170 HK Equity,01170.HK,Consumer Discretionary,25,Consumer Discretionary,2000
1171 HK Equity,01171.HK,Energy,10,Energy,2000
1172 HK Equity,01172.HK,Industrials,20,Industrials,20000
1173 HK Equity,01173.HK,Consumer Staples,35,Health Care,20000
1174 HK Equity,01174.HK,#N/A,#N/A,#N/A,#N/A
1175 HK Equity,01175.HK,Consumer Staples,30,Consumer Staples,10000
1176 HK Equity,01176.HK,Properties & Construction,60,Real Estate,2000
1177 HK Equity,01177.HK,Healthcare,35,Health Care,1000
1178 HK Equity,01178.HK,Conglomerates,35,Health Care,5000
1179 HK Equity,01179.HK,Consumer Discretionary,25,Consumer Discretionary,50
1180 HK Equity,01180.HK,Consumer Discretionary,25,Consumer Discretionary,4000
1181 HK Equity,01181.HK,Consumer Discretionary,25,Consumer Discretionary,2000
1182 HK Equity,01182.HK,Consumer Discretionary,25,Consumer Discretionary,10000
1183 HK Equity,01183.HK,Properties & Construction,20,Industrials,2000
1184 HK Equity,01184.HK,Industrials,45,Information Technology,2000
1185 HK Equity,01185.HK,Industrials,20,Industrials,2000
1186 HK Equity,01186.HK,Properties & Construction,20,Industrials,500
1187 HK Equity,01187.HK,#N/A,#N/A,#N/A,#N/A
1188 HK Equity,01188.HK,Consumer Discretionary,25,Consumer Discretionary,2000
1189 HK Equity,01189.HK,Consumer Discretionary,25,Consumer Discretionary,10000
1190 HK Equity,01190.HK,Consumer Discretionary,25,Consumer Discretionary,2000
1191 HK Equity,01191.HK,Financials,60,Real Estate,20000
1192 HK Equity,01192.HK,Industrials,10,Energy,20000
1193 HK Equity,01193.HK,Utilities,55,Utilities,2000
1194 HK Equity,01194.HK,Materials,15,Materials,4000
1195 HK Equity,01195.HK,Properties & Construction,60,Real Estate,4000
1196 HK Equity,01196.HK,Industrials,20,Industrials,2000
1197 HK Equity,01197.HK,#N/A,#N/A,#N/A,#N/A
1198 HK Equity,01198.HK,Consumer Discretionary,25,Consumer Discretionary,2000
1199 HK Equity,01199.HK,Industrials,20,Industrials,2000
1200 HK Equity,01200.HK,Properties & Construction,60,Real Estate,2000
1201 HK Equity,01201.HK,Properties & Construction,60,Real Estate,3000
1202 HK Equity,01202.HK,Information Technology,45,Information Technology,2000
1203 HK Equity,01203.HK,Materials,15,Materials,2000
1205 HK Equity,01205.HK,Materials,20,Industrials,2000
1206 HK Equity,01206.HK,Information Technology,45,Information Technology,2000
1207 HK Equity,01207.HK,Properties & Construction,60,Real Estate,2000
1208 HK Equity,01208.HK,Materials,15,Materials,4000
1210 HK Equity,01210.HK,Consumer Staples,30,Consumer Staples,2000
1211 HK Equity,01211.HK,Consumer Discretionary,25,Consumer Discretionary,500
1212 HK Equity,01212.HK,Consumer Discretionary,25,Consumer Discretionary,500
1213 HK Equity,01213.HK,Industrials,20,Industrials,2000
1215 HK Equity,01215.HK,Consumer Discretionary,25,Consumer Discretionary,20000
1216 HK Equity,01216.HK,Financials,40,Financials,1000
1217 HK Equity,01217.HK,Financials,40,Financials,40000
1218 HK Equity,01218.HK,Properties & Construction,60,Real Estate,1000
1219 HK Equity,01219.HK,Consumer Staples,30,Consumer Staples,1000
1220 HK Equity,01220.HK,Properties & Construction,20,Industrials,30000
1221 HK Equity,01221.HK,Consumer Discretionary,25,Consumer Discretionary,2000
1222 HK Equity,01222.HK,Properties & Construction,20,Industrials,20000
1223 HK Equity,01223.HK,Consumer Discretionary,25,Consumer Discretionary,10000
1224 HK Equity,01224.HK,Properties & Construction,60,Real Estate,1000
1225 HK Equity,01225.HK,Financials,40,Financials,20000
1226 HK Equity,01226.HK,Financials,40,Financials,10000
1227 HK Equity,01227.HK,Financials,40,Financials,20000
1228 HK Equity,01228.HK,#N/A,#N/A,#N/A,#N/A
1229 HK Equity,01229.HK,Energy,10,Energy,2000
1230 HK Equity,01230.HK,Consumer Staples,30,Consumer Staples,1000
1231 HK Equity,01231.HK,Materials,15,Materials,2000
1232 HK Equity,01232.HK,Properties & Construction,60,Real Estate,2000
1233 HK Equity,01233.HK,Properties & Construction,60,Real Estate,1000
1234 HK Equity,01234.HK,Consumer Discretionary,25,Consumer Discretionary,1000
1235 HK Equity,01235.HK,Consumer Discretionary,25,Consumer Discretionary,5000
1236 HK Equity,01236.HK,#N/A,#N/A,#N/A,#N/A
1237 HK Equity,01237.HK,Consumer Discretionary,25,Consumer Discretionary,10000
1238 HK Equity,01238.HK,Properties & Construction,60,Real Estate,1000
1239 HK Equity,01239.HK,Industrials,15,Materials,20000
1240 HK Equity,01240.HK,Properties & Construction,20,Industrials,2500
1241 HK Equity,01241.HK,Consumer Discretionary,25,Consumer Discretionary,2000
1243 HK Equity,01243.HK,Properties & Construction,60,Real Estate,4000
1245 HK Equity,01245.HK,Consumer Discretionary,25,Consumer Discretionary,2000
1246 HK Equity,01246.HK,Properties & Construction,20,Industrials,10000
1247 HK Equity,01247.HK,Consumer Discretionary,25,Consumer Discretionary,2000
1249 HK Equity,01249.HK,Consumer Discretionary,25,Consumer Discretionary,1000
1250 HK Equity,01250.HK,Utilities,55,Utilities,20000
1251 HK Equity,01251.HK,Energy,10,Energy,2000
1252 HK Equity,01252.HK,Properties & Construction,15,Materials,1000
1253 HK Equity,01253.HK,Properties & Construction,20,Industrials,4000
1255 HK Equity,01255.HK,Consumer Discretionary,25,Consumer Discretionary,2000
1257 HK Equity,01257.HK,Utilities,20,Industrials,1000
1258 HK Equity,01258.HK,Materials,15,Materials,1000
1259 HK Equity,01259.HK,Consumer Staples,30,Consumer Staples,1000
1260 HK Equity,01260.HK,Financials,40,Financials,2000
1262 HK Equity,01262.HK,Consumer Staples,30,Consumer Staples,1000
1263 HK Equity,01263.HK,Information Technology,45,Information Technology,2000
1265 HK Equity,01265.HK,Utilities,55,Utilities,10000
1266 HK Equity,01266.HK,Materials,15,Materials,1000
1268 HK Equity,01268.HK,Consumer Discretionary,25,Consumer Discretionary,2000
1269 HK Equity,01269.HK,Consumer Discretionary,25,Consumer Discretionary,2000
1270 HK Equity,01270.HK,Consumer Discretionary,25,Consumer Discretionary,2000
1271 HK Equity,01271.HK,Properties & Construction,20,Industrials,1000
1272 HK Equity,01272.HK,Industrials,20,Industrials,1000
1273 HK Equity,01273.HK,Financials,40,Financials,4000
1275 HK Equity,01275.HK,#N/A,#N/A,#N/A,#N/A
1277 HK Equity,01277.HK,Energy,10,Energy,2000
1278 HK Equity,01278.HK,Properties & Construction,60,Real Estate,2500
1280 HK Equity,01280.HK,Consumer Discretionary,25,Consumer Discretionary,2000
1281 HK Equity,01281.HK,Utilities,55,Utilities,1000
1282 HK Equity,01282.HK,Financials,20,Industrials,4000
1283 HK Equity,01283.HK,Properties & Construction,20,Industrials,5000
1285 HK Equity,01285.HK,Consumer Staples,30,Consumer Staples,1000
1286 HK Equity,01286.HK,Industrials,25,Consumer Discretionary,1000
1288 HK Equity,01288.HK,Financials,40,Financials,1000
1289 HK Equity,01289.HK,Industrials,20,Industrials,500
1290 HK Equity,01290.HK,Financials,40,Financials,2000
1292 HK Equity,01292.HK,Industrials,20,Industrials,1000
1293 HK Equity,01293.HK,Consumer Discretionary,25,Consumer Discretionary,500
1296 HK Equity,01296.HK,Industrials,55,Utilities,1000
1297 HK Equity,01297.HK,Information Technology,45,Information Technology,1000
1298 HK Equity,01298.HK,Healthcare,35,Health Care,1000
1299 HK Equity,01299.HK,Financials,40,Financials,200
1300 HK Equity,01300.HK,Information Technology,45,Information Technology,2000
1301 HK Equity,01301.HK,Industrials,20,Industrials,2000
1302 HK Equity,01302.HK,Healthcare,35,Health Care,2000
1303 HK Equity,01303.HK,Energy,15,Materials,2000
1305 HK Equity,01305.HK,Industrials,45,Information Technology,1000
1308 HK Equity,01308.HK,Industrials,20,Industrials,1000
1310 HK Equity,01310.HK,Telecommunications,50,Communication Services,500
1312 HK Equity,01312.HK,Properties & Construction,15,Materials,6000
1313 HK Equity,01313.HK,Properties & Construction,15,Materials,2000
1314 HK Equity,01314.HK,Consumer Discretionary,25,Consumer Discretionary,2000
1315 HK Equity,01315.HK,Properties & Construction,20,Industrials,2000
1316 HK Equity,01316.HK,Consumer Discretionary,25,Consumer Discretionary,1000
1317 HK Equity,01317.HK,Consumer Discretionary,25,Consumer Discretionary,2000
1318 HK Equity,01318.HK,#N/A,#N/A,#N/A,#N/A
1319 HK Equity,01319.HK,Financials,40,Financials,8000
1321 HK Equity,01321.HK,Properties & Construction,60,Real Estate,2000
1322 HK Equity,01322.HK,Industrials,20,Industrials,500
1323 HK Equity,01323.HK,Conglomerates,20,Industrials,2000
1326 HK Equity,01326.HK,Consumer Discretionary,50,Communication Services,8000
1327 HK Equity,01327.HK,Consumer Discretionary,25,Consumer Discretionary,10000
1328 HK Equity,01328.HK,Consumer Discretionary,20,Industrials,10000
1329 HK Equity,01329.HK,Properties & Construction,60,Real Estate,2000
1330 HK Equity,01330.HK,Industrials,20,Industrials,1000
1332 HK Equity,01332.HK,Industrials,15,Materials,10000
1333 HK Equity,01333.HK,Materials,15,Materials,400
1335 HK Equity,01335.HK,Industrials,15,Materials,2000
1336 HK Equity,01336.HK,Financials,40,Financials,100
1337 HK Equity,01337.HK,Information Technology,45,Information Technology,1000
1338 HK Equity,01338.HK,Consumer Staples,30,Consumer Staples,2000
1339 HK Equity,01339.HK,Financials,40,Financials,1000
1340 HK Equity,01340.HK,Consumer Staples,30,Consumer Staples,4000
1341 HK Equity,01341.HK,Industrials,20,Industrials,8000
1343 HK Equity,01343.HK,Properties & Construction,20,Industrials,5000
1345 HK Equity,01345.HK,Healthcare,35,Health Care,1000
1346 HK Equity,01346.HK,Consumer Discretionary,25,Consumer Discretionary,4000
1347 HK Equity,01347.HK,Information Technology,45,Information Technology,1000
1348 HK Equity,01348.HK,Consumer Discretionary,25,Consumer Discretionary,2000
1349 HK Equity,01349.HK,Healthcare,35,Health Care,1000
1353 HK Equity,01353.HK,Consumer Discretionary,25,Consumer Discretionary,1000
1355 HK Equity,01355.HK,Consumer Discretionary,25,Consumer Discretionary,2000
1356 HK Equity,01356.HK,#N/A,#N/A,#N/A,#N/A
1357 HK Equity,01357.HK,Information Technology,45,Information Technology,500
1358 HK Equity,01358.HK,Healthcare,35,Health Care,1000
1359 HK Equity,01359.HK,Financials,40,Financials,1000
1360 HK Equity,01360.HK,Consumer Discretionary,50,Communication Services,5000
1361 HK Equity,01361.HK,Consumer Discretionary,25,Consumer Discretionary,1000
1362 HK Equity,01362.HK,Information Technology,45,Information Technology,4000
1363 HK Equity,01363.HK,Utilities,55,Utilities,2000
1365 HK Equity,01365.HK,Consumer Discretionary,25,Consumer Discretionary,1000
1366 HK Equity,01366.HK,Industrials,20,Industrials,2000
1367 HK Equity,01367.HK,Consumer Discretionary,25,Consumer Discretionary,4000
1368 HK Equity,01368.HK,Consumer Discretionary,25,Consumer Discretionary,500
1369 HK Equity,01369.HK,Properties & Construction,60,Real Estate,2000
1370 HK Equity,01370.HK,Materials,15,Materials,1000
1371 HK Equity,01371.HK,Consumer Discretionary,25,Consumer Discretionary,10000
1372 HK Equity,01372.HK,Properties & Construction,20,Industrials,1000
1373 HK Equity,01373.HK,Consumer Discretionary,25,Consumer Discretionary,1000
1375 HK Equity,01375.HK,Financials,40,Financials,1000
1376 HK Equity,01376.HK,Properties & Construction,25,Consumer Discretionary,8000
1378 HK Equity,01378.HK,Materials,15,Materials,500
1380 HK Equity,01380.HK,Materials,15,Materials,20000
1381 HK Equity,01381.HK,Utilities,55,Utilities,1000
1382 HK Equity,01382.HK,Consumer Discretionary,25,Consumer Discretionary,1000
1383 HK Equity,01383.HK,Consumer Discretionary,25,Consumer Discretionary,10000
1385 HK Equity,01385.HK,Information Technology,45,Information Technology,2000
1386 HK Equity,01386.HK,Consumer Discretionary,25,Consumer Discretionary,1000
1387 HK Equity,01387.HK,Properties & Construction,60,Real Estate,2000
1388 HK Equity,01388.HK,Consumer Discretionary,25,Consumer Discretionary,1000
1389 HK Equity,01389.HK,Consumer Staples,30,Consumer Staples,4000
1390 HK Equity,01390.HK,#N/A,#N/A,#N/A,#N/A
1393 HK Equity,01393.HK,Energy,10,Energy,1000
1395 HK Equity,01395.HK,Utilities,55,Utilities,5000
1396 HK Equity,01396.HK,Properties & Construction,60,Real Estate,2000
1397 HK Equity,01397.HK,Consumer Discretionary,20,Industrials,4000
1398 HK Equity,01398.HK,Financials,40,Financials,1000
1399 HK Equity,01399.HK,Industrials,55,Utilities,2000
1400 HK Equity,01400.HK,Consumer Discretionary,25,Consumer Discretionary,5000
1401 HK Equity,01401.HK,Industrials,25,Consumer Discretionary,20000
1402 HK Equity,01402.HK,Information Technology,45,Information Technology,10000
1410 HK Equity,01410.HK,Information Technology,45,Information Technology,10000
1412 HK Equity,01412.HK,Industrials,15,Materials,2000
1415 HK Equity,01415.HK,Industrials,45,Information Technology,1000
1416 HK Equity,01416.HK,Properties & Construction,15,Materials,10000
1417 HK Equity,01417.HK,Properties & Construction,60,Real Estate,2000
1418 HK Equity,01418.HK,Consumer Discretionary,25,Consumer Discretionary,2000
1419 HK Equity,01419.HK,Healthcare,35,Health Care,2000
1420 HK Equity,01420.HK,Properties & Construction,20,Industrials,4000
1421 HK Equity,01421.HK,Properties & Construction,20,Industrials,5000
1425 HK Equity,01425.HK,Consumer Discretionary,25,Consumer Discretionary,5000
1426 HK Equity,01426.HK,#N/A,#N/A,#N/A,#N/A
1427 HK Equity,01427.HK,Properties & Construction,60,Real Estate,1000
1428 HK Equity,01428.HK,Financials,40,Financials,2000
1430 HK Equity,01430.HK,Utilities,55,Utilities,2000
1431 HK Equity,01431.HK,Consumer Staples,30,Consumer Staples,1000
1432 HK Equity,01432.HK,Consumer Staples,30,Consumer Staples,1000
1433 HK Equity,01433.HK,Industrials,25,Consumer Discretionary,10000
1438 HK Equity,01438.HK,#N/A,#N/A,#N/A,#N/A
1439 HK Equity,01439.HK,Industrials,15,Materials,5000
1442 HK Equity,01442.HK,Industrials,20,Industrials,10000
1443 HK Equity,01443.HK,Consumer Discretionary,25,Consumer Discretionary,2000
1446 HK Equity,01446.HK,Consumer Staples,30,Consumer Staples,2000
1447 HK Equity,01447.HK,Properties & Construction,20,Industrials,2000
1448 HK Equity,01448.HK,Consumer Discretionary,25,Consumer Discretionary,1000
1450 HK Equity,01450.HK,Information Technology,45,Information Technology,2000
1451 HK Equity,01451.HK,Industrials,20,Industrials,2000
1452 HK Equity,01452.HK,Industrials,15,Materials,1000
1456 HK Equity,01456.HK,Financials,40,Financials,500
1458 HK Equity,01458.HK,Consumer Staples,30,Consumer Staples,500
1459 HK Equity,01459.HK,Properties & Construction,20,Industrials,2000
1460 HK Equity,01460.HK,Information Technology,45,Information Technology,4000
1461 HK Equity,01461.HK,Financials,40,Financials,1000
1462 HK Equity,01462.HK,Properties & Construction,20,Industrials,2000
1463 HK Equity,01463.HK,Consumer Discretionary,20,Industrials,4000
1466 HK Equity,01466.HK,Consumer Discretionary,25,Consumer Discretionary,8000
1468 HK Equity,01468.HK,Conglomerates,25,Consumer Discretionary,10000
1469 HK Equity,01469.HK,Financials,40,Financials,4000
