symbol,gicsector,gicgroup,gicind,gicsubind,standard_ind,LOTSIZE
MTP,35,3520,352010,35201010,2836,1
MTR,10,1010,101020,10102020,6792,1
MTRN,15,1510,151040,15104020,3330,1
MTRX,10,1010,101010,10101020,1623,1
MTSC,45,4520,452030,45203010,3829,1
MTSI.1,45,4520,452020,45202020,3577,1
MTSI.2,35,3510,351010,35101020,3842,1
MTSI,45,4530,453010,45301020,3674,1
MTSL,45,4510,451030,45103010,7370,1
MTSM,30,3020,302010,30201020,2085,1
MTSN,45,4530,453010,45301010,3559,1
MTST.,20,2010,201040,20104010,3825,1
MTW,20,2010,201060,20106010,3530,1
MTX,15,1510,151010,15101050,1400,1
MTXX,35,3520,352020,35202010,2834,1
MTZ,20,2010,201030,20103010,1623,1
MU,45,4530,453010,45301020,3674,1
MUF,60,6010,601010,60101070,6798,1
MUFG,40,4010,401010,40101010,6020,1
MULE,45,4510,451010,45101010,7370,1
MUR,10,1010,101020,10102020,1311,1
MUSA.1,15,1510,151040,15104050,5051,1
MUSA.2,15,1510,151040,15104050,5051,1
MUSA,25,2550,255040,25504050,5500,1
MUSE,45,4510,451030,45103020,7372,1
MUX,15,1510,151040,15104030,1040,1
MV.2,45,4510,451020,45102020,6099,1
MVBF,40,4010,401010,40101015,6020,1
MVBI,40,4010,401010,40101010,6020,1
MVC,40,4020,402030,40203010,6797,1
MVCB,40,4030,403010,40301040,6331,1
MVCO,20,2010,201030,20103010,1600,1
MVE.U,40,4010,401010,40101015,6020,1
MVIS,45,4520,452030,45203010,3679,1
MVISW,40,4030,403010,40301050,6331,1
MVK,10,1010,101010,10101020,3317,1
MVL,25,2540,254010,25401030,6794,1
MVNR,45,4510,451030,45103020,3576,1
MVO,10,1010,101020,10102020,1311,1
MWA.B,40,4010,401010,40101015,6020,1
MWA,20,2010,201060,20106020,3490,1
MWAR.,45,4510,451030,45103010,7372,1
MWBX,40,4010,401010,40101010,6036,1
MWE,10,1010,101020,10102040,1311,1
MWG,60,6010,601010,60101060,6798,1
MWH.1,55,5510,551050,55105010,4911,1
MWH,40,4010,401010,40101010,6020,1
MWI,20,2020,202010,20201060,2761,1
MWIV,35,3510,351020,35102010,5047,1
MWK,25,2520,252010,25201040,3634,1
MWP,10,1010,101020,10102040,1311,1
MWT.,15,1510,151010,15101050,2821,1
MWV,15,1510,151030,15103020,2631,1
MWW,45,4510,451010,45101010,7370,1
MX,45,4530,453010,45301020,3674,1
MXC,10,1010,101020,10102020,1311,1
MXIM,45,4530,453010,45301020,3674,1
MXL,45,4530,453010,45301020,3674,1
MXO,45,4520,452020,45202020,3572,1
MXPT,45,4510,451010,45101010,7370,1
MXT.1,40,4020,402020,40202010,6141,1
MXWL,45,4520,452030,45203020,3612,1
MY,20,2010,201040,20104020,3510,1
MYCC,25,2530,253010,25301030,7997,1
MYE,15,1510,151030,15103010,3089,1
MYFW,40,4010,401010,40101015,6020,1
MYG.1,25,2520,252010,25201040,3630,1
MYGN,35,3520,352010,35201010,2835,1
MYK.,45,4530,453010,45301010,3569,1
MYL,35,3520,352020,35202010,2834,1
MYLNP,45,4510,451020,45102010,7373,1
MYND,35,3510,351030,35103010,8090,1
MYNDW,50,5010,501020,50102010,4812,1
MYO,35,3510,351010,35101010,3845,1
MYOG,35,3520,352010,35201010,2834,1
MYOK,35,3520,352020,35202010,2836,1
MYOS,30,3030,303020,30302010,2834,1
MYOV,35,3520,352010,35201010,2834,1
MYPT,45,4510,451010,45101010,7331,1
MYR,25,2520,252030,25203010,5944,1
MYRG,20,2010,201030,20103010,1623,1
MYRT,15,1510,151010,15101050,2860,1
MYS.1,15,1510,151050,15105010,2400,1
MYST,40,4010,401020,40102010,6020,1
MYSZ,45,4510,451030,45103010,7372,1
MYT,30,3010,301010,30101030,5411,1
MZOR,35,3510,351010,35101010,3845,1
MZP,60,6010,601010,60101080,6798,1
N,45,4510,451030,45103020,7373,1
NABI.1,35,3520,352010,35201010,2836,1
NAD.PC,25,2550,255040,25504050,5500,1
NADX,35,3510,351010,35101020,8000,1
NAFC,30,3010,301010,30101020,5141,1
NAHC,40,4030,403010,40301040,6331,1
NAII,30,3030,303020,30302010,2834,1
NAK,15,1510,151040,15104020,1000,1
NAKD.1,25,2520,252030,25203010,2300,1
NAL,40,4010,401020,40102010,6036,1
NAME,45,4510,451010,45101010,7370,1
NAN.PC,25,2550,255040,25504050,5500,1
NANO,45,4530,453010,45301010,3829,1
NAO.3,10,1010,101010,10101020,4412,1
NAO.U,40,4010,401010,40101015,6020,1
NAO.WS,40,4010,401010,40101015,6020,1
NAOV,35,3510,351010,35101010,3845,1
NAP.2,45,4510,451020,45102020,6099,1
NAP,10,1010,101020,10102040,4412,1
NAPS,45,4510,451010,45101010,7370,1
NAR,40,4030,403010,40301020,6321,1
NAT,10,1010,101020,10102040,4400,1
NATH,25,2530,253010,25301040,2013,1
NATI,45,4520,452030,45203010,7372,1
NATL,40,4030,403010,40301040,6331,1
NATR,30,3030,303020,30302010,2834,1
NAU.1,40,4010,401010,40101015,6020,1
NAUT,25,2520,252030,25203010,2320,1
NAV,20,2010,201060,20106010,3711,1
NAVB,35,3520,352010,35201010,2835,1
NAVG,40,4030,403010,40301040,6331,1
NAVI.1,45,4510,451010,45101010,7374,1
NAVI,40,4020,402020,40202010,6111,1
NBAK,40,4010,401010,40101010,6020,1
NBAN,40,4010,401010,40101015,6020,1
NBBC,40,4010,401010,40101015,6020,1
NBCI,45,4510,451010,45101010,7370,1
NBEV,30,3020,302010,30201030,2086,1
NBHC,40,4010,401010,40101015,6020,1
NBIX,35,3520,352010,35201010,2836,1
NBL,10,1010,101020,10102020,1311,1
NBLX,10,1010,101020,10102040,4610,1
NBN,40,4010,401010,40101015,6020,1
NBR,10,1010,101010,10101010,1381,1
NBRV,35,3520,352020,35202010,2836,1
NBS.WS,60,6010,601010,60101030,6798,1
NBSC,35,3520,352030,35203010,3821,1
NBSE,35,3520,352010,35201010,2836,1
NBSI,40,4010,401020,40102010,6035,1
NBT,40,4010,401010,40101010,6020,1
NBTB,40,4010,401010,40101015,6020,1
NBTF,40,4010,401010,40101015,6020,1
NBY,35,3520,352020,35202010,2834,1
NC,10,1010,101020,10102050,1221,1
NCBM,40,4010,401010,40101010,6020,1
NCBS,40,4010,401010,40101015,6020,1
NCC,40,4010,401010,40101015,6020,1
NCC.PA,40,4010,401010,40101015,6020,1
NCC.PB,40,4030,403010,40301030,6331,1
NCC.PC,10,1010,101020,10102040,4924,1
NCE.1,55,5510,551010,55101010,4931,1
NCEB,10,1010,101020,10102020,1311,1
NCEM,15,1510,151010,15101010,6799,1
NCF,40,4010,401010,40101015,6020,1
NCFT,20,2010,201020,20102010,2430,1
NCH,20,2010,201070,20107010,2842,1
NCI,20,2020,202020,20202020,8742,1
NCIT,45,4510,451020,45102010,7373,1
NCLH,25,2530,253010,25301020,4400,1
NCMI,50,5020,502010,50201010,7310,1
NCNA,35,3520,352010,35201010,2836,1
NCOC,10,1010,101020,10102050,1220,1
NCOG,60,6010,601010,60101070,6798,1
NCOM,40,4010,401010,40101015,6020,1
NCPM,40,4020,402020,40202010,7320,1
NCR,45,4520,452020,45202030,7370,1
NCRI,40,4030,403010,40301020,6351,1
NCRX,30,3010,301010,30101010,5912,1
NCSM,10,1010,101010,10101020,3533,1
NCST,35,3510,351010,35101020,2836,1
NCTY,50,5020,502020,50202020,7372,1
NCX,15,1510,151010,15101010,2860,1
NCZ.PA,60,6010,601010,60101020,6798,1
NDAQ,40,4020,402030,40203040,6200,1
NDB,40,4020,402010,40201020,6211,1
NDC,35,3510,351020,35102015,6411,1
NDDM,60,6010,601010,60101080,6798,1
NDLS,25,2530,253010,25301040,5812,1
NDLT,25,2510,251010,25101010,3714,1
NDN,25,2550,255030,25503020,5331,1
NDPL,40,4010,401010,40101010,6020,1
NDRA,35,3510,351010,35101010,3845,1
NDRAU,60,6010,601010,60101060,6798,1
NDRAW,60,6010,601010,60101060,6798,1
NDRM,35,3520,352020,35202010,2834,1
NDSN,20,2010,201060,20106020,3569,1
NDZ,35,3520,352030,35203010,3842,1
NEB,20,2020,202010,20201010,2761,1
NEBS,60,6010,601010,60101010,6798,1
NED,25,2530,253020,25302010,8200,1
NEE,55,5510,551010,55101010,4911,1
NEE.PC,55,5510,551010,55101010,4931,1
NEE.PH,30,3030,303020,30302010,3990,1
NEE.PI,25,2530,253010,25301040,5812,1
NEE.PJ,60,6010,601010,60101030,6798,1
NEE.PO.1,60,6010,601010,60101040,6798,1
NEE.PO,60,6010,601010,60101020,6798,1
NEE.PP.1,60,6010,601010,60101080,6798,1
NEE.PP,60,6010,601010,60101020,6798,1
NEFF,20,2010,201070,20107010,7350,1
NEI,45,4520,452010,45201020,7373,1
NELV,25,2540,254010,25401030,7812,1
NEM,15,1510,151040,15104030,1040,1
NEN,60,6010,601020,60102020,6513,1
NEO,35,3520,352030,35203010,8071,1
NEOF,45,4510,451010,45101010,7374,1
NEOG,35,3510,351010,35101020,2834,1
NEON.,45,4510,451030,45103020,7372,1
NEON.1,45,4510,451030,45103010,7372,1
NEON,45,4520,452030,45203020,3663,1
NEOS,35,3520,352020,35202010,2834,1
NEOT,35,3520,352010,35201010,2834,1
NEP,55,5510,551050,55105020,4911,1
NEPF,40,4010,401020,40102010,6035,1
NEPH,25,2520,252010,25201040,3841,1
NEPT,30,3030,303020,30302010,2836,1
NER.3,25,2510,251010,25101010,3714,1
NERAY,45,4520,452010,45201020,3663,1
NERV,35,3520,352010,35201010,2836,1
NES.2,60,6010,601010,60101010,6798,1
NES,10,1010,101010,10101020,1389,1
NESR,10,1010,101010,10101020,1389,1
NET,45,4510,451030,45103020,7370,1
NETC,25,2540,254010,25401025,4841,1
NETE.,45,4510,451010,45101010,7372,1
NETE,45,4510,451030,45103010,7374,1
NETL.1,45,4530,453010,45301020,3674,1
NETM,45,4510,451030,45103020,7372,1
NETS,25,2550,255020,25502020,5961,1
NEU.,40,4020,402030,40203010,6282,1
NEU,15,1510,151010,15101050,2860,1
NEV.2,10,1010,101020,10102020,1311,1
NEW.2,40,4020,402010,40201020,6799,1
NEW,25,2530,253020,25302010,8200,1
NEWA,20,2010,201060,20106020,3560,1
NEWP,45,4520,452030,45203010,3690,1
NEWR,45,4510,451030,45103010,7370,1
NEWS,40,4020,402010,40201040,6159,1
NEWT,40,4020,402030,40203010,6797,1
NEWZ,20,2020,202010,20201030,7380,1
NEX,10,1010,101010,10101020,1389,1
NEXA,15,1510,151040,15104020,1000,1
NEXT.1,35,3510,351020,35102020,8060,1
NEXT.2,45,4530,453010,45301010,3825,1
NEXT,10,1010,101020,10102040,4923,1
NFB,40,4010,401010,40101015,6020,1
NFBK,40,4010,401020,40102010,6035,1
NFC.PC,35,3510,351010,35101010,3845,1
NFE,10,1010,101020,10102030,4924,1
NFG,55,5510,551020,55102010,4924,1
NFH,35,3510,351020,35102020,8062,1
NFLX,50,5020,502020,50202010,7841,1
NFM.PC,40,4020,402030,40203010,6282,1
NFO.1,25,2510,251010,25101010,3714,1
NFP,40,4030,403010,40301010,6411,1
NFS,40,4030,403010,40301020,6311,1
NFSB,40,4010,401020,40102010,6035,1
NFX,10,1010,101020,10102020,1311,1
NG,15,1510,151040,15104030,1040,1
NGAS,10,1010,101020,10102020,1311,1
NGD,15,1510,151040,15104030,1040,1
NGG,55,5510,551030,55103010,4911,1
NGH.2,30,3020,302020,30202030,2052,1
NGHC,40,4030,403010,40301030,6331,1
NGHCN,60,6010,601010,60101010,6798,1
NGHCO,60,6010,601010,60101010,6798,1
NGHCP,60,6010,601010,60101010,6798,1
NGHCZ,40,4030,403010,40301020,6311,1
NGI,45,4510,451010,45101010,7370,1
NGL,10,1010,101020,10102040,5900,1
NGLS,10,1010,101020,10102040,4922,1
NGM,35,3520,352020,35202010,2836,1
NGO.PC,40,4030,403010,40301040,6351,1
NGPS,45,4520,452030,45203020,3812,1
NGS,10,1010,101010,10101020,7359,1
NGT,10,1010,101020,10102020,6792,1
NGTC,45,4520,452050,45205020,3674,1
NGVC,30,3010,301010,30101030,5400,1
NGVT,15,1510,151010,15101050,2860,1
NH,35,3510,351030,35103010,7370,1
NHA,40,4020,402040,40204010,6799,1
NHC,35,3510,351020,35102020,8051,1
NHC.PA,40,4020,402040,40204010,6798,1
NHHC,35,3510,351020,35102015,8082,1
NHI,60,6010,601010,60101050,6798,1
NHL,40,4040,404010,40401020,6552,1
NHLD,40,4020,402030,40203020,6211,1
NHP,40,4040,404020,40402070,6798,1
NHP.PA,40,4020,402030,40203010,6211,1
NHR.1,40,4040,404020,40402070,6798,1
NHTC,30,3030,303020,30302010,5122,1
NHWK,35,3510,351020,35102015,8090,1
NI,55,5510,551030,55103010,4932,1
NI.P,10,1010,101020,10102020,1311,1
NI.PB.,60,6010,601010,60101010,6798,1
NI.PB,60,6010,601010,60101010,6798,1
NICE,45,4510,451030,45103010,7372,1
NICK,40,4020,402020,40202010,6153,1
NIHD,50,5010,501020,50102010,4812,1
NII.PC,60,6010,601010,60101070,6798,1
NIKU,45,4510,451010,45101010,7372,1
NILE,25,2550,255020,25502020,5944,1
NINE.1,45,4510,451030,45103010,7372,1
NINE,10,1010,101010,10101020,1389,1
NIO,25,2510,251020,25102010,3711,1
NIS.1,20,2020,202010,20201020,7389,1
NITE,35,3520,352010,35201010,2836,1
NIU,25,2510,251020,25102020,3751,1
NJR,55,5510,551020,55102010,4924,1
NK,35,3520,352010,35201010,2836,1
NKA,10,1010,101020,10102040,4922,1
NKB,40,4010,401010,40101015,6020,1
NKBP,35,3520,352020,35202010,2834,1
NKD,40,4010,401010,40101010,6282,1
NKE,25,2520,252030,25203020,3021,1
NKG.PC,40,4030,403010,40301040,6351,1
NKG.PD,40,4030,403010,40301040,6351,1
NKG.PE,40,4030,403010,40301040,6351,1
NKID,25,2520,252020,25202010,5945,1
NKLAW,45,4510,451020,45102030,7370,1
NKM.1,40,4020,402030,40203010,6282,1
NKP,40,4010,401010,40101010,6020,1
NKR.PC,35,3520,352010,35201010,2835,1
NKSH,40,4010,401010,40101015,6020,1
NKT,40,4040,404020,40402010,6798,1
NKTR,35,3520,352020,35202010,2834,1
NL,20,2020,202010,20201060,3562,1
NLC,15,1510,151010,15101050,2890,1
NLCI,25,2530,253020,25302010,8200,1
NLCS,20,2020,202010,20201020,7374,1
NLNK,35,3520,352010,35201010,2836,1
NLOK,45,4510,451030,45103020,7372,1
NLP.1,40,4040,404010,40401020,6513,1
NLP,40,4040,404030,40403020,6513,1
NLS,25,2520,252020,25202010,3949,1
NLSN,20,2020,202020,20202020,8700,1
NLTX,35,3520,352010,35201010,2834,1
NLX.2,45,4510,451020,45102010,7370,1
NLY,40,4020,402040,40204010,6798,1
NM,20,2030,203030,20303010,4412,1
NM.PG,40,4010,401010,40101015,6020,1
NM.PH,40,4020,402010,40201020,6311,1
NMB.PC,25,2530,253010,25301040,5812,1
NMBL,45,4520,452020,45202030,3572,1
NMC.2,10,1010,101020,10102020,1311,1
NMCI,20,2030,203030,20303010,4412,1
NMFC,40,4020,402030,40203010,6797,1
NMG.A,40,4010,401010,40101015,6020,1
NMG.B,40,4010,401010,40101015,6020,1
NMHC,35,3510,351020,35102030,6411,1
NMIH,40,4010,401020,40102010,6351,1
NMIL,40,4010,401020,40102010,6036,1
NMK,55,5510,551010,55101010,4931,1
NMM,20,2030,203030,20303010,4412,1
NMR,40,4020,402030,40203020,6211,1
NMRD,35,3510,351010,35101010,3845,1
NMRK,60,6010,601020,60102040,6531,1
NMRX,45,4510,451010,45101010,7370,1
NMT.PC,10,1010,101020,10102050,2810,1
NMT.PE,60,6010,601010,60101080,6798,1
NMT.PF,60,6010,601010,60101080,6798,1
NMTC.1,45,4510,451030,45103010,7372,1
NMTR,35,3520,352020,35202010,2836,1
NMTX.1,35,3510,351010,35101010,3845,1
NMX.1,40,4020,402010,40201040,6200,1
NMY.PD,45,4520,452030,45203020,8711,1
NMY.PE,45,4520,452030,45203020,8711,1
NMY.PG,30,3020,302020,30202030,2090,1
NMY.PH,40,4020,402030,40203020,6211,1
NN,45,4520,452010,45201010,3661,1
NNA,10,1010,101020,10102040,4412,1
NNBR,20,2010,201060,20106020,3562,1
NNC.PD,20,2010,201070,20107010,5063,1
NNC.PE,45,4510,451010,45101010,7370,1
NNCI,45,4510,451010,45101010,7370,1
NNDM,45,4520,452020,45202030,3577,1
NNDS,35,3510,351010,35101010,3845,1
NNI,40,4020,402020,40202010,6141,1
NNL,20,2010,201040,20104010,3452,1
NNN,60,6010,601010,60101070,6798,1
NNS,20,2010,201010,20101010,3730,1
NNVC,35,3520,352010,35201010,2836,1
NOA,10,1010,101010,10101020,1389,1
NOAH,40,4020,402030,40203010,6282,1
NOC,20,2010,201010,20101010,3812,1
NODK,40,4030,403010,40301040,6331,1
NOEL,40,4030,403010,40301020,6282,1
NOG,10,1010,101020,10102020,1311,1
NOGCQ,60,6010,601010,60101010,6798,1
NOIZ,45,4520,452030,45203015,3679,1
NOK,45,4520,452010,45201020,3663,1
NOLD,25,2550,255010,25501010,5070,1
NOMD,30,3020,302020,30202030,2030,1
NOOF,25,2540,254010,25401020,4841,1
NORD,25,2530,253020,25302010,8200,1
NOV,10,1010,101010,10101020,3533,1
NOVA.1,35,3510,351020,35102020,8011,1
NOVA,55,5510,551050,55105020,4991,1
NOVB,40,4010,401010,40101015,6020,1
NOVC.,35,3520,352010,35201010,2836,1
NOVL,45,4510,451030,45103020,7370,1
NOVN.1,35,3520,352020,35202010,2834,1
NOVN,35,3520,352020,35202010,2834,1
NOVT,45,4520,452030,45203010,3679,1
NOW,45,4510,451030,45103020,7372,1
NP,15,1510,151050,15105020,2621,1
NPBC,40,4010,401010,40101015,6020,1
NPD,30,3010,301010,30101010,5912,1
NPK,20,2010,201010,20101010,3480,1
NPO,20,2010,201060,20106020,3050,1
NPSI,50,5010,501010,50101020,4813,1
NPSP,35,3520,352010,35201010,2836,1
NPTE,40,4030,403010,40301040,6331,1
NPTH..,35,3510,351010,35101010,3841,1
NPTN,45,4530,453010,45301020,3674,1
NPTT,45,4530,453010,45301010,3825,1
NPV.PA,40,4020,402030,40203020,6211,1
NPV.PC,40,4020,402030,40203020,6211,1
NPV.PD,40,4020,402030,40203020,6211,1
NQP.PD,50,5010,501020,50102010,4812,1
NR,10,1010,101010,10101020,5160,1
NRBO,35,3520,352010,35201010,2836,1
NRC,35,3510,351020,35102015,7389,1
NRCG,20,2020,202010,20201050,4955,1
NRCIB,35,3520,352020,35202010,2834,1
NRE,60,6010,601010,60101040,6798,1
NREB,40,4010,401010,40101015,6020,1
NREF,40,4020,402040,40204010,6798,1
NRF,60,6010,601010,60101010,6798,1
NRF.PD,40,4020,402020,40202010,6141,1
NRG,55,5510,551010,55101010,4911,1
NRGM,10,1010,101020,10102040,4922,1
NRGN,35,3520,352010,35201010,2834,1
NRGY.1,10,1010,101020,10102040,5900,1
NRIM,40,4010,401010,40101015,6020,1
NRP,10,1010,101020,10102050,6795,1
NRPH,35,3520,352020,35202010,2834,1
NRRD,45,4520,452010,45201020,7385,1
NRT,10,1010,101020,10102020,6792,1
NRZ,40,4020,402040,40204010,6798,1
NRZ.PA,30,3020,302020,30202030,2033,1
NS,10,1010,101020,10102040,2911,1
NS.PB,60,6010,601010,60101040,6798,1
NS.PC,60,6010,601010,60101040,6798,1
NSA,60,6010,601010,60101080,6798,1
NSA.PA,35,3520,352010,35201010,2834,1
NSAM,40,4020,402030,40203010,6211,1
NSAT,45,4520,452010,45201020,3679,1
NSC,20,2030,203040,20304010,4011,1
NSCF,20,2020,202010,20201060,2761,1
NSCN,45,4520,452010,45201020,3576,1
NSCO,20,2010,201070,20107010,5063,1
NSD.1,15,1510,151040,15104050,3310,1
NSDA,45,4510,451030,45103010,7372,1
NSDB,40,4010,401010,40101015,6020,1
NSE.1,50,5010,501010,50101010,4899,1
NSE.2,60,6010,601010,60101010,6798,1
NSEC,40,4030,403010,40301040,6331,1
NSH,10,1010,101020,10102040,5171,1
NSHA,20,2020,202010,20201060,2670,1
NSI.1,20,2020,202010,20201030,7200,1
NSIL,45,4520,452050,45205020,3674,1
NSIT,45,4520,452030,45203030,5045,1
NSM.2,45,4530,453010,45301020,3674,1
NSM,40,4010,401020,40102010,6162,1
NSO,45,4520,452020,45202020,3572,1
NSOL.,45,4510,451010,45101010,7370,1
NSP,20,2020,202020,20202010,7363,1
NSPH,35,3520,352010,35201010,2835,1
NSPK,45,4510,451030,45103010,7372,1
NSPR,35,3510,351010,35101020,3845,1
NSPR.WB,60,6010,601010,60101050,6798,1
NSPR.WT,25,2550,255040,25504060,5712,1
NSR,45,4510,451020,45102020,4899,1
NSS.1,10,1010,101010,10101020,3312,1
NSS,40,4030,403010,40301020,6311,1
NSSC,45,4520,452030,45203010,3669,1
NST,55,5510,551030,55103010,4911,1
NSTA,35,3520,352020,35202010,2834,1
NSTC,45,4510,451020,45102010,7373,1
NSTG,35,3520,352030,35203010,2835,1
NSU,15,1510,151040,15104025,1000,1
NSYS,45,4520,452030,45203020,3679,1
NTAP,45,4520,452020,45202030,3572,1
NTB,40,4010,401010,40101010,6020,1
NTC.PF,50,5020,502010,50201020,4832,1
NTCR,45,4510,451010,45101010,7331,1
NTCT,45,4520,452010,45201020,7373,1
NTEC,35,3520,352010,35201010,2834,1
NTEG,35,3510,351010,35101010,3841,1
NTES,50,5020,502020,50202020,7370,1
NTG.1,10,1010,101010,10101020,3533,1
NTGN,35,3520,352010,35201010,2836,1
NTGR,45,4520,452010,45201020,3576,1
NTGX,45,4510,451010,45101010,7372,1
NTI,10,1010,101020,10102030,2911,1
NTIAY,20,2010,201060,20106020,3829,1
NTIC,15,1510,151010,15101050,2890,1
NTIP,45,4520,452010,45201020,6794,1
NTIQ,45,4510,451030,45103020,7372,1
NTK.2,60,6010,601010,60101010,6798,1
NTK,20,2010,201020,20102010,3585,1
NTL,50,5010,501010,50101020,4812,1
NTLA,35,3520,352010,35201010,2836,1
NTLS,50,5010,501020,50102010,4812,1
NTMD,35,3520,352020,35202010,2834,1
NTMV,40,4030,403010,40301050,6331,1
NTN,50,5020,502020,50202010,7370,1
NTNX,45,4510,451030,45103010,7370,1
NTO,15,1510,151040,15104020,1000,1
NTOL,30,3030,303020,30302010,2833,1
NTOP,45,4510,451010,45101010,4813,1
NTP,60,6010,601020,60102020,6512,1
NTPA,45,4520,452010,45201020,3576,1
NTQ.U,50,5020,502010,50201040,2721,1
NTR,15,1510,151010,15101030,2870,1
NTRA,35,3520,352010,35201010,8071,1
NTRI,25,2550,255020,25502020,5961,1
NTRO.,45,4520,452010,45201020,3663,1
NTRP,35,3520,352010,35201010,2836,1
NTRS,40,4020,402030,40203010,6020,1
NTRSP,50,5010,501010,50101010,4899,1
NTRT,45,4510,451010,45101010,8700,1
NTS,50,5010,501010,50101020,4813,1
NTSC,20,2020,202020,20202020,8734,1
NTSL,45,4520,452010,45201020,7370,1
NTSP,40,4020,402020,40202010,6141,1
NTST.1,45,4510,451030,45103010,7373,1
NTUS,35,3510,351010,35101010,3845,1
NTWK,45,4510,451030,45103010,7372,1
NTX.PC,40,4020,402030,40203010,6797,1
NTY,60,6010,601010,60101010,6798,1
NTZ,25,2520,252010,25201020,2510,1
NUAN.,45,4510,451030,45103010,7372,1
NUAN,45,4510,451030,45103010,7372,1
NUCO.1,40,4040,404020,40402010,6798,1
NUE,15,1510,151040,15104050,3312,1
NUFO,45,4520,452010,45201020,3674,1
NUHC,45,4520,452030,45203030,5065,1
NUI,55,5510,551020,55102010,4924,1
NUO.PA,40,4020,402030,40203010,6797,1
NURO,35,3510,351010,35101010,3841,1
NUROW,60,6010,601010,60101010,6798,1
NUS,30,3030,303020,30302010,2844,1
NUTR,30,3030,303020,30302010,2833,1
NUVA,35,3510,351010,35101010,3841,1
NUVO,35,3520,352010,35201010,8731,1
NUZE,30,3020,302020,30202030,2090,1
NVAL.,40,4040,404010,40401020,6512,1
NVAX,35,3520,352010,35201010,2836,1
NVCN,35,3510,351010,35101010,3841,1
NVCR,35,3510,351010,35101010,3845,1
NVDA,45,4530,453010,45301020,3674,1
NVDM,45,4510,451030,45103020,7372,1
NVDQ,35,3510,351010,35101010,3845,1
NVE,55,5510,551010,55101010,4911,1
NVEC,45,4530,453010,45301020,3674,1
NVEE,20,2010,201030,20103010,8711,1
NVEEU,40,4030,403010,40301030,6351,1
NVET,35,3520,352010,35201010,2836,1
NVFY,25,2520,252010,25201020,2510,1
NVG.PC,60,6010,601010,60101080,6798,1
NVGS,10,1010,101020,10102040,4412,1
NVI,25,2550,255040,25504040,5990,1
NVIV,35,3510,351010,35101010,3841,1
NVL,60,6010,601010,60101050,6798,1
NVLD.1,25,2520,252030,25203010,2211,1
NVLS.1,45,4530,453010,45301010,3559,1
NVLS,35,3520,352010,35201010,2836,1
NVMI,45,4530,453010,45301010,3823,1
NVO,35,3520,352020,35202010,2834,1
NVP.P,40,4040,404020,40402050,6798,1
NVP.PB,60,6010,601010,60101070,6798,1
NVR,25,2520,252010,25201030,1531,1
NVRO,35,3510,351010,35101010,3845,1
NVS,35,3520,352020,35202010,2834,1
NVSL,40,4010,401020,40102010,6035,1
NVST,35,3510,351010,35101010,3843,1
NVT.1,45,4510,451030,45103010,7370,1
NVT,20,2010,201040,20104010,3440,1
NVTA,35,3520,352010,35201010,8071,1
NVUS,35,3520,352020,35202010,2834,1
NVX.1,35,3520,352010,35201010,2836,1
NVY.PC,40,4010,401010,40101015,6020,1
NWA,20,2030,203020,20302010,4512,1
NWBI,40,4010,401020,40102010,6035,1
NWE,55,5510,551030,55103010,4931,1
NWFL,40,4010,401010,40101015,6020,1
NWG,40,4010,401010,40101010,6020,1
NWGI,20,2020,202020,20202020,7323,1
NWGN.,25,2540,254010,25401010,7331,1
NWHM,25,2520,252010,25201030,1531,1
NWI.PC,40,4030,403010,40301040,6351,1
NWI.PD,40,4030,403010,40301040,6351,1
NWIR,35,3510,351030,35103010,6411,1
NWK,45,4520,452010,45201020,3576,1
NWL,25,2520,252010,25201050,3990,1
NWLI,40,4030,403010,40301020,6311,1
NWN,55,5510,551020,55102010,4924,1
NWPX,20,2010,201030,20103010,3317,1
NWRE,45,4520,452020,45202010,3571,1
NWSA,50,5020,502010,50201040,2711,1
NWSBP,60,6010,601020,60102020,6519,1
NX.2,15,1510,151040,15104050,3312,1
NX,20,2010,201020,20102010,3442,1
NXE,10,1010,101020,10102050,1090,1
NXEO,20,2010,201070,20107010,5160,1
NXG,15,1510,151040,15104030,1040,1
NXGN,35,3510,351030,35103010,7372,1
NXJ.PC,40,4010,401010,40101015,6020,1
NXL.,40,4040,404020,40402060,6798,1
NXL.PE,60,6010,601010,60101010,6798,1
NXM.PC,20,2030,203040,20304010,4013,1
NXPI,45,4530,453010,45301020,3674,1
NXRT,60,6010,601010,60101060,6798,1
NXST,50,5020,502010,50201020,4833,1
NXTC,35,3520,352010,35201010,2836,1
NXTD,45,4510,451030,45103020,7373,1
NXTL,50,5010,501020,50102010,4812,1
NXTM,35,3510,351010,35101010,3845,1
NXTP,50,5010,501020,50102010,4812,1
NXTV,45,4520,452010,45201020,3661,1
NXY,10,1010,101020,10102020,1311,1
NYCB,40,4010,401020,40102010,6036,1
NYCB.PA,40,4020,402040,40204010,6798,1
NYCB.PU,40,4010,401010,40101015,6020,1
NYFX,45,4510,451030,45103020,7373,1
NYM,40,4030,403010,40301040,6351,1
NYMT,40,4020,402040,40204010,6798,1
NYMTP,60,6010,601010,60101040,6798,1
NYMX,35,3520,352010,35201010,2835,1
NYNY,25,2530,253010,25301010,7990,1
NYRT,60,6010,601010,60101040,6798,1
NYT,50,5020,502010,50201040,2711,1
NYX,40,4020,402010,40201040,6200,1
NZ.1,45,4520,452020,45202020,3570,1
