symbol,gicsector,gicgroup,gicind,gicsubind,standard_ind,LOTSIZE
EVVV,35,3510,351010,35101010,3841,1
EW,35,3510,351010,35101010,3842,1
EWB,40,4030,403010,40301010,6411,1
EWBC,40,4010,401010,40101015,6020,1
EXA,45,4510,451030,45103010,7372,1
EXAC,35,3510,351010,35101010,3842,1
EXAM,35,3510,351020,35102015,8090,1
EXAR,45,4530,453010,45301020,3674,1
EXAS,35,3520,352010,35201010,8731,1
EXC,55,5510,551010,55101010,4911,1
EXCO,40,4030,403010,40301040,6331,1
EXEE,45,4510,451030,45103020,7372,1
EXEL,35,3520,352010,35201010,2836,1
EXFO,45,4520,452010,45201020,3825,1
EXK,15,1510,151040,15104045,1040,1
EXL,40,4040,404020,40402060,6798,1
EXLN.,45,4510,451010,45101010,7372,1
EXLS,45,4510,451020,45102020,7374,1
EXLT,20,2020,202010,20201030,8742,1
EXNT.1,50,5010,501010,50101010,4813,1
EXP,15,1510,151020,15102010,3270,1
EXP.I,20,2010,201040,20104010,3620,1
EXPD,20,2030,203010,20301010,4731,1
EXPE,25,2550,255020,25502020,4700,1
EXPI,60,6010,601020,60102040,6531,1
EXPO,20,2020,202020,20202020,8742,1
EXPR,25,2550,255040,25504010,5600,1
EXR,60,6010,601010,60101080,6798,1
EXTN.1,45,4510,451010,45101010,7372,1
EXTN,10,1010,101010,10101020,3533,1
EXTR,45,4520,452010,45201020,3576,1
EYE.1,35,3510,351010,35101010,3845,1
EYE.3,35,3510,351010,35101010,3845,1
EYE,25,2550,255040,25504040,5990,1
EYEG,35,3520,352020,35202010,2834,1
EYEN,35,3520,352020,35202010,2836,1
EYES,35,3510,351010,35101010,3845,1
EYET,35,3520,352010,35201010,2834,1
EYPT,35,3520,352020,35202010,2836,1
EZCH,45,4530,453010,45301020,3576,1
EZEM,35,3510,351010,35101010,2835,1
EZM.1,15,1510,151040,15104020,1000,1
EZM.A,40,4040,404020,40402035,6798,1
EZM.B,40,4040,404020,40402035,6798,1
EZPW,40,4020,402020,40202010,5900,1
F,25,2510,251020,25102010,3711,1
F.PA,60,6010,601010,60101030,6798,1
F.WS,40,4010,401020,40102010,6035,1
FAB.1,40,4010,401020,40102010,6035,1
FACE,30,3030,303020,30302010,2844,1
FACT,35,3520,352010,35201010,2836,1
FADV,20,2020,202020,20202020,7389,1
FAF,40,4030,403010,40301040,6361,1
FAH,35,3510,351020,35102010,7389,1
FAJ,20,2020,202010,20201030,6794,1
FAL.3,55,5510,551020,55102010,4924,1
FAMI,30,3020,302020,30202030,100,1
FANG,10,1010,101020,10102020,1311,1
FANH,40,4030,403010,40301010,6411,1
FARC,20,2010,201060,20106020,3569,1
FARM,30,3020,302020,30202030,2090,1
FARO,45,4520,452030,45203010,3829,1
FAST,20,2010,201070,20107010,5000,1
FAT,25,2530,253010,25301040,5812,1
FATB,25,2550,255020,25502020,5961,1
FATE,35,3520,352010,35201010,2836,1
FB.1,40,4040,404010,40401010,6798,1
FB,50,5020,502030,50203010,7370,1
FBA,40,4010,401010,40101010,6020,1
FBAY,45,4510,451030,45103020,3669,1
FBBC,40,4010,401020,40102010,6035,1
FBC,40,4010,401020,40102010,6035,1
FBC.PR,15,1510,151010,15101020,2821,1
FBCG.1,40,4010,401010,40101010,6020,1
FBCI.,40,4010,401020,40102010,6035,1
FBCP.,40,4010,401010,40101015,6020,1
FBF,40,4010,401010,40101010,6020,1
FBF.PL,40,4010,401010,40101015,6020,1
FBF.PM,60,6010,601010,60101080,6798,1
FBF.PN,35,3520,352020,35202010,2836,1
FBGI,40,4010,401010,40101015,6020,1
FBHS,20,2010,201020,20102010,2430,1
FBIO,35,3520,352010,35201010,2834,1
FBIZ,40,4010,401010,40101015,6020,1
FBK.1,40,4010,401010,40101010,6020,1
FBK,40,4010,401010,40101015,6020,1
FBM,20,2010,201070,20107010,5031,1
FBMI,40,4010,401010,40101015,6020,1
FBMS,40,4010,401010,40101015,6020,1
FBMT,40,4010,401010,40101015,6020,1
FBNC,40,4010,401010,40101015,6020,1
FBNK.1,40,4010,401010,40101015,6036,1
FBNW,40,4010,401020,40102010,6036,1
FBP,40,4010,401010,40101015,6020,1
FBR,15,1510,151050,15105020,2611,1
FBRC,40,4020,402030,40203020,6211,1
FBS.PA,60,6010,601010,60101010,6798,1
FBSS,40,4010,401010,40101015,6020,1
FC,20,2020,202020,20202020,8200,1
FCAL.1,40,4010,401010,40101015,6020,1
FCAP,40,4010,401010,40101015,6020,1
FCAU,25,2510,251020,25102010,3711,1
FCB.1,40,4010,401020,40102010,6020,1
FCB,40,4010,401010,40101015,6020,1
FCBC,40,4010,401010,40101015,6020,1
FCBP,40,4010,401010,40101015,6020,1
FCCO,40,4010,401010,40101015,6020,1
FCCY,40,4010,401010,40101015,6020,1
FCE.A,60,6010,601010,60101010,6798,1
FCE.B,10,1010,101020,10102040,5900,1
FCEC,40,4010,401010,40101015,6020,1
FCEL,20,2010,201040,20104010,3690,1
FCF,40,4010,401010,40101015,6020,1
FCFC,40,4020,402030,40203010,6153,1
FCFN.1,40,4010,401010,40101010,6036,1
FCFP,40,4010,401010,40101015,6020,1
FCFS,40,4020,402020,40202010,5900,1
FCGI,20,2020,202010,20201030,7373,1
FCH,60,6010,601010,60101030,6798,1
FCH.PA,20,2010,201070,20107010,5160,1
FCJ,10,1010,101020,10102040,5900,1
FCL.2,10,1010,101020,10102050,1221,1
FCLF,40,4010,401020,40102010,6035,1
FCLX,50,5010,501010,50101020,4813,1
FCMI,40,4020,402040,40204010,6798,1
FCN,20,2020,202020,20202020,8721,1
FCNB,40,4010,401010,40101010,6020,1
FCNCA,40,4010,401010,40101015,6020,1
FCPO,25,2550,255040,25504040,5940,1
FCPT,60,6010,601010,60101080,6798,1
FCRD,40,4020,402030,40203010,6797,1
FCRW,45,4510,451030,45103010,7370,1
FCS,45,4530,453010,45301020,3674,1
FCSC,35,3520,352010,35201010,2836,1
FCST.,15,1510,151040,15104040,1400,1
FCSX,40,4020,402030,40203020,6200,1
FCTR.1,40,4010,401010,40101015,6020,1
FCTY,40,4010,401010,40101015,6020,1
FCVA,40,4010,401010,40101015,6020,1
FCX.A,25,2550,255020,25502020,5961,1
FCX,15,1510,151040,15104025,1000,1
FCX.PM,20,2030,203040,20304020,7510,1
FDBC,40,4010,401010,40101015,6020,1
FDC,45,4510,451020,45102020,7374,1
FDCC,40,4020,402010,40201040,7320,1
FDG.1,15,1510,151040,15104020,1220,1
FDJA,45,4520,452030,45203010,3663,1
FDML,25,2510,251010,25101010,3714,1
FDO,25,2550,255030,25503020,5331,1
FDP,30,3020,302020,30202010,100,1
FDRY,45,4520,452010,45201020,3576,1
FDS,40,4020,402030,40203040,7370,1
FDUS,40,4020,402030,40203010,6797,1
FDUSG,25,2530,253010,25301020,6510,1
FDUSL,25,2520,252010,25201030,1531,1
FDUSZ,35,3510,351020,35102020,8062,1
FDX,20,2030,203010,20301010,4513,1
FE,55,5510,551010,55101010,4911,1
FEAC.U,40,4020,402020,40202010,6141,1
FEAC.WS,40,4020,402020,40202010,6141,1
FEDU,25,2530,253020,25302010,8200,1
FEG.1,10,1010,101020,10102020,1311,1
FEIC,45,4520,452030,45203010,3826,1
FEIM,45,4520,452030,45203010,3825,1
FELE,20,2010,201060,20106020,3621,1
FELPQ,10,1010,101020,10102050,1220,1
FENC,35,3520,352010,35201010,2836,1
FENG,50,5020,502030,50203010,4899,1
FEP.1,25,2540,254010,25401040,3577,1
FERO.,60,6010,601010,60101030,6798,1
FESX,40,4010,401010,40101015,6036,1
FET,10,1010,101010,10101020,3533,1
FEYE,45,4510,451030,45103020,7373,1
FF,15,1510,151010,15101050,2860,1
FFA.1,40,4040,404010,40401010,6798,1
FFBC,40,4010,401010,40101015,6020,1
FFBI,40,4010,401020,40102010,6035,1
FFBK,40,4010,401010,40101010,6035,1
FFBW,40,4010,401020,40102010,6035,1
FFBZ,40,4010,401020,40102010,6035,1
FFCH,40,4010,401010,40101015,6020,1
FFCO,40,4010,401020,40102010,6035,1
FFD.1,25,2530,253010,25301020,1531,1
FFDB,40,4010,401010,40101015,6020,1
FFES,40,4010,401010,40101010,6035,1
FFEX,20,2030,203040,20304020,4213,1
FFFD,40,4010,401020,40102010,6035,1
FFFL,40,4010,401020,40102010,6035,1
FFG,40,4030,403010,40301020,6311,1
FFH.2,40,4030,403010,40301040,6331,1
FFHH,40,4010,401020,40102010,6035,1
FFHL,15,1510,151010,15101010,3081,1
FFHS,40,4010,401020,40102010,6036,1
FFIC,40,4010,401010,40101015,6020,1
FFIN,40,4010,401010,40101015,6020,1
FFIV,45,4520,452010,45201020,7373,1
FFKT,40,4010,401010,40101015,6020,1
FFKY,40,4010,401010,40101015,6035,1
FFLC,40,4010,401020,40102010,6035,1
FFNW,40,4010,401010,40101015,6020,1
FFS,15,1510,151050,15105010,2400,1
FFSW,40,4010,401020,40102010,6035,1
FFTI.1,45,4510,451010,45101010,7373,1
FFWM,40,4010,401010,40101015,6020,1
FFYF,40,4010,401010,40101010,6035,1
FG,40,4020,402010,40201020,6311,1
FGBI,40,4010,401010,40101015,6020,1
FGC,20,2010,201010,20101010,3812,1
FGE,60,6010,601010,60101010,6798,1
FGEN,35,3520,352010,35201010,2836,1
FGHC,40,4010,401020,40102010,6020,1
FGL,40,4030,403010,40301020,6311,1
FGXI,25,2520,252030,25203010,3851,1
FHB,40,4010,401010,40101015,6020,1
FHCC,35,3510,351020,35102030,6411,1
FHI,40,4020,402030,40203010,6282,1
FHN,40,4010,401010,40101015,6020,1
FHN.PB,45,4510,451020,45102020,6099,1
FHN.PC,20,2010,201070,20107010,7359,1
FHN.PD,45,4510,451020,45102020,6099,1
FHR,25,2530,253010,25301020,7011,1
FI,10,1010,101010,10101020,1389,1
FIBK,40,4010,401010,40101015,6020,1
FIBR.1,45,4520,452010,45201020,3661,1
FICC,40,4040,404020,40402030,6798,1
FICO,45,4510,451030,45103010,7373,1
FIF.1,40,4020,402010,40201040,6159,1
FIF,40,4010,401010,40101015,6020,1
FIFG.1,40,4010,401010,40101015,6020,1
FIG,40,4020,402030,40203010,6282,1
FIGIU,55,5510,551030,55103010,4931,1
FIGIW,55,5510,551030,55103010,4931,1
FILE,45,4510,451030,45103010,7372,1
FINB,40,4010,401010,40101015,6020,1
FINL,25,2550,255040,25504010,5661,1
FINV,40,4020,402020,40202010,7370,1
FIO,45,4520,452020,45202030,3572,1
FIRE.1,45,4510,451010,45101010,7372,1
FIRE,45,4510,451030,45103020,7373,1
FIS,45,4510,451020,45102020,7374,1
FISI,40,4010,401010,40101015,6020,1
FISV,45,4510,451020,45102020,7374,1
FIT.1,35,3510,351020,35102020,7990,1
FIT,45,4520,452030,45203010,3663,1
FITB,40,4010,401010,40101015,6020,1
FITBP.,60,6010,601010,60101030,6798,1
FITBP,20,2010,201010,20101010,8731,1
FIVE,25,2550,255040,25504040,5331,1
