name,CSDCCCode,SecId,PerformanceId,MasterPortfolioId,ISIN,obsoletedate,obsoletetype
Great Wall Optimization&Upgrade Stk Fd,200015,F00000NYD7,0P0000VOHJ,,,,
Great Wall Reform Div Alloc Fd,1255,F00000VSKZ,0P000160P1,,,,
Great Wall Salary Money Market Fund A,615,F00000TNV1,0P00013BYD,,,,
Great Wall Salary Money Market Fund B,4568,F00000YVF7,0P0001ABM4,,,,
Great Wall ShouYi Bao MMKT A,4972,F00000ZE2K,0P0001BHLU,,,,
Great Wall ShouYi Bao MMKT B,4973,F00000ZE2L,0P0001BHLV,,,,
Great Wall Smart Indus Flx Alloc,5738,F000010GBT,0P0001D9DP,,,,
Great Wall Stable Growth Flx Alloc,200016,F0000112LR,0P0001EHJZ,,,,
Great Wall Stable Income Bd A,333,F00000V60J,0P0001557B,,,,
Great Wall Stable Income Bd C,334,F00000V60K,0P0001557C,,,,
Great Wall Transition Grow Alloc,1296,F00000YP4R,0P00019ZC7,,,,
GREEN Borui Flx Alloc A,6181,F000011BG8,0P0001ESJ2,,,,
GREEN Borui Flx Alloc C,6182,F000011BG9,0P0001ESJ3,,,,
GREEN Bosheng Alloc A,4816,F0000112XI,0P0001EHXU,,,,
GREEN Bosheng Alloc C,4817,F0000112XJ,0P0001EHXV,,,,
GREEN Boyuan Flxbl Alloc A,4942,F00000ZY0O,0P0001CGUF,,,,
GREEN Boyuan Flxbl Alloc C,4943,F00000ZY0P,0P0001CGUG,,,,
GREEN Hongxin Pure Bd A,6184,F000011353,0P0001EI6B,,,,
GREEN Hongxin Pure Bd C,6185,F000011354,0P0001EI6C,,,,
GREEN RiXin YueYi MMKT A,4865,F00000Z6OZ,0P0001B8CS,,,,
GREEN RiXin YueYi MMKT B,4866,F00000Z6P0,0P0001B8CT,,,,
GTIA Allianz Bulk Stock SharesETF Fdr,257060,F00000JYKW,0P0000Q6QC,,,,
GTIA Allianz Tianxin mix A,1359,F00000VUHJ,0P000162ZH,,,,
GTIA Allianz Tianxin mix C,1654,F00000W1JT,0P00016CM3,,,,
GTJA Allianz Advantage Stock Fd,257030,F0HKG06ZFX,0P000085UU,,,,
GTJA Allianz Anwen Flxbl Alloc,2367,F0000109IT,0P0001CXIV,,,,
GTJA Allianz Anxin Growth Mixed Type Fd,253010,F0HKG060IR,0P00007KK3,,,,
GTJA Allianz Anxin Profit Increase Bd Fd,253030,F00000HKQU,0P0000O85O,,,,
GTJA Allianz AnYuan Gro Alloc,5708,F000010BUL,0P0001D2W5,,,,
GTJA Allianz Confidence Incr Bd A,253060,F00000NK98,0P0000V1OD,,,,
GTJA Allianz Confidence Incr Bd B,253061,F00000NK99,0P0000V1OE,,,,
GTJA Allianz CSI Health Care 100 Idx FdA,59,F00000Q5YC,0P0000Z54E,,,,
GTJA Allianz CSI Health Care 100 Idx FdC,6569,F000011EPG,0P0001EW9T,,,,
GTJA Allianz Dividend Stock Fd,257040,F0000026N1,0P0000I2QE,,,,
GTJA Allianz Enhanced Income Bond Fund A,253020,F000002X4C,0P0000K70B,,,,
GTJA Allianz Enhanced Income Bond Fund B,253021,F000002X4D,0P0000K70C,,,,
GTJA Allianz Money Market A,253050,F00000LOX3,0P0000S1OV,,,,
GTJA Allianz Money Market B,253051,F00000LOX4,0P0000S1OW,,,,
GTJA Allianz New Sel Flex Cnfgrtn Bal Fd,417,F00000SKCF,0P00011X1P,,,,
GTJA Allianz Principal Gtd Bal Fd,58,F00000PO8B,0P0000YA2D,,,,
GTJA Allianz Ruiqi Flexible Alloc Fd,1157,F00000VISD,0P00015MAD,,,,
GTJA Allianz RuiYi Grow Alloc,4076,F00000YB4O,0P00019FNQ,,,,
GTJA Allianz Selected Industry Stk Fd,257070,F00000MBK8,0P0000SUPF,,,,
GTJA Allianz Selected Stock Fd,257020,F0HKG06GVU,0P00007KKT,,,,
GTJA Allianz ShuangJia Credit Bd(LOF),162511,F00000VWND,0P000165WH,,,,
GTJA Allianz ShuangLi SSE SME Cmpsit Idx,162510,F00000NQ76,0P0000VDVJ,,,,
GTJA Allianz Shuangxi China Secs 100 Idx,162509,F00000GYD6,0P0000NE8H,,,,
GTJA Allianz ShuangXi CSI 100 Idx A,150012,F00000ITEN,0P0000OQ4D,,,,
GTJA Allianz ShuangXi CSI 100 Idx B,150013,F00000ITEO,0P0000OQ4E,,,,
GTJA Allianz Small-cap Selected Fd,257010,F0HKG05VPM,0P00007KII,,,,
GTJA Allianz Sustaining Fd,255010,F0HKG05VT4,0P00007KHT,,,,
GTJA Allianz Technology Power Eq,1956,F00000WOUC,0P000176X0,,,,
GTJA Allianz Theme Driving Stock Fd,257050,F000003XGW,0P0000KQUU,,,,
GTJA Allianz Tongying Flxle Alc Fd A,664,F00000TIGI,0P0001362K,,,,
GTJA Allianz Tongying Flxle Alc Fd C,2485,F00000WX9N,0P00017KBE,,,,
GTJA Allianz Value Sel Eq,6138,F000010YB9,0P0001ECEN,,,,
GTJA Allianz Xinan Flexible Alloc Fd,1007,F00000V7UZ,0P000157CQ,,,,
GTJA Allianz Xinfa mix A,4131,F00000YJA5,0P00019RFF,,,,
GTJA Allianz Xinfa mix C,4132,F00000YJA6,0P00019RFG,,,,
GTJA Allianz XinHui mix A,4129,F00000YJA9,0P00019RFJ,,,,
GTJA Allianz XinHui mix C,4130,F00000YJAA,0P00019RFK,,,,
GTJA Allianz XinLong mix A,4083,F00000YJEF,0P00019RO0,,,,
GTJA Allianz XinLong mix C,4084,F00000YJEG,0P00019RO1,,,,
GTJA Allianz XinQian mix A,4081,F00000YJA7,0P00019RFH,,,,
GTJA Allianz XinQian mix C,4082,F00000YJA8,0P00019RFI,,,,
GTJA Allianz XinXi Flxble Alloc Fd A,2365,F00000WS2D,0P00017BGX,,,,
GTJA Allianz XinXi Flxble Alloc Fd C,2366,F00000WS2E,0P00017BGY,,,,
GTJA Allianz Xinxiang Flxble Alloc A,1228,F00000VP9B,0P00015UUO,,,,
GTJA Allianz Xinxiang Flxble Alloc C,2186,F00000WL4G,0P000172N0,,,,
GTJA Allianz XinYing Alloc Fd A,3275,F00000XPPY,0P00018NDQ,,,,
GTJA Allianz XinYing Alloc Fd C,3276,F00000XPPZ,0P00018NDR,,,,
GTS Yongfeng consmpt Upgr Flx Alloc,4934,F00000ZW1C,0P0001CEF7,,,,
GTS Yongfeng Div Flex-Cfigr Bal Fd A,824,F00000UKF2,0P00014G4E,,,,
GTS Yongfeng Div Flex-Cfigr Bal Fd C,825,F00000UKF3,0P00014G4G,,,,
GTS Yongfeng FengRun MMKT A,4178,F00000YMF0,0P00019V5I,,,,
GTS Yongfeng FengRun MMKT B,4179,F00000YMF1,0P00019V5J,,,,
GTS Yongfeng HuiLi Alloc LOF,501051,F00000ZOX5,0P0001BWBM,,,,
GTS Yongfeng Mid/High Grade Bd,5922,F000010SVQ,0P0001DZLP,,,,
GTS Yongfeng Strategy Sel Alloc,4148,F00000YJJB,0P00019RVC,,,,
GTS Yongfeng XingLi Bd A,1918,F00000WT5P,0P00017CQO,,,,
GTS Yongfeng XingLi Bd C,1919,F00000WT5Q,0P00017CQP,,,,
GTS Yongfeng XingRong Bd A,2073,F00000WN9H,0P0001755S,,,,
GTS Yongfeng XingRong Bd C,2074,F00000WN9I,0P0001755T,,,,
GTS Yongfeng XingYuan Alloc A,1965,F00000Z0DD,0P0001AKD4,,,,
GTS Yongfeng XingYuan Alloc C,1966,F00000Z0DE,0P0001AKD5,,,,
GTS Yongfeng Youjia Life Eq,1736,F00000WE3L,0P00016S5O,,,,
GTS Yongfeng Youyue Life Alloc,4959,F00000ZXCZ,0P0001CG4Z,,,,
GTSYongfeng Medicine Health Alloc,6274,F000011DWX,0P0001EV6H,,,,
Guo Tai SZSE TMT50 Idx Classif Fd,160224,F00000VDN9,0P00015F4S,,,,
Guo Tai SZSE TMT50 Idx Classif Fd A,150215,F00000VDNA,0P00015F4T,,,,
Guo Tai SZSE TMT50 Idx Classif Fd B,150216,F00000VDNB,0P00015F4U,,,,
GuoDu Consumption Update Alloc,4777,F00000Z25V,0P0001AMGJ,,,,
GuoDu Innovation Drive Alloc,2020,F00000WL4F,0P000172MZ,,,,
GuoDu Multi-Strategy Alloc,5264,F0000104FJ,0P0001CPEL,,,,
GuoDu Quantified Selection Alloc,5247,F00000ZU00,0P0001CBPF,,,,
GuoDu ZhiNeng ZhiZao Alloc,4935,F00000ZFXT,0P0001BJV6,,,,
Guotai AnXin Return Alloc,2204,F00000ZEPY,0P0001BIB6,,,,
Guotai AnYi Alloc A,1850,F00000YBGC,0P00019GE1,,,,
Guotai AnYi Alloc C,4252,F00000YKLM,0P00019T46,,,,
Guotai Big Agriculture Eq,1579,F00000YQSS,0P0001A1SA,,,,
Guotai Big Health Eq,1645,F00000WN9L,0P0001755W,,,,
GuoTai Cash Mgmt Money-market Fund A,20031,F00000P6WN,0P0000XLEC,,,,
GuoTai Cash Mgmt Money-market Fund B,20032,F00000P6WO,0P0000XLED,,,,
GuoTai Central Enterprises Reform Eq,1626,F00000W4YV,0P00016GZV,,,,
GuoTai China High-Yld Fixed Income(QDII),103,F00000PRLR,0P0000YF0E,,,,
Guotai ChiNext Index(LOF),160223,F00000XRJJ,0P00018PLE,,,,
Guotai CNI Food Indus Index Fd,160222,F00000UDWD,0P000147K8,,,,
Guotai CNI Food Indus Index Fd A,150198,F00000UDWE,0P000147K9,,,,
Guotai CNI Food Indus Index Fd B,150199,F00000UDWF,0P000147KA,,,,
Guotai CNI Health Care Index Clsfi A,150130,F00000Q7FA,0P0000Z6UP,,,,
Guotai CNI Health Care Index Clsfi B,150131,F00000Q7FB,0P0000Z6UQ,,,,
Guotai CNI Health Care Index Clsfi Fd,160219,F00000Q7F9,0P0000Z6UO,,,,
GuoTai CNI new energy vehicles Idx(LOF),160225,F00000XFV6,0P00018A5R,,,,
GuoTai Commodity Alloc QDII-LOF-FOF,160216,F00000NZQR,0P0000VQF7,,,,
Guotai Consume Sel Eq,5970,F000011BGA,0P0001ESJ4,,,,
Guotai Convertible bond Bd,5246,F00000ZQ3R,0P0001C5QW,,,,
Guotai Credit Mutual Profit Classifi Bd,160217,F00000NCUF,0P0000UORO,,,,
Guotai Credit selt China QDII A CNH,4161,F00000Z1YJ,0P0001AM85,,,,
Guotai Credit selt China QDII A USD Cash,4163,F00000Z1YL,0P0001AM87,,,,
Guotai Credit selt China QDII A USD Exce,4162,F00000Z1YK,0P0001AM86,,,,
Guotai Credit selt Chinat QDII C CNH,4164,F00000Z1YM,0P0001AM88,,,,
GuoTai Double Income Bond Fd A,20019,F000002P72,0P0000JRM5,,,,
GuoTai Double Income Bond Fd C,20020,F000002P75,0P0000JRM8,,,,
Guotai Event Driving Strategy Stock Fd,20023,F00000MNVE,0P0000TOF3,,,,
Guotai FengYi Alloc A,3686,F00000Y7RC,0P000199J5,,,,
Guotai FengYi Alloc C,3687,F00000Y7RD,0P000199J6,,,,
GuoTai Glb Income QDII CNH,1936,F00000WFWC,0P00016VH7,,,,
GuoTai Glb Income QDII USD Cash,1934,F00000WFWE,0P00016VH9,,,,
GuoTai Glb Income QDII USD Exchange,1935,F00000WFWD,0P00016VH8,,,,
GuoTai Gold ETF Fdr A,218,F00000X1XX,0P00017QLM,,,,
GuoTai Gold ETF Fdr C,4253,F00000YX0R,0P0001AELE,,,,
GuoTai GuoZheng Color Metal Idstry Idx,160221,F00000VFRR,0P00015I8J,,,,
GuoTai GuoZheng Color Metal Idstry Idx A,150196,F00000VFRS,0P00015I8K,,,,
GuoTai GuoZheng Color Metal Idstry Idx B,150197,F00000VFRT,0P00015I8L,,,,
Guotai Guozheng Hantian JG Index(LOF),501019,F00000YN8X,0P00019W64,,,,
GuoTai GuoZheng Rel Est Sect Idx Clas Fd,160218,F00000PCDK,0P0000XUIF,,,,
GuoTai GuoZheng Rel Est Sect Idx Fd A,150117,F00000PCDL,0P0000XUIG,,,,
GuoTai GuoZheng Rel Est Sect Idx Fd B,150118,F00000PCDM,0P0000XUIH,,,,
Guotai Health Retirement Reglr Payment A,367,F00000SZEA,0P00012FIH,,,,
Guotai Health Retirement Reglr Payment C,2061,F00000WJ6P,0P000170EM,,,,
Guotai HengYi Alloc A,4620,F00000ZLYG,0P0001BSKX,,,,
Guotai HengYi Alloc C,4621,F00000ZLYH,0P0001BSKY,,,,
Guotai HongYi Flxbl Alloc A,3689,F00000Y5R2,0P0001974T,,,,
Guotai HongYi Flxbl Alloc C,3690,F00000Y5R3,0P0001974U,,,,
Guotai HS HK Index(LOF),501309,F000010YOO,0P0001ECUO,,,,
Guotai Intelligent Car Stock,1790,F00000Z5I9,0P0001B6HP,,,,
Guotai Jiangyuan Adv Sel Flx Alloc,5730,F0000106UR,0P0001CSQ3,,,,
Guotai Jiarui Pure Bd,6475,F000011A5O,0P0001EQAF,,,,
Guotai Jinding Value-Select Hybird Fund,519021,F0HKG070NQ,0P00008XG3,,,,
GuoTai JingQi Industry Alloc,3593,F00000YIW5,0P00019QQB,,,,
Guotai Jinlong Bond Fund A,20002,F0HKG05VRF,0P00007KIP,,,,
Guotai Jinlong Bond Fund C,20012,F000001X9D,0P0000G0ZN,,,,
Guotai Jinlong Sector-Select Equites Fd,20003,F0HKG05VQU,0P00007KHG,,,,
Guotai Jinlu Principle Guaranteed Fund,20018,F0HKG06WZ9,0P00007KM5,,,,
Guotai Jinma Stable Equities Fund,20005,F0HKG05VP3,0P00007KHW,,,,
Guotai Jinniu Innnovation Gr Equities Fd,20010,F000000I6A,0P00009JCX,,,,
Guotai Jinpeng Bluechip Value Eq Fd,20009,F0HKG06YRP,0P00007KNA,,,,
GuoTai JinTai Alloc A,519020,F00000ZSA2,0P0001C9TR,,,,
GuoTai JinTai Alloc C,519022,F00000ZSA3,0P0001C9TS,,,,
Guotai Jinxin Equity Fund,519606,F00000UEBR,0P00014842,,,,
Guotai Jinying Growth Alloc,20001,F00000YLKU,0P00019U3F,,,,
Guotai Juxin Val Adv Flex-Cnfgrtn Bal A,362,F00000QJA3,0P0000ZQ31,,,,
Guotai Juxin Val Adv Flex-Cnfgrtn Bal C,363,F00000QJBQ,0P0000ZQ51,,,,
Guotai JuYou Value Alloc A,5244,F00000ZNUF,0P0001BUW5,,,,
Guotai JuYou Value Alloc C,5245,F00000ZNUG,0P0001BUW6,,,,
Guotai LiangHua Income Alloc,1789,F00000YJJ9,0P00019RVA,,,,
Guotai LiShiBao Money Market Fund,3515,F00000Y82S,0P00019A6D,,,,
Guotai Location Advantage Stock Fd,20015,F000002XNM,0P0000K7YR,,,,
Guotai Mid-cap and Small-cap Gr Stk Fd,160211,F0000045ZG,0P0000M2OJ,,,,
Guotai Minan Engyi Pure Bd,4101,F000010YBF,0P0001ECET,,,,
GuoTai MinAnZengLi Bond Seed Fund A,20033,F00000P8M8,0P0000XP7N,,,,
GuoTai MinAnZengLi Bond Seed Fund C,20034,F00000P8M9,0P0000XP7O,,,,
Guotai MingFu Gtd Bal,2489,F00000WWSU,0P00017JOL,,,,
Guotai MingLi Gtd Balance Fund,2458,F00000XBQG,0P000185M9,,,,
Guotai Minyi Flex-Cnfgrtn Balance A,160220,F00000S8JO,0P00011IJ3,,,,
Guotai Minyi Flex-Cnfgrtn Balance C,160226,F00000WJES,0P000170NH,,,,
Guotai Money Market Fund,20007,F0HKG05XAT,0P00007KJS,,,,
GuoTai Mut Benificial Clasifi Crdt Bd A,150066,F00000NCUG,0P0000UORP,,,,
GuoTai Mut Benificial Clasifi Crdt Bd B,150067,F00000NCUH,0P0000UORQ,,,,
Guotai NASDAQ 100 Index Fd QDII,160213,F00000GZWS,0P0000NGC6,,,,
Guotai Natnl Policy Mtv Flex Cnfgrtn A,511,F00000SER8,0P00011QER,,,,
Guotai Natnl Policy Mtv Flex Cnfgrtn C,2062,F00000WJ6O,0P000170EL,,,,
Guotai Net plus Eq,1542,F00000W071,0P00016AJM,,,,
GuoTai New Economy Flexbile Fund,742,F00000U3XH,0P00013WJU,,,,
GuoTai New Traget Gtd,1922,F00000WH0F,0P00016X95,,,,
Guotai Nongyi Flex-Cnfgrtn Balance A,526,F00000SFZ5,0P00011RRB,,,,
Guotai Nongyi Flex-Cnfgrtn Balance C,2059,F00000WJ6M,0P000170EJ,,,,
GuoTai Optimum Growth Fund,20026,F00000NPSM,0P0000VDDE,,,,
Guotai PuYi Alloc A,3754,F00000Y8IZ,0P00019B35,,,,
Guotai PuYi Alloc C,3755,F00000Y8J0,0P00019B36,,,,
Guotai Quantified Growth Sel Alloc A,5095,F00001034K,0P0001CNLU,,,,
Guotai Quantified Growth Sel Alloc C,5096,F00001034L,0P0001CNLV,,,,
Guotai Quantified Value Sel Alloc A,5115,F0000103DK,0P0001CNVS,,,,
Guotai Quantified Value Sel Alloc C,5116,F0000103DL,0P0001CNVT,,,,
Guotai RongAn Multiple strate Alloc,3516,F00000YQJN,0P0001A1IM,,,,
Guotai Rongfeng Waiyan Growth Alloc(LOF),501017,F00000ZSQY,0P0001CAC8,,,,
Guotai Ruihe Pure Bd,6037,F000010ZRN,0P0001EE3S,,,,
Guotai Ruiji Flxbl Alloc Fd A,953,F00000VMUJ,0P00015R0Y,,,,
Guotai Ruiji Flxbl Alloc Fd C,954,F00000VMUK,0P00015R0Z,,,,
Guotai RunLi Pure Bd,3517,F00000YJJA,0P00019RVB,,,,
Guotai RunTai Pure Bd,3457,F00000YJUW,0P00019S8E,,,,
Guotai RunXin Pure Bd,3696,F00000YVYY,0P0001ACCR,,,,
Guotai Shanghai-Shenzhen 300 Idx A,20011,F000000NRG,0P0000A0DX,,,,
Guotai Shanghai-Shenzhen 300 Idx C,5867,F000010D25,0P0001D4BD,,,,
Guotai ShunLi Exchanged MMkt,511620,F00000Z9O5,0P0001BBWM,,,,
Guotai Smart Equipment Eq,1576,F00000YW61,0P0001ACL7,,,,
Guotai SSE 180 Financial ETF Fdr,20021,F00000M13C,0P0000SJBO,,,,
GuoTai SSE Deliv 5Yr Trs Bd Idx ETF FdrA,20035,F00000PHST,0P0000Y0T9,,,,
GuoTai SSE Deliv 5Yr Trs Bd Idx ETF FdrC,20036,F00000PHSU,0P0000Y0TA,,,,
Guotai Strage Value Alloc,20022,F00000YTK1,0P0001A5GT,,,,
GuoTai Strategy Income Flexible Alloc Fd,199,F00000V5VU,0P0001552L,,,,
Guotai Structural Trsfmtn Flex-Cfigr A,512,F00000T57Z,0P00012OG3,,,,
Guotai Structural Trsfmtn Flex-Cfigr C,2063,F00000WJ6N,0P000170EK,,,,
Guotai TianYi Flexible Alloc Fd,1923,F00000XKM1,0P00018H2W,,,,
Guotai Valuation Advantage Separated Stk,160212,F00000H0NL,0P0000NHIR,,,,
Guotai Value Classical Alloc(LOF),160215,F00000YLKV,0P00019U3G,,,,
Guotai Value Select Flx Alloc,5726,F000010RL6,0P0001DY45,,,,
Guotai Xin Guaranteed Bal Fd,2197,F00000WMJ7,0P000174EG,,,,
Guotai Xingyi Flxbl Alloc A,1265,F00000VRGJ,0P00015YLT,,,,
Guotai Xingyi Flxbl Alloc C,2055,F00000WJ6L,0P000170EI,,,,
Guotai XinYi Flex Alloc,1786,F00000Y8J1,0P00019B37,,,,
Guotai YouShi HangYe Alloc,5819,F000010CD7,0P0001D3JM,,,,
Guotai Zhongzheng ShenWan Index (LOF),501016,F00000YPKS,0P0001A00W,,,,
HANG SENG QIANHAI SHS New Industry Alloc,4332,F00000YK89,0P00019SO5,,,,
Harfor Anxiang Bd,2280,F0000102HX,0P0001CMTN,,,,
Harfor Enhanced Income Bond Fd(LOF),164105,F00000QENZ,0P0000ZGK7,,,,
Harfor Health recreation Alloc,1563,F00000W06Y,0P00016AJJ,,,,
Harfor HuaXin Alloc A,2730,F00000XWVQ,0P00018VUA,,,,
Harfor HuaXin Alloc C,2731,F00000XWVR,0P00018VUB,,,,
Harfor Income Enhanced Bond Fd A,410004,F000001W7I,0P0000FY4F,,,,
Harfor Income Enhanced Bond Fd B,410005,F000001W7H,0P0000FY4E,,,,
Harfor Kezhuanzhai Bd,5793,F000010DG2,0P0001D4T6,,,,
Harfor Principal Guaranteed Balance Fund,28,F00000PN4L,0P0000Y7WW,,,,
Harfor Upgrade Industries Alloc,2064,F00000YQJQ,0P0001A1IP,,,,
Harfor Yongxin mix A,1466,F00000VWQ1,0P000165ZL,,,,
Harfor Yongxin mix C,1467,F00000VWQ2,0P000165ZM,,,,
Harfor Yuanxin mix A,2853,F00000XLVF,0P00018IVA,,,,
Harfor Yuanxin mix C,2854,F00000XLVG,0P00018IVB,,,,
Harvest Adv Manufacture Stk Fd,1039,F00000VOKH,0P00015T6Z,,,,
Harvest Agriculture Equity,3634,F00000Y4IK,0P000195H1,,,,
Harvest AnYi Alloc Fd,3187,F00000XM4R,0P00018J5O,,,,
Harvest Bond,70005,F0HKG05VQ2,0P00007KFE,,,,
Harvest Cash Money Markt Fd,3460,F00000YBRK,0P00019GVO,,,,
Harvest Cash TianLi MMKT,4501,F00000YQDH,0P0001A1AV,,,,
Harvest China Fincl Real Est ETF FdrA,1539,F00000VZZJ,0P00016A87,,,,
Harvest China Fincl Real Est ETF FdrC,5999,F000010NVJ,0P0001DIXP,,,,
Harvest Converse Tactics Fund,985,F00000V7B4,0P000156PC,,,,
Harvest Core Advantage Eq,5612,F0000100U5,0P0001CKT7,,,,
Harvest Corp Transform Eq,1036,F00000V97O,0P000159JQ,,,,
Harvest Credit Bond A,70025,F00000MR82,0P0000TT9P,,,,
Harvest Credit Bond C,70026,F00000MR83,0P0000TT9Q,,,,
Harvest crude oil(QDII-LOF),160723,F00000YNYB,0P00019X3W,,,,
Harvest CSI 300 Index Enhanced Study,176,F00000V25U,0P00015030,,,,
Harvest CSI 500 Feeder A,8,F00000PHL0,0P0000Y0KA,,,,
Harvest CSI 500 Feeder C,70039,F0000113B2,0P0001EID5,,,,
Harvest CSI Giltedg MdTrm GovBd ETF FdrA,87,F00000PRLO,0P0000YF0B,,,,
Harvest CSI Giltedg MdTrm GovBd ETF FdrC,88,F00000PRLP,0P0000YF0C,,,,
Harvest CSI Mid-term Corp Bd Idx (LOF) A,160720,F00000PBB9,0P0000XSUT,,,,
Harvest CSI Mid-term Corp Bd Idx (LOF) C,160721,F00000PBBC,0P0000XSUX,,,,
Harvest CSI300 ETF Feeder (LOF)A,160706,F0HKG060IN,0P00007KK1,,,,
Harvest CSI300 ETF Feeder (LOF)C,160724,F000010VYF,0P0001E4W6,,,,
Harvest Current Money Market,464,F00000S8LM,0P00011ILQ,,,,
Harvest Cycle Select,70027,F00000NAR2,0P0000UI8B,,,,
Harvest Dingqibao 6-M Fincl Bd A,3880,F00000YM2P,0P00019UPX,,,,
Harvest Dingqibao 6-M Fincl Bd B,3881,F00000YM2Q,0P00019UPY,,,,
Harvest Diversification Income A,70015,F0000024MH,0P0000HOZE,,,,
Harvest Diversification Income B,70016,F0000024MG,0P0000HOZD,,,,
Harvest Duoli Bond,160718,F00000M0AE,0P0000SH03,,,,
Harvest Duoli Senior,150032,F00000M0AF,0P0000SH04,,,,
Harvest Duoli Subordinated,150033,F00000M0AG,0P0000SH05,,,,
Harvest Emerge Mkt Bd QDII -A1,342,F00000WNYO,0P000175WM,,,,
Harvest Emerge Mkt Bd QDII -C2,341,F00000WNYP,0P000175WN,,,,
Harvest Emerging Industry Eq,751,F00000U3XI,0P00013WJV,,,,
Harvest Envirnmt low-carbon Stk,1616,F00000WK5Z,0P000171KA,,,,
Harvest Event-driven Eq,1416,F00000VW8J,0P000165CP,,,,
Harvest Fenghe Alloc,4355,F00000YF72,0P00019LIJ,,,,
Harvest Financial Sel Eq A,5662,F0000103M0,0P0001CO4R,,,,
Harvest Financial Sel Eq C,5663,F0000103M1,0P0001CO4S,,,,
Harvest Flexible Wallet MMkt Fund A,581,F00000SX3A,0P00012CW5,,,,
Harvest Flexible Wallet MMkt Fund E,2917,F00000XEZG,0P0001899S,,,,
Harvest Fundamental 50A,160716,F000005J7N,0P0000MQDI,,,,
Harvest Fundamental 50C,160725,F000010VYG,0P0001E4W7,,,,
Harvest FuShi China A50 ETF Fdr A,4488,F00000YQJT,0P0001A1IS,,,,
Harvest FuShi China A50 ETF Fdr C,5229,F000010368,0P0001CNNN,,,,
Harvest Glbl Internet Eq RMB QDII,988,F00000VHKT,0P00015KA7,,,,
Harvest Glbl Internet Eq USD Cash QDII,990,F00000VHKU,0P00015KA8,,,,
Harvest Glbl Internet Eq USD Excge QDII,989,F00000VHKV,0P00015KA9,,,,
Harvest Global Real Estate (QDII),70031,F00000OEK9,0P0000WDM0,,,,
Harvest Gold (QDII-FOF-LOF),160719,F00000MLTV,0P0000TKYR,,,,
Harvest Growth Income A,70001,F0HKG05VRT,0P00007KIU,,,,
Harvest Growth Open-ended Fd,70002,F0HKG05VRC,0P00007KJE,,,,
Harvest Growth Strengthen Alloc,1759,F00000XUFW,0P00018SNF,,,,
Harvest Guratted Cash Box B&S MMkt A,519808,F00000RW6Z,0P000111LW,,,,
Harvest Guratted Cash Box B&S MMkt B,519809,F00000RW70,0P000111LX,,,,
Harvest High-quality Enterprise,70099,F000000NRJ,0P0000A0E0,,,,
Harvest H-share Index (DQII-LOF),160717,F00000JPPG,0P0000PT79,,,,
Harvest Huize Dingzeng Flex Alloc (LOF),160722,F000010BJQ,0P0001D2G7,,,,
Harvest Innovation Grw Alloc,1760,F00000WQMM,0P000179G3,,,,
Harvest Leading Growth,70022,F00000MD0A,0P0000SXJ5,,,,
Harvest LiCaiBao 7 Days Bond A,70035,F00000OOYN,0P0000WSTU,,,,
Harvest LiCaiBao 7 Days Bond B,70036,F00000OOYO,0P0000WSTV,,,,
Harvest LingHang ZC Alloc(FOF)A,5156,F00000ZJ25,0P0001BODX,,,,
Harvest LingHang ZC Alloc(FOF)C,5157,F00000ZJ26,0P0001BODY,,,,
Harvest Literary Entertinmt Eq A,3053,F00000XKLZ,0P00018H2U,,,,
Harvest Literary Entertinmt Eq C,3054,F00000XKM0,0P00018H2V,,,,
Harvest Logistics Eq A,3298,F00000XS13,0P00018Q6X,,,,
Harvest Logistics Eq C,3299,F00000XS14,0P00018Q6Y,,,,
Harvest Low price strategy Eq,1577,F00000W06Z,0P00016AJK,,,,
Harvest Medical&Hlth Care Eq,711,F00000TVW4,0P00013MVB,,,,
Harvest Money Market A,70008,F0HKG05VSU,0P00007KH0,,,,
Harvest Money Market B,70088,F00000P9QA,0P0000XQN5,,,,
Harvest Money Market E,1812,F00000WAX1,0P00016OCB,,,,
Harvest New Chance Flxbl Alloc,1620,F00000W29C,0P00016DLQ,,,,
Harvest New Csmpt Eq,1044,F00000VBW3,0P00015CVF,,,,
Harvest New Energy New Material Eq A,3984,F00000YEYO,0P00019L9P,,,,
Harvest New Energy New Material Eq C,3985,F00000YEYP,0P00019L9Q,,,,
Harvest New Idea Flxbl Alloc,1755,F00000WQQT,0P000179WI,,,,
Harvest New Income Flexible Alloc Fd,870,F00000UPUF,0P00014N9J,,,,
Harvest New Selected mix,2149,F00000WPX2,0P0001785T,,,,
Harvest New Set sail Alloc,2212,F00000WQA4,0P000178UH,,,,
Harvest New Start Alloc A,1688,F00000WJ77,0P000170F4,,,,
Harvest New Start Alloc C,2178,F00000WLSC,0P000173JB,,,,
Harvest New Thematic,70021,F00000JYMH,0P0000Q6RW,,,,
Harvest New TianRui mix,4116,F00000YB4K,0P00019FNM,,,,
Harvest New Trend Flxbl Alloc,2222,F00000WPX1,0P0001785S,,,,
Harvest New Wealth Alloc,2211,F00000WQA5,0P000178UI,,,,
Harvest Optimized Dividend,70032,F00000OB01,0P0000W8X4,,,,
Harvest Organization Express MMkt A,917,F00000VZ3B,0P0001696W,,,,
Harvest Organization Express MMkt H,511960,F00000WP7Z,0P000177EY,,,,
