,SPBDUB3T Index,SBMMTB3 Index
,PX_LAST,PX_LAST
date,,
2017-10-15,217.804,628.171
2017-10-16,217.809,628.2258
2017-10-17,217.814,628.2441
2017-10-18,217.82,628.2625
2017-10-19,217.825,628.2807
2017-10-20,217.842,628.299
2017-10-21,217.842,628.299
2017-10-22,217.842,628.299
2017-10-23,217.846,628.3539
2017-10-24,217.852,628.3722
2017-10-25,217.861,628.3905
2017-10-26,217.867,628.4088
2017-10-27,217.885,628.4271
2017-10-28,217.885,628.4271
2017-10-29,217.885,628.4271
2017-10-30,217.889,628.4819
2017-10-31,217.893,628.5002
2017-11-01,217.894,628.5189
2017-11-02,217.899,628.5377
2017-11-03,217.917,628.5563
2017-11-04,217.917,628.5563
2017-11-05,217.917,628.5563
2017-11-06,217.92,628.6124
2017-11-07,217.922,628.6312
2017-11-08,217.924,628.6498
2017-11-09,217.928,628.6686
2017-11-10,217.949,628.6873
2017-11-11,217.949,628.6873
2017-11-12,217.949,628.6873
2017-11-13,217.956,628.7433
2017-11-14,217.955,628.7621
2017-11-15,217.963,628.7808
2017-11-16,217.968,628.7995
2017-11-17,217.988,628.8182
2017-11-18,217.988,628.8182
2017-11-19,217.988,628.8182
2017-11-20,217.992,628.8743
2017-11-21,217.998,628.893
2017-11-22,218.012,628.9117
2017-11-23,218.012,628.9305
2017-11-24,218.036,628.9492
2017-11-25,218.036,628.9492
2017-11-26,218.036,628.9492
2017-11-27,218.045,629.0053
2017-11-28,218.053,629.024
2017-11-29,218.062,629.0427
2017-11-30,218.071,629.0615
2017-12-01,218.088,629.0817
2017-12-02,218.088,629.0817
2017-12-03,218.088,629.0817
2017-12-04,218.089,629.1426
2017-12-05,218.089,629.163
2017-12-06,218.1,629.1832
2017-12-07,218.106,629.2036
2017-12-08,218.132,629.2239
2017-12-09,218.132,629.2239
2017-12-10,218.132,629.2239
2017-12-11,218.13,629.2848
2017-12-12,218.132,629.3051
2017-12-13,218.143,629.3254
2017-12-14,218.148,629.3457
2017-12-15,218.167,629.366
2017-12-16,218.167,629.366
2017-12-17,218.167,629.366
2017-12-18,218.171,629.4269
2017-12-19,218.177,629.4473
2017-12-20,218.188,629.4676
2017-12-21,218.203,629.4879
2017-12-22,218.236,629.5082
2017-12-23,218.236,629.5082
2017-12-24,218.236,629.5082
2017-12-25,218.236,629.5082
2017-12-26,218.241,629.5895
2017-12-27,218.25,629.6097
2017-12-28,218.255,629.6301
2017-12-29,218.279,629.691
2017-12-30,218.279,629.691
2017-12-31,218.279,629.691
2018-01-01,218.279,629.691
2018-01-02,218.283,629.7357
2018-01-03,218.295,629.758
2018-01-04,218.303,629.7803
2018-01-05,218.327,629.8027
2018-01-06,218.327,629.8027
2018-01-07,218.327,629.8027
2018-01-08,218.332,629.8697
2018-01-09,218.338,629.892
2018-01-10,218.344,629.9143
2018-01-11,218.349,629.9366
2018-01-12,218.377,629.959
2018-01-13,218.377,629.959
2018-01-14,218.377,629.959
2018-01-15,218.377,630.026
2018-01-16,218.381,630.0483
2018-01-17,218.391,630.0707
2018-01-18,218.406,630.093
2018-01-19,218.429,630.1154
2018-01-20,218.429,630.1154
2018-01-21,218.429,630.1154
2018-01-22,218.439,630.1824
2018-01-23,218.45,630.2047
2018-01-24,218.461,630.2271
2018-01-25,218.474,630.2494
2018-01-26,218.495,630.2717
2018-01-27,218.495,630.2717
2018-01-28,218.495,630.2717
2018-01-29,218.5,630.3388
2018-01-30,218.503,630.3611
2018-01-31,218.515,630.3835
2018-02-01,218.515,630.4077
2018-02-02,218.537,630.4319
2018-02-03,218.537,630.4319
2018-02-04,218.537,630.4319
2018-02-05,218.539,630.5046
2018-02-06,218.545,630.5288
2018-02-07,218.552,630.553
2018-02-08,218.564,630.5773
2018-02-09,218.587,630.6014
2018-02-10,218.587,630.6014
2018-02-11,218.587,630.6014
2018-02-12,218.589,630.6741
2018-02-13,218.598,630.6984
2018-02-14,218.608,630.7226
2018-02-15,218.616,630.7468
2018-02-16,218.645,630.7711
2018-02-17,218.645,630.7711
2018-02-18,218.645,630.7711
2018-02-19,218.645,630.8438
2018-02-20,218.65,630.868
2018-02-21,218.664,630.8922
2018-02-22,218.676,630.9164
2018-02-23,218.7,630.9407
2018-02-24,218.7,630.9407
2018-02-25,218.7,630.9407
2018-02-26,218.708,631.0134
2018-02-27,218.714,631.0377
2018-02-28,218.723,631.0619
2018-03-01,218.737,631.0884
2018-03-02,218.761,631.115
2018-03-03,218.761,631.115
2018-03-04,218.761,631.115
2018-03-05,218.764,631.1946
2018-03-06,218.771,631.2212
2018-03-07,218.777,631.2477
2018-03-08,218.788,631.2742
2018-03-09,218.814,631.3008
2018-03-10,218.814,631.3008
2018-03-11,218.814,631.3008
2018-03-12,218.82,631.3804
2018-03-13,218.818,631.407
2018-03-14,218.821,631.4336
2018-03-15,218.828,631.4601
2018-03-16,218.857,631.4867
2018-03-17,218.857,631.4867
2018-03-18,218.857,631.4867
2018-03-19,218.866,631.5663
2018-03-20,218.876,631.5929
2018-03-21,218.89,631.6195
2018-03-22,218.912,631.6461
2018-03-23,218.94,631.6726
2018-03-24,218.94,631.6726
2018-03-25,218.94,631.6726
2018-03-26,218.947,631.7523
2018-03-27,218.958,631.7789
2018-03-28,218.973,631.8054
2018-03-29,219.014,631.832
2018-03-30,219.014,631.8852
2018-03-31,219.014,631.8852
2018-04-01,219.014,631.8852
2018-04-02,219.015,631.942
2018-04-03,219.032,631.9703
2018-04-04,219.049,631.9988
2018-04-05,219.057,632.0272
2018-04-06,219.086,632.0555
2018-04-07,219.086,632.0555
2018-04-08,219.086,632.0555
2018-04-09,219.098,632.1407
2018-04-10,219.11,632.1692
2018-04-11,219.124,632.1976
2018-04-12,219.131,632.226
2018-04-13,219.161,632.2544
2018-04-14,219.161,632.2544
2018-04-15,219.161,632.2544
2018-04-16,219.173,632.3397
2018-04-17,219.178,632.368
2018-04-18,219.183,632.3965
2018-04-19,219.193,632.4249
2018-04-20,219.224,632.4533
2018-04-21,219.224,632.4533
2018-04-22,219.224,632.4533
2018-04-23,219.232,632.5386
2018-04-24,219.241,632.567
2018-04-25,219.255,632.5954
2018-04-26,219.269,632.6238
2018-04-27,219.297,632.6523
2018-04-28,219.297,632.6523
2018-04-29,219.297,632.6523
2018-04-30,219.306,632.7375
2018-05-01,219.317,632.768
2018-05-02,219.33,632.7985
2018-05-03,219.343,632.8289
2018-05-04,219.374,632.8594
2018-05-05,219.374,632.8594
2018-05-06,219.374,632.8594
2018-05-07,219.383,632.9507
2018-05-08,219.391,632.9811
2018-05-09,219.398,633.0116
2018-05-10,219.411,633.0421
2018-05-11,219.441,633.0725
2018-05-12,219.441,633.0725
2018-05-13,219.441,633.0725
2018-05-14,219.45,633.1639
2018-05-15,219.461,633.1944
2018-05-16,219.47,633.2249
2018-05-17,219.479,633.2553
2018-05-18,219.512,633.2858
2018-05-19,219.512,633.2858
2018-05-20,219.512,633.2858
2018-05-21,219.521,633.3772
2018-05-22,219.531,633.4077
2018-05-23,219.543,633.4381
2018-05-24,219.557,633.4686
2018-05-25,219.599,633.4991
2018-05-26,219.599,633.4991
2018-05-27,219.599,633.4991
2018-05-28,219.599,633.5905
2018-05-29,219.607,633.621
2018-05-30,219.619,633.6515
2018-05-31,219.628,633.682
2018-06-01,219.66,633.7139
2018-06-02,219.66,633.7139
2018-06-03,219.66,633.7139
2018-06-04,219.668,633.8098
2018-06-05,219.676,633.8417
2018-06-06,219.685,633.8736
2018-06-07,219.702,633.9056
2018-06-08,219.736,633.9375
2018-06-09,219.736,633.9375
2018-06-10,219.736,633.9375
2018-06-11,219.746,634.0333
2018-06-12,219.758,634.0653
2018-06-13,219.768,634.0972
2018-06-14,219.781,634.1292
2018-06-15,219.812,634.1611
2018-06-16,219.812,634.1611
2018-06-17,219.812,634.1611
2018-06-18,219.821,634.257
2018-06-19,219.833,634.289
2018-06-20,219.845,634.321
2018-06-21,219.858,634.3529
2018-06-22,219.893,634.3849
2018-06-23,219.893,634.3849
2018-06-24,219.893,634.3849
2018-06-25,219.909,634.4808
2018-06-26,219.923,634.5128
2018-06-27,219.936,634.5447
2018-06-28,219.947,634.5767
2018-06-29,219.978,634.6407
2018-06-30,219.978,634.6407
2018-07-01,219.978,634.6407
2018-07-02,219.98,634.707
2018-07-03,220.003,634.7402
2018-07-04,220.003,634.7734
2018-07-05,220.018,634.8066
2018-07-06,220.056,634.8398
2018-07-07,220.056,634.8398
2018-07-08,220.056,634.8398
2018-07-09,220.062,634.9394
2018-07-10,220.074,634.9726
2018-07-11,220.087,635.0058
2018-07-12,220.095,635.039
2018-07-13,220.129,635.0722
2018-07-14,220.129,635.0722
2018-07-15,220.129,635.0722
2018-07-16,220.138,635.1719
2018-07-17,220.149,635.2051
2018-07-18,220.164,635.2383
2018-07-19,220.179,635.2715
2018-07-20,220.213,635.3047
2018-07-21,220.213,635.3047
2018-07-22,220.213,635.3047
2018-07-23,220.225,635.4044
2018-07-24,220.236,635.4376
2018-07-25,220.247,635.4708
2018-07-26,220.26,635.5041
2018-07-27,220.293,635.5373
2018-07-28,220.293,635.5373
2018-07-29,220.293,635.5373
2018-07-30,220.304,635.637
2018-07-31,220.315,635.6702
2018-08-01,220.327,635.7048
2018-08-02,220.344,635.7393
2018-08-03,220.379,635.7739
2018-08-04,220.379,635.7739
2018-08-05,220.379,635.7739
2018-08-06,220.384,635.8775
2018-08-07,220.398,635.9121
2018-08-08,220.41,635.9466
2018-08-09,220.422,635.9812
2018-08-10,220.456,636.0157
2018-08-11,220.456,636.0157
2018-08-12,220.456,636.0157
2018-08-13,220.464,636.1194
2018-08-14,220.473,636.154
2018-08-15,220.485,636.1886
2018-08-16,220.499,636.2231
2018-08-17,220.535,636.2577
2018-08-18,220.535,636.2577
2018-08-19,220.535,636.2577
2018-08-20,220.548,636.3614
2018-08-21,220.559,636.396
2018-08-22,220.57,636.4306
2018-08-23,220.583,636.4652
2018-08-24,220.616,636.4997
2018-08-25,220.616,636.4997
2018-08-26,220.616,636.4997
2018-08-27,220.628,636.6035
2018-08-28,220.639,636.6381
2018-08-29,220.65,636.6727
2018-08-30,220.661,636.7073
2018-08-31,220.708,636.7419
2018-09-01,220.708,636.7419
2018-09-02,220.708,636.7419
2018-09-03,220.708,636.849
2018-09-04,220.715,636.8847
2018-09-05,220.723,636.9205
2018-09-06,220.737,636.9562
2018-09-07,220.774,636.9919
2018-09-08,220.774,636.9919
2018-09-09,220.774,636.9919
2018-09-10,220.79,637.0991
2018-09-11,220.802,637.1348
2018-09-12,220.817,637.1706
2018-09-13,220.829,637.2063
2018-09-14,220.864,637.242
2018-09-15,220.864,637.242
2018-09-16,220.864,637.242
2018-09-17,220.876,637.3493
2018-09-18,220.886,637.385
2018-09-19,220.899,637.4208
2018-09-20,220.912,637.4565
2018-09-21,220.947,637.4923
2018-09-22,220.947,637.4923
2018-09-23,220.947,637.4923
2018-09-24,220.959,637.5995
2018-09-25,220.969,637.6353
2018-09-26,220.983,637.6711
2018-09-27,220.996,637.7068
2018-09-28,221.032,637.8141
2018-09-29,221.032,637.8141
2018-09-30,221.032,637.8141
2018-10-01,221.043,637.8516
2018-10-02,221.054,637.889
2018-10-03,221.065,637.9265
2018-10-04,221.079,637.9639
2018-10-05,221.131,638.0013
2018-10-06,221.131,638.0013
2018-10-07,221.131,638.0013
2018-10-08,221.131,638.1137
2018-10-09,221.142,638.1511
2018-10-10,221.157,638.1886
2018-10-11,221.171,638.226
2018-10-12,221.21,638.2635
2018-10-13,221.21,638.2635
2018-10-14,221.21,638.2635
2018-10-15,221.219,638.3755
2018-10-16,221.233,638.4129
2018-10-17,221.245,638.4504
2018-10-18,221.258,638.4878
2018-10-19,221.298,638.5253
2018-10-20,221.298,638.5253
2018-10-21,221.298,638.5253
2018-10-22,221.312,638.6376
2018-10-23,221.324,638.6751
2018-10-24,221.338,638.7125
2018-10-25,221.352,638.75
2018-10-26,221.392,638.7875
2018-10-27,221.392,638.7875
2018-10-28,221.392,638.7875
2018-10-29,221.405,638.8999
2018-10-30,221.418,638.9373
2018-10-31,221.428,638.9748
2018-11-01,221.444,639.0141
2018-11-02,221.485,639.0533
2018-11-03,221.485,639.0533
2018-11-04,221.485,639.0533
2018-11-05,221.498,639.171
2018-11-06,221.509,639.2103
