,portfolio_value_0.2,portfolio_value_0.3,portfolio_value_0.4,portfolio_value_0.5,portfolio_value_0.6,portfolio_value_0.7,portfolio_value_0.8
2016-08-29,1.19861658,1.20693706,1.21371502,1.21785374,1.21813405,1.21697954,1.21627499
2016-08-30,1.19864077,1.20705142,1.21392011,1.21821287,1.2186296,1.21759198,1.21699347
2016-08-31,1.19926137,1.20786725,1.21492166,1.21945423,1.22012371,1.21931811,1.21894224
2016-09-01,1.19703638,1.2050122,1.21143645,1.21531086,1.21536996,1.213973,1.2130016
2016-09-02,1.19703838,1.2046488,1.21068767,1.21428765,1.2140664,1.21235723,1.21107218
2016-09-05,1.1986361,1.20652775,1.21285384,1.2166868,1.21670827,1.21525299,1.21421976
2016-09-06,1.20187236,1.210652,1.21787949,1.22246161,1.22325571,1.2226051,1.22238001
2016-09-07,1.20237927,1.21098771,1.21803927,1.22247851,1.22313107,1.22232958,1.22194884
2016-09-08,1.20249917,1.21115772,1.21825768,1.22270246,1.22337904,1.22261319,1.22227401
2016-09-09,1.20099458,1.20898596,1.21541832,1.2192458,1.21928797,1.21788264,1.21690304
2016-09-12,1.19359986,1.19958509,1.204,1.20592569,1.20409088,1.2008073,1.19794701
2016-09-13,1.19451668,1.20061646,1.20515159,1.20718318,1.20545208,1.20227429,1.19951464
2016-09-14,1.19299053,1.19834751,1.20214205,1.2034144,1.2009404,1.19703644,1.19355147
2016-09-19,1.19613615,1.20256305,1.20743983,1.20972981,1.20824064,1.20532545,1.20283333
2016-09-20,1.19586439,1.20213749,1.20685845,1.20893406,1.20726443,1.20418796,1.20154022
2016-09-21,1.19641049,1.20294121,1.20792404,1.21022516,1.20878906,1.20595389,1.20354661
2016-09-22,1.1993253,1.20631647,1.21175196,1.21455816,1.21359456,1.21120505,1.20924325
2016-09-23,1.19939385,1.20597159,1.21099285,1.21346047,1.21213473,1.20936489,1.20701323
2016-09-26,1.19405707,1.19902721,1.20244118,1.2033262,1.20045173,1.19615279,1.19226885
2016-09-27,1.19528931,1.20094794,1.20505083,1.20657094,1.20434157,1.20069399,1.19746702
2016-09-28,1.19591143,1.20124744,1.20502676,1.20619009,1.20360411,1.19961196,1.1960489
2016-09-29,1.19780257,1.20362657,1.20789845,1.20954062,1.20742949,1.2039085,1.2008098
2016-09-30,1.1996186,1.20604891,1.21092954,1.21313459,1.21159024,1.20863988,1.20611374
2016-10-10,1.2049018,1.2126516,1.21886853,1.22242889,1.2221419,1.22042234,1.21912243
2016-10-11,1.206365,1.21430232,1.22070713,1.22448114,1.22438317,1.22284051,1.22171539
2016-10-12,1.20548638,1.21322104,1.21942455,1.22296302,1.22264238,1.22089121,1.21956257
2016-10-13,1.20559708,1.2130407,1.21894754,1.22221764,1.22162304,1.21959179,1.21798472
2016-10-14,1.2064191,1.2139516,1.21994407,1.22330111,1.22280201,1.22086337,1.21934635
2016-10-17,1.20468598,1.21147953,1.21674052,1.21936917,1.21811901,1.21544055,1.21318829
2016-10-18,1.20909804,1.21732383,1.22401678,1.22803397,1.22818273,1.22689304,1.22602257
2016-10-19,1.20868267,1.21677937,1.22334247,1.22721616,1.22722758,1.22580675,1.2248085
2016-10-20,1.20928442,1.21729336,1.22376178,1.22754173,1.22748701,1.22599888,1.22492893
2016-10-21,1.20908921,1.21717064,1.22369793,1.22763996,1.22775484,1.22640356,1.22545744
2016-10-24,1.21178671,1.22072334,1.22809654,1.23299139,1.23403291,1.2335614,1.23347978
2016-10-25,1.21267916,1.22205237,1.22986236,1.23516444,1.23661991,1.23656429,1.23690093
2016-10-26,1.21127086,1.22057076,1.2283136,1.23358535,1.23499912,1.23489474,1.23517406
2016-10-27,1.20987084,1.21902993,1.22663501,1.231767,1.23303351,1.23278656,1.23292752
2016-10-28,1.2094363,1.21826742,1.22553488,1.23040635,1.2314221,1.23090465,1.23076433
2016-10-31,1.20946739,1.21831481,1.2255982,1.2304944,1.23152377,1.23101713,1.23088985
2016-11-01,1.2117719,1.22139896,1.22946493,1.23513854,1.23692285,1.23716041,1.23777653
2016-11-02,1.20984855,1.21875789,1.22611552,1.23107466,1.23212671,1.23164651,1.23154794
2016-11-03,1.21185123,1.22154079,1.22967069,1.23545528,1.2373479,1.23767974,1.23837615
2016-11-04,1.21155688,1.22072544,1.22832579,1.23363211,1.23504761,1.23489228,1.23509944
2016-11-07,1.21158854,1.22067365,1.22817424,1.23342681,1.23481659,1.23462036,1.23478386
2016-11-08,1.2131417,1.22272605,1.23072926,1.23644773,1.23828118,1.23853144,1.23915102
2016-11-09,1.21124573,1.22011649,1.22740685,1.23240126,1.23352437,1.23307879,1.23300547
2016-11-10,1.21383262,1.22378016,1.23214444,1.23825097,1.24044419,1.24104049,1.24201071
2016-11-11,1.21465128,1.22449694,1.2327375,1.23878198,1.24089972,1.2413988,1.24228597
2016-11-14,1.21482382,1.22460256,1.2327703,1.23878518,1.24082029,1.24122332,1.24203116
2016-11-15,1.21534539,1.22554608,1.23415163,1.24054215,1.24294302,1.24372687,1.2449142
2016-11-16,1.21558106,1.22575252,1.23433345,1.24067297,1.24301745,1.24375344,1.24489544
2016-11-17,1.21495971,1.22543122,1.23431076,1.24097728,1.24366127,1.24472587,1.24618745
2016-11-18,1.21363554,1.22362551,1.23202389,1.23825141,1.24050009,1.24112458,1.24213718
2016-11-21,1.21588589,1.22625776,1.23502387,1.24171196,1.24440109,1.24542862,1.24683819
2016-11-22,1.21814486,1.22923455,1.23871084,1.24612902,1.24954347,1.25127771,1.2533927
2016-11-23,1.21878195,1.23014187,1.23987748,1.24753567,1.25124091,1.25326613,1.25566848
2016-11-24,1.21990269,1.23146328,1.24138775,1.24930669,1.25326433,1.25551472,1.25813775
2016-11-25,1.22195361,1.23430959,1.24501557,1.25375984,1.25852381,1.2615532,1.26496187
2016-11-28,1.22397222,1.23677608,1.24792433,1.2571002,1.26230208,1.26576327,1.26960476
