date,HKD,CNY
2017-10-18,7.8086,6.6274
2017-10-19,7.8012,6.6138
2017-10-20,7.8047,6.6205
2017-10-23,7.8004999999999995,6.64
2017-10-24,7.8042,6.6358
2017-10-25,7.8038,6.6391
2017-10-26,7.8027999999999995,6.6426
2017-10-27,7.8038,6.6505
2017-10-30,7.799,6.6465
2017-10-31,7.8011,6.635
2017-11-01,7.8002,6.602
2017-11-02,7.8011,6.6093
2017-11-03,7.8029,6.639
2017-11-06,7.8017,6.6338
2017-11-07,7.8046,6.6405
2017-11-08,7.7978,6.628
2017-11-09,7.7994,6.6402
2017-11-10,7.8024000000000004,6.6409
2017-11-13,7.8015,6.6405
2017-11-14,7.8026,6.6361
2017-11-15,7.8063,6.624
2017-11-16,7.8099,6.6303
2017-11-17,7.8116,6.6268
2017-11-20,7.8109,6.6372
2017-11-21,7.8111,6.629
2017-11-22,7.8107,6.6103
2017-11-23,7.8113,6.5835
2017-11-24,7.8078,6.6018
2017-11-27,7.8003,6.5992
2017-11-28,7.8033,6.6078
2017-11-29,7.8091,6.6167
2017-11-30,7.8099,6.6091
2017-12-01,7.8128,6.6163
2017-12-04,7.8182,6.6198
2017-12-05,7.8167,6.6193
2017-12-06,7.8134,6.6149000000000004
2017-12-07,7.807,6.6193
2017-12-08,7.8061,6.6209
2017-12-11,7.8063,6.6186
2017-12-12,7.8071,6.6215
2017-12-13,7.8042,6.6195
2017-12-14,7.8087,6.6093
2017-12-15,7.8119,6.6093
2017-12-18,7.8154,6.6164
2017-12-19,7.8163,6.6047
2017-12-20,7.8231,6.5785
2017-12-21,7.8186,6.5847999999999995
2017-12-22,7.8152,6.5773
2017-12-25,7.8143,6.5398
2017-12-26,7.8125,6.545
2017-12-27,7.8104,6.5564
2017-12-28,7.8157,6.5335
2017-12-29,7.814,6.5068
2018-01-01,7.8139,6.5068
2018-01-02,7.8149999999999995,6.493
2018-01-03,7.8167,6.503
2018-01-04,7.8174,6.4935
2018-01-05,7.8196,6.4885
2018-01-08,7.8209,6.4998000000000005
2018-01-09,7.8208,6.5297
2018-01-10,7.8225,6.5082
2018-01-11,7.823,6.5062999999999995
2018-01-12,7.8224,6.469
2018-01-15,7.8235,6.4371
2018-01-16,7.8229,6.444
2018-01-17,7.8182,6.4343
2018-01-18,7.817,6.42
2018-01-19,7.8171,6.404
2018-01-22,7.8184000000000005,6.405
2018-01-23,7.8189,6.4047
2018-01-24,7.8183,6.3575
2018-01-25,7.8176,6.3263
2018-01-26,7.8181,6.3283
2018-01-29,7.8175,6.3405000000000005
2018-01-30,7.8208,6.3239
2018-01-31,7.8229,6.2888
2018-02-01,7.8196,6.2962
2018-02-02,7.8205,6.3008
2018-02-05,7.8207,6.2926
2018-02-06,7.8185,6.2907
2018-02-07,7.8182,6.2778
2018-02-08,7.8212,6.3298
2018-02-09,7.8183,6.3032
2018-02-12,7.8193,6.3275
2018-02-13,7.8231,6.341
2018-02-14,7.8224,6.3415
2018-02-15,7.8203,6.3415
2018-02-16,7.8209,6.3415
2018-02-19,7.8218,6.3415
2018-02-20,7.8245000000000005,6.3415
2018-02-21,7.8253,6.3421
2018-02-22,7.8243,6.3527000000000005
2018-02-23,7.8233,6.3372
2018-02-26,7.8234,6.3161
2018-02-27,7.8276,6.3169
2018-02-28,7.8261,6.331
2018-03-01,7.828,6.3582
2018-03-02,7.8308,6.3454
2018-03-05,7.832,6.3496
2018-03-06,7.8336,6.3145
2018-03-07,7.8356,6.3254
2018-03-08,7.8407,6.3422
2018-03-09,7.8364,6.3344
2018-03-12,7.8407,6.3295
2018-03-13,7.8405000000000005,6.3217
2018-03-14,7.8412,6.318
2018-03-15,7.8419,6.3221
2018-03-16,7.8423,6.3347999999999995
2018-03-19,7.8424,6.3322
2018-03-20,7.8444,6.3341
2018-03-21,7.8457,6.3232
2018-03-22,7.8481,6.335
2018-03-23,7.8459,6.316
2018-03-26,7.846,6.273
2018-03-27,7.8466000000000005,6.283
2018-03-28,7.8475,6.298
2018-03-29,7.8485,6.2898
2018-03-30,7.8488,6.2755
2018-04-02,7.8486,6.2804
2018-04-03,7.8485,6.2899
2018-04-04,7.849,6.3033
2018-04-05,7.8489,6.3033
2018-04-06,7.8484,6.3033
2018-04-09,7.8492,6.307
2018-04-10,7.8496,6.2832
2018-04-11,7.8498,6.269
2018-04-12,7.8499,6.2915
2018-04-13,7.8499,6.275
2018-04-16,7.8499,6.2765
2018-04-17,7.8498,6.2825
2018-04-18,7.8499,6.2744
2018-04-19,7.8481,6.2791
2018-04-20,7.8437,6.2964
2018-04-23,7.8421,6.317
2018-04-24,7.8461,6.3065
2018-04-25,7.8462,6.3266
2018-04-26,7.8459,6.3365
2018-04-27,7.8475,6.3322
2018-04-30,7.8483,6.3322
2018-05-01,7.8493,6.3322
2018-05-02,7.8499,6.3625
2018-05-03,7.8493,6.3537
2018-05-04,7.8494,6.3627
2018-05-07,7.8499,6.3667
2018-05-08,7.8496,6.3707
2018-05-09,7.8499,6.3623
2018-05-10,7.8498,6.3492
2018-05-11,7.8497,6.334
2018-05-14,7.8498,6.3393
2018-05-15,7.8499,6.3775
2018-05-16,7.8499,6.3715
2018-05-17,7.8498,6.3672
2018-05-18,7.8499,6.38
2018-05-21,7.8485,6.3835
2018-05-22,7.8499,6.3675
2018-05-23,7.8494,6.3886
2018-05-24,7.8475,6.3784
2018-05-25,7.8461,6.3917
2018-05-28,7.8452,6.3993
2018-05-29,7.8457,6.4176
2018-05-30,7.8477,6.419
2018-05-31,7.8431,6.4106
2018-06-01,7.8456,6.4204
2018-06-04,7.8457,6.408
2018-06-05,7.8474,6.4061
2018-06-06,7.8473,6.3884
2018-06-07,7.8463,6.3921
2018-06-08,7.8458,6.4067
2018-06-11,7.8466000000000005,6.4018
2018-06-12,7.8471,6.4028
2018-06-13,7.8483,6.3979
2018-06-14,7.8492,6.4017
2018-06-15,7.8493,6.4387
2018-06-18,7.8497,6.4387
2018-06-19,7.8493,6.4853
2018-06-20,7.8465,6.4738
2018-06-21,7.8461,6.4932
2018-06-22,7.8463,6.5052
2018-06-25,7.8469999999999995,6.541
2018-06-26,7.8491,6.5793
2018-06-27,7.8479,6.6083
2018-06-28,7.8479,6.627
2018-06-29,7.8466000000000005,6.621
2018-07-02,7.8442,6.668
2018-07-03,7.845,6.6425
2018-07-04,7.8433,6.6325
2018-07-05,7.8472,6.6370000000000005
2018-07-06,7.8479,6.6427
2018-07-09,7.8484,6.616
2018-07-10,7.8484,6.634
2018-07-11,7.8491,6.6826
2018-07-12,7.8488,6.6678
2018-07-13,7.8486,6.6916
2018-07-16,7.8489,6.6911000000000005
2018-07-17,7.8489,6.7065
2018-07-18,7.8497,6.7189
2018-07-19,7.8496,6.7751
2018-07-20,7.8499,6.7697
2018-07-23,7.8483,6.7986
2018-07-24,7.8468,6.7927
2018-07-25,7.8455,6.7697
2018-07-26,7.8479,6.7927
2018-07-27,7.8475,6.8133
2018-07-30,7.8485,6.8155
2018-07-31,7.8491,6.8167
2018-08-01,7.8485,6.823
2018-08-02,7.8497,6.8428
2018-08-03,7.849,6.827
2018-08-06,7.8492,6.8535
2018-08-07,7.8497,6.8313
2018-08-08,7.8492,6.8355
2018-08-09,7.8499,6.821
2018-08-10,7.8499,6.8466000000000005
2018-08-13,7.8498,6.8911999999999995
2018-08-14,7.85,6.8842
2018-08-15,7.8499,6.9348
2018-08-16,7.8498,6.8853
2018-08-17,7.8496,6.8774999999999995
2018-08-20,7.8497,6.8577
2018-08-21,7.8494,6.8472
2018-08-22,7.8495,6.8418
2018-08-23,7.8498,6.8778
2018-08-24,7.8499,6.8105
2018-08-27,7.8499,6.8156
2018-08-28,7.8497,6.8031
2018-08-29,7.8487,6.8212
2018-08-30,7.8491,6.8445
2018-08-31,7.8491,6.8315
2018-09-03,7.8494,6.8228
2018-09-04,7.8491,6.8442
2018-09-05,7.8493,6.83
2018-09-06,7.8493,6.8355
2018-09-07,7.8498,6.8438
2018-09-10,7.8497,6.8555
2018-09-11,7.8493,6.873
2018-09-12,7.8485,6.8517
2018-09-13,7.8482,6.8448
2018-09-14,7.8472,6.8675
2018-09-17,7.8446,6.857
2018-09-18,7.8433,6.8615
2018-09-19,7.8446,6.8483
2018-09-20,7.8426,6.8468
2018-09-21,7.8115,6.8571
2018-09-24,7.8114,6.8571
2018-09-25,7.8104,6.8675
2018-09-26,7.8126999999999995,6.8786000000000005
2018-09-27,7.8156,6.8903
2018-09-28,7.828,6.8688
2018-10-01,7.8271,6.8688
2018-10-02,7.8333,6.8688
2018-10-03,7.8379,6.8688
2018-10-04,7.8352,6.8688
2018-10-05,7.8354,6.8688
2018-10-08,7.8285,6.9307
2018-10-09,7.8332,6.9227
2018-10-10,7.8370999999999995,6.9242
2018-10-11,7.8345,6.8899
2018-10-12,7.835,6.922
2018-10-15,7.8349,6.9168
2018-10-16,7.8362,6.912
2018-10-17,7.8394,6.9275
2018-10-18,7.8383,6.9376
2018-10-19,7.8419,6.929
2018-10-22,7.8397,6.9475
2018-10-23,7.8386,6.938
2018-10-24,7.8406,6.944
2018-10-25,7.8408999999999995,6.9489
2018-10-26,7.8407,6.9435
2018-10-29,7.8431,6.9622
2018-10-30,7.8435,6.9672
2018-10-31,7.8415,6.9757
2018-11-01,7.8339,6.9233
2018-11-02,7.8167,6.8907
2018-11-05,7.8325,6.9257
2018-11-06,7.8316,6.9193999999999996
2018-11-07,7.8303,6.92
2018-11-08,7.8266,6.9345
2018-11-09,7.8323,6.9567
2018-11-12,7.8343,6.9636
2018-11-13,7.8307,6.9559999999999995
2018-11-14,7.8314,6.9505
2018-11-15,7.8295,6.9392
2018-11-16,7.8295,6.938
2018-11-19,7.832,6.942
2018-11-20,7.8302,6.9453
2018-11-21,7.8333,6.927
2018-11-22,7.8304,6.932
2018-11-23,7.8258,6.9485
2018-11-26,7.8237,6.9408
2018-11-27,7.8262,6.9515
2018-11-28,7.8254,6.9539
2018-11-29,7.8215,6.9425
2018-11-30,7.824,6.9605
2018-12-03,7.8153,6.883
2018-12-04,7.8036,6.836
2018-12-05,7.8136,6.8568
2018-12-06,7.8103,6.8827
2018-12-07,7.816,6.8743
2018-12-10,7.8157,6.9117
2018-12-11,7.8173,6.9
2018-12-12,7.813,6.88
2018-12-13,7.8129,6.8816
2018-12-14,7.8138,6.9076
2018-12-17,7.8131,6.8972999999999995
2018-12-18,7.8191,6.8953
2018-12-19,7.8267,6.8911
2018-12-20,7.8303,6.885
2018-12-21,7.832,6.9065
2018-12-24,7.8333,6.8991
2018-12-25,7.8315,6.8871
2018-12-26,7.8285,6.8854
2018-12-27,7.8304,6.8663
2018-12-28,7.8306000000000004,6.8785
2018-12-31,7.8319,6.8785
2019-01-01,7.8315,6.8785
2019-01-02,7.8334,6.862
2019-01-03,7.8315,6.8721
2019-01-04,7.8351,6.8692
2019-01-07,7.8346,6.851
2019-01-08,7.8388,6.8532
2019-01-09,7.8377,6.816
2019-01-10,7.8386,6.7885
2019-01-11,7.8394,6.763
2019-01-14,7.8425,6.7681000000000004
2019-01-15,7.8433,6.761
2019-01-16,7.8442,6.7568
2019-01-17,7.8429,6.7764
2019-01-18,7.8434,6.7773
2019-01-21,7.8453,6.798
2019-01-22,7.8457,6.808
2019-01-23,7.8453,6.792
2019-01-24,7.8461,6.7885
2019-01-25,7.8459,6.7483
2019-01-28,7.8459,6.7453
2019-01-29,7.8461,6.7344
2019-01-30,7.8428,6.7165
2019-01-31,7.8467,6.6961
2019-02-01,7.8469,6.7422
2019-02-04,7.8465,6.7422
2019-02-05,7.8458,6.7422
2019-02-06,7.8464,6.7422
2019-02-07,7.8477,6.7451
2019-02-08,7.8474,6.7451
2019-02-11,7.8478,6.7923
2019-02-12,7.8484,6.774
2019-02-13,7.8486,6.7604
2019-02-14,7.8472,6.772
2019-02-15,7.8487,6.7731
2019-02-18,7.8479,6.7667
2019-02-19,7.8486,6.7587
2019-02-20,7.8492,6.7213
2019-02-21,7.8474,6.7225
2019-02-22,7.8484,6.7137
2019-02-25,7.8488,6.6891
2019-02-26,7.8489,6.7002
2019-02-27,7.8497,6.6872
2019-02-28,7.8499,6.6941
2019-03-01,7.849,6.7064
2019-03-04,7.849,6.7073
2019-03-05,7.8497,6.7076
2019-03-06,7.8498,6.7112
2019-03-07,7.8499,6.7149
2019-03-08,7.85,6.7214
2019-03-11,7.8499,6.7265
2019-03-12,7.8499,6.7085
2019-03-13,7.8499,6.7071
2019-03-14,7.8501,6.723
2019-03-15,7.8499,6.7137
2019-03-18,7.8499,6.713
2019-03-19,7.8498,6.7119
2019-03-20,7.85,6.6945
2019-03-21,7.8472,6.6992
2019-03-22,7.8474,6.7181999999999995
2019-03-25,7.8472,6.7094000000000005
2019-03-26,7.8494,6.7157
2019-03-27,7.8487,6.7271
2019-03-28,7.8499,6.739
2019-03-29,7.85,6.7120999999999995
2019-04-01,7.8498,6.7115
2019-04-02,7.8498,6.7232
2019-04-03,7.8494,6.7114
2019-04-04,7.8489,6.717
2019-04-05,7.8496,6.7079
2019-04-08,7.8469,6.7164
2019-04-09,7.8413,6.7119
2019-04-10,7.8365,6.716
2019-04-11,7.8427,6.7194
2019-04-12,7.8425,6.7036
2019-04-15,7.8397,6.7087
2019-04-16,7.8433,6.7122
2019-04-17,7.8456,6.6881
2019-04-18,7.8461,6.709
2019-04-19,7.8442,6.7042
2019-04-22,7.8443000000000005,6.7120999999999995
2019-04-23,7.8417,6.7259
2019-04-24,7.8425,6.7219
2019-04-25,7.8438,6.7435
2019-04-26,7.8445,6.7288
2019-04-29,7.8436,6.7336
2019-04-30,7.8445,6.7348
2019-05-01,7.8454,6.7343
2019-05-02,7.8435,6.7345
2019-05-03,7.8452,6.7354
2019-05-06,7.8461,6.7661
2019-05-07,7.8485,6.7763
2019-05-08,7.8492,6.7828
2019-05-09,7.8484,6.8274
2019-05-10,7.8488,6.8261
2019-05-13,7.8493,6.8784
2019-05-14,7.8494,6.8751999999999995
2019-05-15,7.8497,6.8761
2019-05-16,7.8496,6.8837
2019-05-17,7.85,6.9179
2019-05-20,7.8497,6.9123
2019-05-21,7.8496,6.902
2019-05-22,7.8498,6.9063
2019-05-23,7.849,6.9105
2019-05-24,7.8496,6.8989
2019-05-27,7.8492,6.8979
2019-05-28,7.8491,6.9101
2019-05-29,7.8494,6.9145
2019-05-30,7.8476,6.9019
2019-05-31,7.8384,6.905
2019-06-03,7.8361,6.9037
2019-06-04,7.8416,6.9079
2019-06-05,7.8403,6.9089
2019-06-06,7.8405000000000005,6.9096
2019-06-07,7.8424,6.9098
2019-06-10,7.8429,6.9311
2019-06-11,7.8365,6.9114
2019-06-12,7.8243,6.9177
2019-06-13,7.8286999999999995,6.9216
2019-06-14,7.8279,6.9254999999999995
2019-06-17,7.8336,6.9258
2019-06-18,7.8318,6.9032
2019-06-19,7.8242,6.9036
2019-06-20,7.8143,6.8506
2019-06-21,7.8136,6.8685
2019-06-24,7.8106,6.877
2019-06-25,7.8104,6.8798
2019-06-26,7.8081,6.88
2019-06-27,7.8152,6.8771
2019-06-28,7.8107,6.8668
2019-07-01,7.8134,6.8517
2019-07-02,7.7987,6.8716
2019-07-03,7.7977,6.8811
2019-07-04,7.7869,6.8716
2019-07-05,7.7949,6.8936
2019-07-08,7.7993,6.8819
2019-07-09,7.8079,6.888
2019-07-10,7.8185,6.8729
2019-07-11,7.8227,6.8702
2019-07-12,7.8248999999999995,6.8808
2019-07-15,7.8264,6.8778
2019-07-16,7.8174,6.8763
2019-07-17,7.8145,6.8736
2019-07-18,7.8158,6.88
2019-07-19,7.808,6.8821
2019-07-22,7.8096,6.8812
2019-07-23,7.8107,6.8792
2019-07-24,7.8147,6.8719
2019-07-25,7.8167,6.8724
2019-07-26,7.8193,6.8805
2019-07-29,7.8224,6.8934
2019-07-30,7.8237,6.8845
2019-07-31,7.8279,6.8811
2019-08-01,7.8257,6.8986
2019-08-02,7.8267,6.9405
2019-08-05,7.8464,7.0507
2019-08-06,7.8377,7.0198
2019-08-07,7.8407,7.0602
2019-08-08,7.8411,7.0451
2019-08-09,7.8425,7.0623
2019-08-12,7.8468,7.0581
2019-08-13,7.8459,7.0433
2019-08-14,7.8453,7.0244
2019-08-15,7.8412,7.034
2019-08-16,7.8431999999999995,7.0428
2019-08-19,7.8447,7.0507
2019-08-20,7.8426,7.0605
2019-08-21,7.8433,7.0624
2019-08-22,7.8403,7.0866
2019-08-23,7.8426,7.0956
2019-08-26,7.8447,7.1512
2019-08-27,7.8473,7.1617
2019-08-28,7.8451,7.1652000000000005
2019-08-29,7.846,7.1445
2019-08-30,7.842,7.1565
2019-09-02,7.842,7.172
2019-09-03,7.8443000000000005,7.1789
2019-09-04,7.8407,7.146
2019-09-05,7.838,7.1489
2019-09-06,7.8394,7.1164
2019-09-09,7.8392,7.1219
2019-09-10,7.8398,7.1127
2019-09-11,7.8385,7.1158
2019-09-12,7.8244,7.0794
2019-09-13,7.82,7.0787
2019-09-16,7.8192,7.0673
2019-09-17,7.8223,7.0922
2019-09-18,7.8306000000000004,7.086
2019-09-19,7.8313,7.0965
2019-09-20,7.8367,7.0909
2019-09-23,7.8388,7.118
2019-09-24,7.8404,7.1164
2019-09-25,7.8391,7.1315
2019-09-26,7.8382,7.1325
2019-09-27,7.8401,7.1227
2019-09-30,7.8389,7.1483
2019-10-01,7.8428,7.1483
2019-10-02,7.8439,7.1483
2019-10-03,7.8417,7.1483
2019-10-04,7.8395,7.1483
2019-10-07,7.843,7.1483
2019-10-08,7.8447,7.1444
2019-10-09,7.8456,7.1328
2019-10-10,7.8425,7.1163
2019-10-11,7.8433,7.0892
2019-10-14,7.8456,7.0675
2019-10-15,7.8453,7.0818
2019-10-16,7.845,7.0934
2019-10-17,7.8442,7.0777
2019-10-18,7.843,7.0817
2019-10-21,7.8429,7.073
2019-10-22,7.8426,7.0769
2019-10-23,7.8414,7.0653
2019-10-24,7.8381,7.0693
2019-10-25,7.8375,7.0654
2019-10-28,7.8393,7.0683
2019-10-29,7.8392,7.0658
2019-10-30,7.8405000000000005,7.0553
2019-10-31,7.8373,7.0391
2019-11-01,7.8363,7.0342
2019-11-04,7.8374,7.0304
2019-11-05,7.8327,7.0097
2019-11-06,7.8271,6.9981
2019-11-07,7.8263,6.9784
2019-11-08,7.8299,6.9928
2019-11-11,7.8269,7.0103
2019-11-12,7.8279,7.0079
2019-11-13,7.8282,7.0234
2019-11-14,7.8274,7.0208
2019-11-15,7.8262,7.0094
2019-11-18,7.8276,7.0257
2019-11-19,7.8277,7.0276
2019-11-20,7.8254,7.039
2019-11-21,7.8203,7.0324
2019-11-22,7.8255,7.0391
2019-11-25,7.8261,7.0363
2019-11-26,7.8285,7.0336
2019-11-27,7.8272,7.029
2019-11-28,7.8268,7.0353
2019-11-29,7.8288,7.0325
2019-12-02,7.8285,7.0393
2019-12-03,7.8295,7.0613
2019-12-04,7.8289,7.0499
2019-12-05,7.8291,7.0448
2019-12-06,7.8297,7.0349
2019-12-09,7.8282,7.0392
2019-12-10,7.8269,7.0342
2019-12-11,7.8081,7.0388
2019-12-12,7.805,7.0044
2019-12-13,7.7972,6.9852
2019-12-16,7.7922,6.9938
2019-12-17,7.7879000000000005,6.9969
2019-12-18,7.7877,7.0031
2019-12-19,7.7939,7.0103
2019-12-20,7.7955,7.0065
2019-12-23,7.7869,7.0128
2019-12-24,7.7881,7.0071
2019-12-25,7.7904,6.9894
2019-12-26,7.7872,6.9965
2019-12-27,7.7871,6.9957
2019-12-30,7.7879000000000005,6.984
2019-12-31,7.7914,6.9632
2020-01-01,7.7907,6.9632
2020-01-02,7.7898,6.9643
2020-01-03,7.7789,6.9663
2020-01-06,7.7697,6.9747
2020-01-07,7.7785,6.9451
2020-01-08,7.7754,6.9458
2020-01-09,7.7672,6.9322
2020-01-10,7.7666,6.9192
2020-01-13,7.7715,6.8938
2020-01-14,7.777,6.8843
2020-01-15,7.7713,6.8919
2020-01-16,7.7726,6.8815
2020-01-17,7.7668,6.8598
2020-01-20,7.7688,6.867
2020-01-21,7.7702,6.8995
2020-01-22,7.7716,6.9033999999999995
2020-01-23,7.7722999999999995,6.9426
2020-01-24,7.7724,6.9109
2020-01-27,7.7767,6.9109
2020-01-28,7.7766,6.9109
2020-01-29,7.7728,6.9109
2020-01-30,7.7666,6.9109
2020-01-31,7.7643,6.9109
2020-02-03,7.767,7.0215
2020-02-04,7.7648,6.9984
2020-02-05,7.7633,6.9734
2020-02-06,7.7646,6.9708
2020-02-07,7.7666,7.0024
2020-02-10,7.766,6.9843
2020-02-11,7.7656,6.966
2020-02-12,7.7704,6.9719999999999995
2020-02-13,7.7671,6.9772
2020-02-14,7.7686,6.9869
2020-02-17,7.7679,6.9813
2020-02-18,7.7676,6.9963
2020-02-19,7.7722999999999995,6.9983
2020-02-20,7.7813,7.023
2020-02-21,7.7876,7.0271
2020-02-24,7.7931,7.0296
2020-02-25,7.7911,7.0136
2020-02-26,7.7933,7.0227
2020-02-27,7.7936,7.0044
2020-02-28,7.7935,6.992
2020-03-02,7.7797,6.9609
2020-03-03,7.7713,6.9611
2020-03-04,7.7725,6.926
2020-03-05,7.7729,6.9368
2020-03-06,7.768,6.9329
2020-03-09,7.7709,6.9462
2020-03-10,7.7682,6.9572
2020-03-11,7.7692,6.96
2020-03-12,7.7775,7.0297
2020-03-13,7.773,7.0087
2020-03-16,7.7666,6.9932
2020-03-17,7.761,7.0046
2020-03-18,7.7639,7.0471
2020-03-19,7.7611,7.1082
2020-03-20,7.7576,7.0962
2020-03-23,7.756,7.091
2020-03-24,7.7527,7.063
2020-03-25,7.7523,7.1121
2020-03-26,7.752,7.0727
2020-03-27,7.7518,7.096
2020-03-30,7.7548,7.0999
2020-03-31,7.7511,7.0822
2020-04-01,7.7524,7.0999
2020-04-02,7.7516,7.0858
2020-04-03,7.7524999999999995,7.0915
2020-04-06,7.7517,7.0915
2020-04-07,7.7524,7.0457
2020-04-08,7.7518,7.0661
2020-04-09,7.753,7.0429
2020-04-10,7.7527,7.036
2020-04-13,7.7524,7.0515
2020-04-14,7.7514,7.0485
2020-04-15,7.7511,7.0674
2020-04-16,7.7511,7.0798
2020-04-17,7.7505,7.0737
2020-04-20,7.7503,7.0732
2020-04-21,7.7501,7.092
2020-04-22,7.7501,7.0842
2020-04-23,7.7504,7.0668
2020-04-24,7.7505,7.0815
2020-04-27,7.7501999999999995,7.0864
2020-04-28,7.7501999999999995,7.0796
2020-04-29,7.7501999999999995,7.0767
2020-04-30,7.752,7.0632
2020-05-01,7.7523,7.0632
2020-05-04,7.7535,7.0632
2020-05-05,7.7535,7.0632
2020-05-06,7.7523,7.1045
2020-05-07,7.7509,7.0841
2020-05-08,7.752,7.0742
2020-05-11,7.7506,7.0975
2020-05-12,7.7509,7.0827
2020-05-13,7.7512,7.0924
2020-05-14,7.7521,7.0957
2020-05-15,7.7509,7.1019
2020-05-18,7.7513,7.1092
2020-05-19,7.7509,7.0989
2020-05-20,7.7501,7.0935
2020-05-21,7.7547,7.1153
2020-05-22,7.7558,7.1294
2020-05-25,7.7547,7.1368
2020-05-26,7.7527,7.1349
2020-05-27,7.7547,7.1671
2020-05-28,7.7527,7.1455
2020-05-29,7.7512,7.1364
2020-06-01,7.7512,7.1277
2020-06-02,7.751,7.1013
2020-06-03,7.7504,7.1139
2020-06-04,7.7501,7.1108
2020-06-05,7.7501999999999995,7.0834
2020-06-08,7.7501,7.0715
2020-06-09,7.7501,7.0773
2020-06-10,7.7501,7.0609
2020-06-11,7.7504,7.065
2020-06-12,7.7501,7.0835
2020-06-15,7.7504,7.0902
2020-06-16,7.7501,7.0862
2020-06-17,7.7501,7.0855
2020-06-18,7.7504,7.0892
2020-06-19,7.7504,7.071
2020-06-22,7.7507,7.0684
2020-06-23,7.7501,7.0582
2020-06-24,7.7504,7.0782
2020-06-25,7.7506,7.0782
2020-06-26,7.7504,7.0782
2020-06-29,7.7504,7.0811
2020-06-30,7.7505,7.0654
2020-07-01,7.7507,7.0706
2020-07-02,7.7503,7.0669
2020-07-03,7.7503,7.0663
2020-07-06,7.75,7.0199
2020-07-07,7.7501,7.0139
2020-07-08,7.7501,7.0045
2020-07-09,7.7501,6.9942
2020-07-10,7.7526,6.9994
2020-07-13,7.7509,6.9974
2020-07-14,7.7514,7.0057
2020-07-15,7.7524,6.9889
2020-07-16,7.7531,6.9896
2020-07-17,7.7539,6.9924
2020-07-20,7.7519,6.9836
2020-07-21,7.7507,6.9811
2020-07-22,7.7524,7.0002
2020-07-23,7.7511,7.0041
2020-07-24,7.7513,7.0184
2020-07-27,7.7515,6.9963999999999995
2020-07-28,7.7503,7.0008
2020-07-29,7.7501,7.0018
2020-07-30,7.7501,7.0088
2020-07-31,7.7503,6.9752
2020-08-03,7.7505,6.9809
2020-08-04,7.75,6.9735
2020-08-05,7.7501,6.9366
2020-08-06,7.7503,6.9535
2020-08-07,7.7503,6.968
2020-08-10,7.7501,6.9618
2020-08-11,7.7501999999999995,6.9463
2020-08-12,7.7514,6.9372
2020-08-13,7.7504,6.945
2020-08-14,7.7508,6.9504
2020-08-17,7.7505,6.9329
2020-08-18,7.7501999999999995,6.9218
2020-08-19,7.7501999999999995,6.9207
2020-08-20,7.75,6.9158
2020-08-21,7.7501999999999995,6.9193999999999996
2020-08-24,7.7501,6.9196
2020-08-25,7.7504,6.9129000000000005
2020-08-26,7.7504,6.886
2020-08-27,7.7501999999999995,6.8941
2020-08-28,7.7504,6.8655
2020-08-31,7.7501999999999995,6.8485
2020-09-01,7.75,6.8282
2020-09-02,7.7501999999999995,6.8384
2020-09-03,7.7503,6.8488
2020-09-04,7.7506,6.8425
2020-09-07,7.7501999999999995,6.8305
2020-09-08,7.7505,6.8458
2020-09-09,7.7507,6.8333
2020-09-10,7.7504,6.8346
2020-09-11,7.7503,6.8344000000000005
2020-09-14,7.7501,6.8105
2020-09-15,7.7501,6.7826
2020-09-16,7.7501999999999995,6.7548
2020-09-17,7.7501,6.7638
2020-09-18,7.7501,6.7692
2020-09-21,7.7501,6.8052
2020-09-22,7.7501,6.78
2020-09-23,7.7501,6.8091
2020-09-24,7.7501999999999995,6.8286999999999995
2020-09-25,7.75,6.8238
2020-09-28,7.7501,6.8113
2020-09-29,7.75,6.816
2020-09-30,7.75,6.791
2020-10-01,7.7501,6.791
2020-10-02,7.7503,6.791
2020-10-05,7.7501999999999995,6.791
2020-10-06,7.7501,6.791
2020-10-07,7.7501,6.791
2020-10-08,7.7501999999999995,6.791
2020-10-09,7.7501,6.6947
2020-10-12,7.75,6.7459
2020-10-13,7.7501,6.7463999999999995
2020-10-14,7.75,6.7151
2020-10-15,7.7501,6.7254000000000005
2020-10-16,7.7501,6.6975999999999996
2020-10-19,7.7501,6.6828
2020-10-20,7.7501,6.6767
2020-10-21,7.7501,6.651
2020-10-22,7.7501,6.6851
2020-10-23,7.7501,6.6868
2020-10-26,7.7501,6.712
2020-10-27,7.7501,6.7055
2020-10-28,7.7501,6.729
2020-10-29,7.7518,6.7149
2020-10-30,7.7522,6.6915
