date,sp500
2012-09-10,0.28157116
2012-09-11,0.285588736
2012-09-12,0.288279078
2012-09-13,0.309290647
2012-09-14,0.314474038
2012-09-15,0.314474038
2012-09-16,0.314474038
2012-09-17,0.31036678300000003
2012-09-18,0.308689804
2012-09-19,0.310241234
2012-09-20,0.309532777
2012-09-21,0.309434131
2012-09-22,0.309434131
2012-09-23,0.309434131
2012-09-24,0.306510627
2012-09-25,0.292789884
2012-09-26,0.28537350899999997
2012-09-27,0.297775984
2012-09-28,0.291964846
2012-09-29,0.291964846
2012-09-30,0.291964846
2012-10-01,0.29539054800000003
2012-10-02,0.296520491
2012-10-03,0.301219622
